gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,effectiveFieldGoalPercentage,freeThrowAttemptRate,teamTurnoverPercentage,offensiveReboundPercentage,oppEffectiveFieldGoalPercentage,oppFreeThrowAttemptRate,oppTeamTurnoverPercentage,oppOffensiveReboundPercentage
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,40,26:28,0.52,0.216,0.057,0.0,0.427,0.561,0.185,0.304
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203110,Draymond,Green,D. Green,draymond-green,F,,23,31:14,0.508,0.262,0.088,0.026,0.392,0.412,0.193,0.2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203105,Festus,Ezeli,F. Ezeli,festus-ezeli,C,,31,24:42,0.521,0.255,0.096,0.103,0.382,0.368,0.199,0.182
0021500030,1610612744,Golden State,Warriors,GSW,warriors,202691,Klay,Thompson,K. Thompson,klay-thompson,G,,11,24:03,0.51,0.167,0.093,0.0,0.405,0.514,0.175,0.13
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,30,27:24,0.548,0.269,0.101,0.0,0.406,0.396,0.137,0.214
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2738,Andre,Iguodala,A. Iguodala,andre-iguodala,,,9,29:47,0.5,0.382,0.083,0.088,0.348,0.25,0.158,0.257
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2733,Shaun,Livingston,S. Livingston,shaun-livingston,,,34,19:59,0.446,0.405,0.052,0.0,0.4,0.286,0.212,0.316
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201578,Marreese,Speights,M. Speights,marreese-speights,,,5,12:40,0.587,0.304,0.042,0.2,0.42,0.36,0.116,0.375
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2571,Leandro,Barbosa,L. Barbosa,leandro-barbosa,,,19,19:23,0.539,0.237,0.051,0.0,0.347,0.444,0.146,0.364
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201574,Jason,Thompson,J. Thompson,jason-thompson,,,1,6:26,0.429,0.286,0.127,0.125,0.385,0.615,0.064,0.25
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203949,James Michael,McAdoo,J. McAdoo,james-michael-mcadoo,,,20,7:24,0.469,0.125,0.059,0.0,0.542,0.917,0.159,0.2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201575,Brandon,Rush,B. Rush,brandon-rush,,,4,5:54,0.462,0.308,0.073,0.125,0.4,0.8,0.138,0.2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203546,Ian,Clark,I. Clark,ian-clark,,,21,4:36,0.5,0.2,0.092,0.0,0.5,1.0,0.087,0.25
0021500030,1610612745,Houston,Rockets,HOU,rockets,2772,Trevor,Ariza,T. Ariza,trevor-ariza,F,,1,29:41,0.347,0.429,0.158,0.028,0.527,0.286,0.079,0.156
0021500030,1610612745,Houston,Rockets,HOU,rockets,203093,Terrence,Jones,T. Jones,terrence-jones,F,,6,18:09,0.423,0.692,0.237,0.056,0.541,0.054,0.103,0.188
0021500030,1610612745,Houston,Rockets,HOU,rockets,2730,Dwight,Howard,D. Howard,dwight-howard,C,,12,21:49,0.333,0.606,0.201,0.154,0.549,0.195,0.071,0.263
0021500030,1610612745,Houston,Rockets,HOU,rockets,201935,James,Harden,J. Harden,james-harden,G,,13,37:00,0.339,0.435,0.19,0.043,0.514,0.219,0.09,0.225
0021500030,1610612745,Houston,Rockets,HOU,rockets,201951,Ty,Lawson,T. Lawson,ty-lawson,G,,3,35:31,0.418,0.525,0.169,0.0,0.537,0.25,0.067,0.182
0021500030,1610612745,Houston,Rockets,HOU,rockets,203991,Clint,Capela,C. Capela,clint-capela,,,15,17:45,0.47,0.182,0.155,0.053,0.426,0.382,0.101,0.19
0021500030,1610612745,Houston,Rockets,HOU,rockets,1626149,Montrezl,Harrell,M. Harrell,montrezl-harrell,,,35,21:10,0.45,0.325,0.109,0.04,0.566,0.5,0.068,0.278
0021500030,1610612745,Houston,Rockets,HOU,rockets,201976,Patrick,Beverley,P. Beverley,patrick-beverley,,,2,20:54,0.434,0.237,0.116,0.043,0.487,0.385,0.07,0.3
0021500030,1610612745,Houston,Rockets,HOU,rockets,201147,Corey,Brewer,C. Brewer,corey-brewer,,,33,29:01,0.365,0.423,0.173,0.027,0.449,0.254,0.067,0.303
0021500030,1610612745,Houston,Rockets,HOU,rockets,203909,KJ,McDaniels,K. McDaniels,kj-mcdaniels,,,32,4:30,0.5,0.75,0.094,0.0,0.5,0.2,0.092,0.25
0021500030,1610612745,Houston,Rockets,HOU,rockets,1626155,Sam,Dekker,S. Dekker,sam-dekker,,,7,4:30,0.5,0.75,0.094,0.0,0.5,0.2,0.092,0.25
0021500030,1610612745,Houston,Rockets,HOU,rockets,1891,Jason,Terry,J. Terry,jason-terry,,DNP - Coach's Decision,31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500030,1610612745,Houston,Rockets,HOU,rockets,201977,Marcus,Thornton,M. Thornton,marcus-thornton,,DNP - Coach's Decision,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500028,1610612751,Brooklyn,Nets,BKN,nets,2207,Joe,Johnson,J. Johnson,joe-johnson,F,,7,25:14,0.364,0.114,0.1,0.0,0.563,0.275,0.188,0.333
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201152,Thaddeus,Young,T. Young,thaddeus-young,F,,30,28:25,0.426,0.106,0.145,0.065,0.551,0.224,0.143,0.261
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201572,Brook,Lopez,B. Lopez,brook-lopez,C,,11,31:59,0.404,0.212,0.139,0.0,0.536,0.2,0.172,0.28
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201961,Wayne,Ellington,W. Ellington,wayne-ellington,G,,21,18:16,0.371,0.086,0.055,0.0,0.629,0.194,0.173,0.417
0021500028,1610612751,Brooklyn,Nets,BKN,nets,101127,Jarrett,Jack,J. Jack,jarrett-jack,G,,2,26:57,0.391,0.174,0.11,0.0,0.565,0.239,0.186,0.333
0021500028,1610612751,Brooklyn,Nets,BKN,nets,203499,Shane,Larkin,S. Larkin,shane-larkin,,,0,16:26,0.63,0.217,0.217,0.0,0.47,0.0,0.114,0.118
0021500028,1610612751,Brooklyn,Nets,BKN,nets,202711,Bojan,Bogdanovic,B. Bogdanovic,bojan-bogdanovic,,,44,19:34,0.648,0.222,0.233,0.0,0.5,0.0,0.143,0.19
0021500028,1610612751,Brooklyn,Nets,BKN,nets,1626178,Rondae,Hollis-Jefferson,R. Hollis-Jefferson,rondae-hollis-jefferson,,,24,26:09,0.513,0.316,0.203,0.0,0.423,0.038,0.197,0.267
0021500028,1610612751,Brooklyn,Nets,BKN,nets,200745,Andrea,Bargnani,A. Bargnani,andrea-bargnani,,,9,16:18,0.563,0.208,0.211,0.0,0.544,0.059,0.136,0.188
0021500028,1610612751,Brooklyn,Nets,BKN,nets,203080,Thomas,Robinson,T. Robinson,thomas-robinson,,,41,15:20,0.46,0.28,0.129,0.0,0.407,0.074,0.282,0.313
0021500028,1610612751,Brooklyn,Nets,BKN,nets,203900,Markel,Brown,M. Brown,markel-brown,,,22,8:24,0.154,0.308,0.179,0.0,0.538,0.538,0.234,0.6
0021500028,1610612751,Brooklyn,Nets,BKN,nets,202388,Donald,Sloan,D. Sloan,donald-sloan,,,15,4:37,0.125,0.25,0.202,0.0,0.429,0.286,0.45,0.75
0021500028,1610612751,Brooklyn,Nets,BKN,nets,203508,Sergey,Karasev,S. Karasev,sergey-karasev,,,10,2:21,0.0,0.667,0.34,0.0,0.333,0.0,0.6,0.5
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,202695,Kawhi,Leonard,K. Leonard,kawhi-leonard,F,,2,25:47,0.533,0.13,0.171,0.042,0.415,0.244,0.169,0.038
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,200746,LaMarcus,Aldridge,L. Aldridge,lamarcus-aldridge,F,,12,29:33,0.566,0.17,0.153,0.2,0.404,0.128,0.156,0.033
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,1495,Tim,Duncan,T. Duncan,tim-duncan,C,,21,29:04,0.571,0.224,0.19,0.0,0.388,0.163,0.12,0.03
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,201980,Danny,Green,D. Green,danny-green,G,,14,26:33,0.567,0.244,0.167,0.091,0.464,0.167,0.117,0.0
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,2225,Tony,Parker,T. Parker,tony-parker,G,,9,23:46,0.628,0.231,0.213,0.0,0.405,0.095,0.086,0.036
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,201988,Patty,Mills,P. Mills,patty-mills,,,8,18:24,0.432,0.054,0.103,0.042,0.596,0.269,0.216,0.0
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,1938,Manu,Ginobili,M. Ginobili,manu-ginobili,,,20,21:37,0.537,0.122,0.133,0.0,0.441,0.176,0.183,0.05
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,2564,Boris,Diaw,B. Diaw,boris-diaw,,,33,18:43,0.447,0.053,0.1,0.0,0.574,0.259,0.21,0.0
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,203937,Kyle,Anderson,K. Anderson,kyle-anderson,,,1,10:53,0.368,0.105,0.335,0.0,0.278,0.278,0.172,0.083
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,2561,David,West,D. West,david-west,,,30,14:03,0.44,0.08,0.268,0.0,0.543,0.304,0.138,0.091
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,2446,Rasual,Butler,R. Butler,rasual-butler,,,18,11:10,0.476,0.095,0.219,0.0,0.553,0.105,0.137,0.125
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,203492,Ray,McCallum,R. McCallum,ray-mccallum,,,3,5:50,0.4,0.2,0.337,0.0,0.111,0.444,0.235,0.143
0021500028,1610612759,San Antonio,Spurs,SAS,spurs,1626246,Boban,Marjanovic,B. Marjanovic,boban-marjanovic,,,40,4:37,0.429,0.286,0.45,0.75,0.125,0.25,0.202,0.167
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,2419,Tayshaun,Prince,T. Prince,tayshaun-prince,F,,12,29:20,0.444,0.644,0.151,0.0,0.287,0.23,0.158,0.359
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,708,Kevin,Garnett,K. Garnett,kevin-garnett,F,,21,22:19,0.429,0.657,0.111,0.048,0.293,0.217,0.132,0.379
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1626157,Karl-Anthony,Towns,K. Towns,karl-anthony-towns,C,,32,33:12,0.412,0.627,0.159,0.091,0.309,0.221,0.156,0.349
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,203952,Andrew,Wiggins,A. Wiggins,andrew-wiggins,G,,22,30:41,0.447,0.66,0.144,0.069,0.352,0.156,0.155,0.359
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,201937,Ricky,Rubio,R. Rubio,ricky-rubio,G,,9,30:24,0.49,0.5,0.13,0.038,0.325,0.159,0.158,0.359
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,202357,Nemanja,Bjelica,N. Bjelica,nemanja-bjelica,,,88,25:41,0.444,0.5,0.237,0.0,0.367,0.204,0.16,0.2
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,2755,Kevin,Martin,K. Martin,kevin-martin,,,23,21:20,0.483,0.517,0.236,0.0,0.395,0.263,0.113,0.136
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,203498,Shabazz,Muhammad,S. Muhammad,shabazz-muhammad,,,15,16:11,0.391,0.304,0.235,0.0,0.31,0.207,0.149,0.158
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,203476,Gorgui,Dieng,G. Dieng,gorgui-dieng,,,5,13:16,0.444,0.5,0.215,0.0,0.38,0.2,0.137,0.133
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,203897,Zach,LaVine,Z. LaVine,zach-lavine,,,8,17:36,0.326,0.739,0.26,0.0,0.344,0.313,0.13,0.15
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1889,Andre,Miller,A. Miller,andre-miller,,DNP - Coach's Decision,24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,203940,Adreian,Payne,A. Payne,adreian-payne,,DNP - Coach's Decision,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500029,1610612750,Minnesota,Timberwolves,MIN,timberwolves,204014,Damjan,Rudez,D. Rudez,damjan-rudez,,DNP - Coach's Decision,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,F,,8,33:23,0.3,0.214,0.136,0.0,0.481,0.596,0.158,0.259
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,202702,Kenneth,Faried,K. Faried,kenneth-faried,F,,35,26:47,0.295,0.214,0.137,0.15,0.488,0.619,0.147,0.318
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,203530,Joffrey,Lauvergne,J. Lauvergne,joffrey-lauvergne,C,,77,16:15,0.347,0.167,0.087,0.125,0.346,0.654,0.123,0.313
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,203914,Gary,Harris,G. Harris,gary-harris,G,,14,17:53,0.392,0.054,0.167,0.043,0.615,0.538,0.171,0.3
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,1626144,Emmanuel,Mudiay,E. Mudiay,emmanuel-mudiay,G,,0,26:30,0.333,0.259,0.155,0.0,0.439,0.707,0.146,0.292
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,203115,Will,Barton,W. Barton,will-barton,,,5,29:41,0.31,0.241,0.156,0.023,0.439,0.561,0.19,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,200751,Randy,Foye,R. Foye,randy-foye,,,4,8:22,0.321,0.143,0.178,0.0,0.571,0.214,0.207,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,2749,Jameer,Nelson,J. Nelson,jameer-nelson,,,1,25:42,0.333,0.25,0.15,0.0,0.308,0.564,0.183,0.143
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,201589,Darrell,Arthur,D. Arthur,darrell-arthur,,,00,26:26,0.34,0.298,0.16,0.088,0.471,0.657,0.21,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,203999,Nikola,Jokić,N. Jokić,nikola-jokić,,,15,18:09,0.412,0.176,0.164,0.13,0.32,0.48,0.241,0.111
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,2034,Mike,Miller,M. Miller,mike-miller,,,3,9:20,0.289,0.158,0.155,0.0,0.167,0.417,0.26,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,203475,Erick,Green,E. Green,erick-green,,,11,1:32,0.5,0.0,0.0,0.0,1.0,0.0,0.333,0.0
0021500029,1610612743,Denver,Nuggets,DEN,nuggets,201581,JJ,Hickson,J. Hickson,jj-hickson,,DNP - Coach's Decision,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500021,1610612748,Miami,Heat,MIA,heat,2736,Luol,Deng,L. Deng,luol-deng,F,,9,29:12,0.533,0.304,0.142,0.08,0.441,0.235,0.15,0.367
0021500021,1610612748,Miami,Heat,MIA,heat,2547,Chris,Bosh,C. Bosh,chris-bosh,F,,1,33:10,0.472,0.321,0.15,0.0,0.415,0.271,0.143,0.324
0021500021,1610612748,Miami,Heat,MIA,heat,202355,Hassan,Whiteside,H. Whiteside,hassan-whiteside,C,,21,36:02,0.544,0.351,0.137,0.032,0.468,0.29,0.145,0.306
0021500021,1610612748,Miami,Heat,MIA,heat,201609,Goran,Dragic,G. Dragic,goran-dragic,G,,7,33:36,0.518,0.327,0.145,0.0,0.417,0.267,0.154,0.316
0021500021,1610612748,Miami,Heat,MIA,heat,2548,Dwyane,Wade,D. Wade,dwyane-wade,G,,3,30:25,0.479,0.313,0.16,0.0,0.398,0.296,0.136,0.294
0021500021,1610612748,Miami,Heat,MIA,heat,1626159,Justise,Winslow,J. Winslow,justise-winslow,,,20,18:48,0.371,0.258,0.133,0.0,0.557,0.257,0.077,0.188
0021500021,1610612748,Miami,Heat,MIA,heat,201596,Mario,Chalmers,M. Chalmers,mario-chalmers,,,15,14:24,0.341,0.182,0.121,0.0,0.654,0.192,0.037,0.25
0021500021,1610612748,Miami,Heat,MIA,heat,101123,Gerald,Green,G. Green,gerald-green,,,14,16:07,0.365,0.231,0.109,0.0,0.633,0.167,0.066,0.364
0021500021,1610612748,Miami,Heat,MIA,heat,201177,Josh,McRoberts,J. McRoberts,josh-mcroberts,,,4,13:22,0.357,0.19,0.126,0.067,0.64,0.2,0.038,0.25
0021500021,1610612748,Miami,Heat,MIA,heat,2405,Amar'e,Stoudemire,A. Stoudemire,amare-stoudemire,,,5,11:58,0.25,0.1,0.144,0.133,0.542,0.125,0.043,0.3
0021500021,1610612748,Miami,Heat,MIA,heat,203516,James,Ennis III,J. Ennis III,james-ennis-iii,,,32,1:28,1.167,0.333,0.0,0.0,0.75,0.0,0.333,0.0
0021500021,1610612748,Miami,Heat,MIA,heat,204020,Tyler,Johnson,T. Johnson,tyler-johnson,,,8,1:28,1.167,0.333,0.0,0.0,0.75,0.0,0.333,0.0
0021500021,1610612748,Miami,Heat,MIA,heat,2617,Udonis,Haslem,U. Haslem,udonis-haslem,,DNP - Coach's Decision,40,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2544,LeBron,James,L. James,lebron-james,F,,23,33:56,0.468,0.258,0.138,0.056,0.491,0.241,0.152,0.143
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201567,Kevin,Love,K. Love,kevin-love,F,,0,33:07,0.466,0.322,0.138,0.176,0.5,0.321,0.148,0.125
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202389,Timofey,Mozgov,T. Mozgov,timofey-mozgov,C,,20,18:04,0.414,0.229,0.084,0.045,0.463,0.407,0.144,0.133
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2747,JR,Smith,J. Smith,jr-smith,G,,5,22:15,0.427,0.244,0.118,0.0,0.5,0.306,0.114,0.105
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2590,Mo,Williams,M. Williams,mo-williams,G,,52,25:48,0.479,0.213,0.159,0.0,0.541,0.514,0.159,0.158
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203521,Matthew,Dellavedova,M. Dellavedova,matthew-dellavedova,,,8,26:58,0.553,0.255,0.098,0.042,0.378,0.133,0.138,0.154
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2210,Richard,Jefferson,R. Jefferson,richard-jefferson,,,24,24:23,0.489,0.295,0.064,0.0,0.413,0.325,0.123,0.143
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202684,Tristan,Thompson,T. Thompson,tristan-thompson,,,13,26:03,0.533,0.289,0.103,0.083,0.409,0.227,0.136,0.167
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203099,Jared,Cunningham,J. Cunningham,jared-cunningham,,,9,9:12,0.533,0.133,0.112,0.0,0.406,0.188,0.164,0.222
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2760,Anderson,Varejao,A. Varejao,anderson-varejao,,,17,15:50,0.517,0.069,0.104,0.125,0.333,0.167,0.149,0.176
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2592,James,Jones,J. Jones,james-jones,,,1,1:28,0.75,0.0,0.333,0.0,1.167,0.333,0.0,0.0
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203925,Joe,Harris,J. Harris,joe-harris,,,12,1:28,0.75,0.0,0.333,0.0,1.167,0.333,0.0,0.0
0021500021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201619,Sasha,Kaun,S. Kaun,sasha-kaun,,,14,1:28,0.75,0.0,0.333,0.0,1.167,0.333,0.0,0.0
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,202329,Al-Farouq,Aminu,A. Aminu,al-farouq-aminu,F,,8,31:32,0.464,0.304,0.21,0.083,0.466,0.458,0.137,0.25
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,203086,Meyers,Leonard,M. Leonard,meyers-leonard,F,,11,17:33,0.483,0.241,0.25,0.0,0.536,0.75,0.149,0.231
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,203486,Mason,Plumlee,M. Plumlee,mason-plumlee,C,,24,25:36,0.478,0.222,0.226,0.111,0.478,0.609,0.152,0.32
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,203468,CJ,McCollum,C. McCollum,cj-mccollum,G,,3,33:18,0.398,0.219,0.2,0.022,0.482,0.526,0.189,0.231
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,203081,Damian,Lillard,D. Lillard,damian-lillard,G,,0,36:50,0.484,0.258,0.256,0.0,0.457,0.464,0.161,0.278
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,203459,Allen,Crabbe,A. Crabbe,allen-crabbe,,,23,22:56,0.398,0.136,0.164,0.0,0.474,0.526,0.164,0.3
0021500032,1610612757,Portland,Trail Blazers,POR,blazers,202334,Ed,Davis,E. Davis,ed-davis,,,17,19:42,0.419,0.189,0.19,0.04,0.471,0.324,0.201,0.188
