gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,,26:28,114.8,114.8,92.7,92.7,22.1,22.1,0.105,0.0,15.4,0.0,0.179,0.089,0.0,0.5,0.551,0.183,0.183,98.84,98.84,82.37,54.0,0.137
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203110,Draymond,Green,D. Green,draymond-green,F,,,31:14,104.4,104.4,83.6,83.6,20.8,20.8,0.292,7.0,38.9,0.026,0.171,0.096,5.6,0.438,0.461,0.145,0.145,103.74,103.74,86.45,68.0,0.149
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203105,Festus,Ezeli,F. Ezeli,festus-ezeli,C,,,24:42,107.8,107.8,78.4,78.4,29.4,29.4,0.059,0.5,7.1,0.103,0.154,0.127,14.3,0.444,0.418,0.228,0.228,99.11,99.11,82.59,51.0,0.059
0021500030,1610612744,Golden State,Warriors,GSW,warriors,202691,Klay,Thompson,K. Thompson,klay-thompson,G,,,24:03,98.1,98.1,88.5,88.5,9.7,9.7,0.0,0.0,0.0,0.0,0.077,0.037,15.4,0.45,0.506,0.22,0.22,105.78,105.78,88.15,54.0,0.038
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,,27:24,110.2,110.2,91.4,91.4,18.8,18.8,0.375,6.0,26.1,0.0,0.219,0.113,4.3,0.733,0.746,0.258,0.258,102.48,102.48,85.4,59.0,0.28
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2738,Andre,Iguodala,A. Iguodala,andre-iguodala,,,,29:47,114.8,114.8,75.8,75.8,38.9,38.9,0.2,0.0,30.8,0.088,0.073,0.08,0.0,0.667,0.667,0.127,0.127,99.12,99.12,82.6,61.0,0.2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2733,Shaun,Livingston,S. Livingston,shaun-livingston,,,,19:59,115.4,115.4,82.9,82.9,32.5,32.5,0.0,0.0,0.0,0.0,0.042,0.021,0.0,0.0,0.385,0.109,0.109,96.08,96.08,80.07,39.0,0.017
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201578,Marreese,Speights,M. Speights,marreese-speights,,,,12:40,136.0,136.0,92.3,92.3,43.7,43.7,0.143,0.0,7.7,0.2,0.111,0.143,0.0,0.545,0.589,0.429,0.429,96.63,96.63,80.53,25.0,0.219
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2571,Leandro,Barbosa,L. Barbosa,leandro-barbosa,,,,19:23,119.5,119.5,85.4,85.4,34.1,34.1,0.111,2.0,22.2,0.0,0.077,0.044,11.1,0.417,0.417,0.152,0.152,101.53,101.53,84.61,41.0,0.059
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201574,Jason,Thompson,J. Thompson,jason-thompson,,,,6:26,83.3,83.3,112.5,112.5,-29.2,-29.2,0.0,0.0,0.0,0.125,0.25,0.188,0.0,0.667,0.667,0.15,0.15,126.84,126.84,105.7,18.0,0.164
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203949,James Michael,McAdoo,J. McAdoo,james-michael-mcadoo,,,,7:24,88.9,88.9,126.3,126.3,-37.4,-37.4,0.167,1.0,20.0,0.0,0.167,0.067,20.0,0.5,0.521,0.211,0.211,120.0,120.0,100.0,18.0,-0.029
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201575,Brandon,Rush,B. Rush,brandon-rush,,,,5:54,93.3,93.3,114.3,114.3,-21.0,-21.0,0.0,0.0,0.0,0.125,0.167,0.143,0.0,0.25,0.25,0.235,0.235,117.97,117.97,98.31,15.0,0.02
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203546,Ian,Clark,I. Clark,ian-clark,,,,4:36,91.7,91.7,133.3,133.3,-41.7,-41.7,0.5,0.0,40.0,0.0,0.0,0.0,0.0,0.333,0.333,0.231,0.231,125.22,125.22,104.35,12.0,0.042
0021500030,1610612745,Houston,Rockets,HOU,rockets,2772,Trevor,Ariza,T. Ariza,trevor-ariza,F,,,29:41,83.9,83.9,109.7,109.7,-25.8,-25.8,0.083,1.0,8.3,0.028,0.114,0.07,8.3,0.444,0.533,0.159,0.159,100.26,100.26,83.55,62.0,0.088
0021500030,1610612745,Houston,Rockets,HOU,rockets,203093,Terrence,Jones,T. Jones,terrence-jones,F,,,18:09,87.5,87.5,107.9,107.9,-20.4,-20.4,0.125,0.0,12.5,0.056,0.158,0.108,0.0,0.286,0.286,0.156,0.156,103.14,103.14,85.95,40.0,0.069
0021500030,1610612745,Houston,Rockets,HOU,rockets,2730,Dwight,Howard,D. Howard,dwight-howard,C,,,21:49,77.8,77.8,115.9,115.9,-38.1,-38.1,0.333,0.5,11.1,0.154,0.136,0.146,22.2,0.364,0.379,0.308,0.308,97.91,97.91,81.59,45.0,0.008
0021500030,1610612745,Houston,Rockets,HOU,rockets,201935,James,Harden,J. Harden,james-harden,G,,,37:00,79.5,79.5,109.1,109.1,-29.6,-29.6,0.333,1.25,16.1,0.043,0.114,0.078,12.9,0.25,0.372,0.289,0.289,100.54,100.54,83.78,78.0,0.065
0021500030,1610612745,Houston,Rockets,HOU,rockets,201951,Ty,Lawson,T. Lawson,ty-lawson,G,,,35:31,97.4,97.4,113.3,113.3,-16.0,-16.0,0.238,2.5,26.3,0.0,0.108,0.051,10.5,0.313,0.46,0.157,0.157,102.04,102.04,85.03,76.0,0.061
0021500030,1610612745,Houston,Rockets,HOU,rockets,203991,Clint,Capela,C. Capela,clint-capela,,,,17:45,97.4,97.4,100.0,100.0,-2.6,-2.6,0.091,0.5,14.3,0.053,0.304,0.19,28.6,0.75,0.788,0.143,0.143,102.76,102.76,85.63,38.0,0.19
