gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2544,LeBron,James,L. James,lebron-james,F,,,36:04,98.7,98.7,97.3,97.3,1.3,1.3,0.278,5.0,16.7,0.0,0.238,0.119,3.3,0.568,0.536,0.287,0.287,99.82,99.82,83.18,75.0,0.215
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201567,Kevin,Love,K. Love,kevin-love,F,,,34:49,102.9,102.9,98.6,98.6,4.2,4.2,0.174,2.0,16.7,0.098,0.105,0.101,8.3,0.441,0.491,0.238,0.238,97.88,97.88,81.57,70.0,0.142
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202389,Timofey,Mozgov,T. Mozgov,timofey-mozgov,C,,,20:54,93.0,93.0,97.6,97.6,-4.6,-4.6,0.125,0.67,16.7,0.083,0.12,0.102,25.0,0.333,0.363,0.204,0.204,97.61,97.61,81.34,43.0,0.031
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2747,JR,Smith,J. Smith,jr-smith,G,,,30:27,103.2,103.2,101.6,101.6,1.6,1.6,0.125,0.0,20.0,0.028,0.121,0.072,0.0,0.3,0.34,0.167,0.167,98.52,98.52,82.1,62.0,0.034
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2590,Mo,Williams,M. Williams,mo-williams,G,,,37:09,101.3,101.3,97.3,97.3,4.0,4.0,0.292,7.0,29.2,0.0,0.095,0.048,4.2,0.567,0.582,0.187,0.187,98.2,98.2,81.83,77.0,0.16
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2210,Richard,Jefferson,R. Jefferson,richard-jefferson,,,,16:57,85.3,85.3,100.0,100.0,-14.7,-14.7,0.143,1.0,11.1,0.0,0.0,0.0,11.1,0.714,0.714,0.211,0.211,96.28,96.28,80.24,34.0,0.093
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202684,Tristan,Thompson,T. Thompson,tristan-thompson,,,,24:55,88.7,88.7,98.1,98.1,-9.5,-9.5,0.0,0.0,0.0,0.063,0.37,0.203,20.0,0.25,0.25,0.083,0.083,103.06,103.06,85.89,53.0,0.078
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203521,Matthew,Dellavedova,M. Dellavedova,matthew-dellavedova,,,,20:12,90.5,90.5,84.1,84.1,6.4,6.4,0.364,4.0,30.8,0.037,0.12,0.077,7.7,0.375,0.375,0.191,0.191,102.18,102.18,85.15,42.0,0.115
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2592,James,Jones,J. Jones,james-jones,,,,3:49,25.0,25.0,112.5,112.5,-87.5,-87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,100.61,100.61,83.84,8.0,-0.833
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203099,Jared,Cunningham,J. Cunningham,jared-cunningham,,,,3:11,25.0,25.0,166.7,166.7,-141.7,-141.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,105.55,105.55,87.96,8.0,-0.235
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2760,Anderson,Varejao,A. Varejao,anderson-varejao,,,,11:33,120.8,120.8,83.3,83.3,37.5,37.5,0.0,0.0,0.0,0.077,0.077,0.077,0.0,0.0,0.532,0.077,0.077,99.74,99.74,83.12,24.0,0.045
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203925,Joe,Harris,J. Harris,joe-harris,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201619,Sasha,Kaun,S. Kaun,sasha-kaun,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,203503,Tony,Snell,T. Snell,tony-snell,F,,,28:48,108.5,108.5,110.2,110.2,-1.7,-1.7,0.0,0.0,0.0,0.0,0.065,0.033,9.1,0.556,0.557,0.169,0.169,98.33,98.33,81.94,59.0,0.019
0021500002,1610612741,Chicago,Bulls,CHI,bulls,202703,Nikola,Mirotic,N. Mirotic,nikola-mirotic,F,,,25:14,113.5,113.5,96.2,96.2,17.3,17.3,0.059,0.25,5.9,0.08,0.241,0.167,23.5,0.682,0.745,0.276,0.276,98.92,98.92,82.43,52.0,0.167
0021500002,1610612741,Chicago,Bulls,CHI,bulls,2200,Pau,Gasol,P. Gasol,pau-gasol,C,,,31:33,98.5,98.5,110.8,110.8,-12.3,-12.3,0.0,0.0,0.0,0.0,0.059,0.029,0.0,0.143,0.143,0.097,0.097,98.89,98.89,82.41,65.0,0.009
