GAME_ID,TEAM_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,MINUTES_PLAYED,OPP_TEAM_ID,OPP_GAME_DATE,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TO,OPP_PF,OPP_PTS,OPP_PLUS_MINUS,OPP_MINUTES_PLAYED,IS_WIN,POINT_DIFF,IS_HOME,ROLL_HOME_WINRATE_5,ROLL_AWAY_WINRATE_5,ROLL_HOME_WINRATE_10,ROLL_AWAY_WINRATE_10,ROLL_HOME_WINRATE_25,ROLL_AWAY_WINRATE_25,ROLL_HOME_WINRATE_50,ROLL_AWAY_WINRATE_50,ROLL_HOME_WINRATE_100,ROLL_AWAY_WINRATE_100,ROLL_HOME_WINRATE_200,ROLL_AWAY_WINRATE_200,HOME_WIN_STREAK,AWAY_WIN_STREAK,ROLL_HOME_PTS_FOR_5,ROLL_HOME_PTS_AGAINST_5,ROLL_AWAY_PTS_FOR_5,ROLL_AWAY_PTS_AGAINST_5,ROLL_HOME_PTS_FOR_10,ROLL_HOME_PTS_AGAINST_10,ROLL_AWAY_PTS_FOR_10,ROLL_AWAY_PTS_AGAINST_10,ROLL_HOME_PTS_FOR_25,ROLL_HOME_PTS_AGAINST_25,ROLL_AWAY_PTS_FOR_25,ROLL_AWAY_PTS_AGAINST_25,ROLL_HOME_PTS_FOR_50,ROLL_HOME_PTS_AGAINST_50,ROLL_AWAY_PTS_FOR_50,ROLL_AWAY_PTS_AGAINST_50,ROLL_HOME_PTS_FOR_100,ROLL_HOME_PTS_AGAINST_100,ROLL_AWAY_PTS_FOR_100,ROLL_AWAY_PTS_AGAINST_100,ROLL_HOME_PTS_FOR_200,ROLL_HOME_PTS_AGAINST_200,ROLL_AWAY_PTS_FOR_200,ROLL_AWAY_PTS_AGAINST_200,ROLL_PTS_3,ROLL_PTS_5,ROLL_PTS_10,ROLL_PTS_25,ROLL_PTS_50,ROLL_PTS_100,ROLL_PTS_200,ROLL_REB_3,ROLL_REB_5,ROLL_REB_10,ROLL_REB_25,ROLL_REB_50,ROLL_REB_100,ROLL_REB_200,ROLL_AST_3,ROLL_AST_5,ROLL_AST_10,ROLL_AST_25,ROLL_AST_50,ROLL_AST_100,ROLL_AST_200,ROLL_FGM_3,ROLL_FGM_5,ROLL_FGM_10,ROLL_FGM_25,ROLL_FGM_50,ROLL_FGM_100,ROLL_FGM_200,ROLL_FGA_3,ROLL_FGA_5,ROLL_FGA_10,ROLL_FGA_25,ROLL_FGA_50,ROLL_FGA_100,ROLL_FGA_200,ROLL_FG_PCT_3,ROLL_FG_PCT_5,ROLL_FG_PCT_10,ROLL_FG_PCT_25,ROLL_FG_PCT_50,ROLL_FG_PCT_100,ROLL_FG_PCT_200,ROLL_PLUS_MINUS_3,ROLL_PLUS_MINUS_5,ROLL_PLUS_MINUS_10,ROLL_PLUS_MINUS_25,ROLL_PLUS_MINUS_50,ROLL_PLUS_MINUS_100,ROLL_PLUS_MINUS_200,ROLL_WIN_RATIO_3,ROLL_WIN_RATIO_5,ROLL_WIN_RATIO_10,ROLL_WIN_RATIO_25,ROLL_WIN_RATIO_50,ROLL_WIN_RATIO_100,ROLL_WIN_RATIO_200,IS_WIN_SHIFTED,WIN_STREAK,DAYS_SINCE_LAST_GAME,OPP_DAYS_SINCE_LAST_GAME,REST_ADVANTAGE,ROLL_HOME_REST_ADV_5,ROLL_AWAY_REST_ADV_5,ROLL_HOME_REST_ADV_10,ROLL_AWAY_REST_ADV_10,ROLL_HOME_REST_ADV_25,ROLL_AWAY_REST_ADV_25,ROLL_HOME_REST_ADV_50,ROLL_AWAY_REST_ADV_50,ROLL_HOME_REST_ADV_100,ROLL_AWAY_REST_ADV_100,ROLL_HOME_REST_ADV_200,ROLL_AWAY_REST_ADV_200,H2H_LAST_5_DIFF,H2H_LAST_5_WINRATE,H2H_LAST_5_COUNT,H2H_LAST_10_DIFF,H2H_LAST_10_WINRATE,H2H_LAST_10_COUNT,H2H_LAST_25_DIFF,H2H_LAST_25_WINRATE,H2H_LAST_25_COUNT,H2H_LAST_50_DIFF,H2H_LAST_50_WINRATE,H2H_LAST_50_COUNT,H2H_LAST_100_DIFF,H2H_LAST_100_WINRATE,H2H_LAST_100_COUNT,H2H_LAST_200_DIFF,H2H_LAST_200_WINRATE,H2H_LAST_200_COUNT,H2H_LAST_5_PTS_FOR,H2H_LAST_5_PTS_AGAINST,H2H_LAST_5_MARGIN,H2H_LAST_10_PTS_FOR,H2H_LAST_10_PTS_AGAINST,H2H_LAST_10_MARGIN,H2H_LAST_25_PTS_FOR,H2H_LAST_25_PTS_AGAINST,H2H_LAST_25_MARGIN,H2H_LAST_50_PTS_FOR,H2H_LAST_50_PTS_AGAINST,H2H_LAST_50_MARGIN,H2H_LAST_100_PTS_FOR,H2H_LAST_100_PTS_AGAINST,H2H_LAST_100_MARGIN,H2H_LAST_200_PTS_FOR,H2H_LAST_200_PTS_AGAINST,H2H_LAST_200_MARGIN,SEASON,H2H_SEASON_WINS,H2H_SEASON_MATCHES,H2H_SEASON_WINRATE,H2H_WIN_STREAK,ELO_PRE,OPP_ELO_PRE,ELO_PRE_SEASON,OPP_ELO_PRE_SEASON
0020000032,1610612765,2000-11-03,66.0,148.0,9.538,6.0,24.0,1.666,48.0,58.0,13.334,28.0,62.0,90.0,36.0,20.0,16.0,50.0,52.0,186.0,-70.0,480.0,1610612758,2000-11-03,68.0,184.0,6.12,16.0,26.0,6.0,48.0,58.0,9.358,46.0,48.0,94.0,46.0,32.0,8.0,34.0,52.0,200.0,70.0,480.0,0,-14.0,1,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,0,0,,,187.0,198.0,,,187.0,198.0,,,187.0,198.0,,,187.0,198.0,,,187.0,198.0,,,187.0,198.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,10.396,10.396,10.396,10.396,10.396,10.396,10.396,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,2.0,-8916.0,8918.0,,8920.0,,8920.0,,8920.0,,8920.0,,8920.0,,8920.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1499.6138245713855,1500.0137981831863,1499.6138245713855,1500.0137981831863
0020000033,1610612741,2000-11-03,58.0,142.0,9.666,6.0,22.0,2.0,42.0,66.0,11.888,18.0,64.0,82.0,42.0,12.0,14.0,36.0,58.0,164.0,-100.0,480.0,1610612751,2000-11-03,66.0,158.0,6.298,2.0,8.0,2.0,50.0,76.0,9.294,28.0,62.0,90.0,36.0,24.0,10.0,26.0,56.0,184.0,100.0,480.0,0,-20.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,0,162.0,200.0,,,162.0,200.0,,,162.0,200.0,,,162.0,200.0,,,162.0,200.0,,,162.0,200.0,,,162.0,162.0,162.0,162.0,162.0,162.0,162.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,6.09,6.09,6.09,6.09,6.09,6.09,6.09,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,-8922.0,8925.0,8878.0,,8878.0,,8878.0,,8878.0,,8878.0,,8878.0,,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1488.0,1488.414300586377,1488.0,1488.414300586377
0020000033,1610612751,2000-11-03,66.0,158.0,6.298,2.0,8.0,2.0,50.0,76.0,9.294,28.0,62.0,90.0,36.0,24.0,10.0,26.0,56.0,184.0,100.0,480.0,1610612741,2000-11-03,58.0,142.0,9.666,6.0,22.0,2.0,42.0,66.0,11.888,18.0,64.0,82.0,42.0,12.0,14.0,36.0,58.0,164.0,-100.0,480.0,1,20.0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,0,164.0,172.0,,,164.0,172.0,,,164.0,172.0,,,164.0,172.0,,,164.0,172.0,,,164.0,172.0,,,164.0,164.0,164.0,164.0,164.0,164.0,164.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,6.524,6.524,6.524,6.524,6.524,6.524,6.524,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,-8860.0,8863.0,8875.0,,8875.0,,8875.0,,8875.0,,8875.0,,8875.0,,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1488.414300586377,1488.0,1488.414300586377,1488.0
0020000034,1610612751,2000-11-04,64.0,160.0,6.096,2.0,18.0,0.5,44.0,54.0,10.0,16.0,50.0,66.0,42.0,14.0,10.0,24.0,56.0,174.0,-110.0,480.0,1610612766,2000-11-04,70.0,152.0,7.8580000000000005,8.0,18.0,3.834,48.0,72.0,9.358,28.0,60.0,88.0,50.0,8.0,16.0,28.0,40.0,196.0,110.0,480.0,0,-22.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0,164.0,172.0,184.0,164.0,164.0,172.0,184.0,164.0,164.0,172.0,184.0,164.0,164.0,172.0,184.0,164.0,164.0,172.0,184.0,164.0,164.0,172.0,184.0,164.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,6.411,6.411,6.411,6.411,6.411,6.411,6.411,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1.0,-8887.0,8888.0,8875.0,8863.0,8875.0,8863.0,8875.0,8863.0,8875.0,8863.0,8875.0,8863.0,8875.0,8863.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1499.9862018168137,1511.2528254892818,1499.9862018168137,1511.2528254892818
0020000034,1610612766,2000-11-04,70.0,152.0,7.8580000000000005,8.0,18.0,3.834,48.0,72.0,9.358,28.0,60.0,88.0,50.0,8.0,16.0,28.0,40.0,196.0,110.0,480.0,1610612751,2000-11-04,64.0,160.0,6.096,2.0,18.0,0.5,44.0,54.0,10.0,16.0,50.0,66.0,42.0,14.0,10.0,24.0,56.0,174.0,-110.0,480.0,1,22.0,0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0,0,160.0,174.0,212.0,164.0,160.0,174.0,212.0,164.0,160.0,174.0,212.0,164.0,160.0,174.0,212.0,164.0,160.0,174.0,212.0,164.0,160.0,174.0,212.0,164.0,177.33333333333334,177.33333333333334,177.33333333333334,177.33333333333334,177.33333333333334,177.33333333333334,177.33333333333334,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,36.666666666666664,36.666666666666664,36.666666666666664,36.666666666666664,36.666666666666664,36.666666666666664,36.666666666666664,61.333333333333336,61.333333333333336,61.333333333333336,61.333333333333336,61.333333333333336,61.333333333333336,61.333333333333336,137.33333333333334,137.33333333333334,137.33333333333334,137.33333333333334,137.33333333333334,137.33333333333334,137.33333333333334,8.880666666666666,8.880666666666666,8.880666666666666,8.880666666666666,8.880666666666666,8.880666666666666,8.880666666666666,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0,-8883.0,8884.0,8901.5,8888.0,8901.5,8888.0,8901.5,8888.0,8901.5,8888.0,8901.5,8888.0,8901.5,8888.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1511.2528254892818,1499.9862018168137,1511.2528254892818,1499.9862018168137
0020000035,1610612748,2000-11-04,64.0,150.0,6.54,20.0,38.0,4.192,16.0,24.0,5.0,22.0,68.0,90.0,44.0,10.0,14.0,32.0,50.0,164.0,-20.0,480.0,1610612755,2000-11-04,58.0,146.0,6.108,6.0,32.0,2.066,46.0,66.0,6.922,20.0,62.0,82.0,26.0,14.0,12.0,20.0,36.0,168.0,20.0,480.0,0,-4.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,210.0,158.0,158.0,166.0,210.0,158.0,158.0,166.0,210.0,158.0,158.0,166.0,210.0,158.0,158.0,166.0,210.0,158.0,158.0,166.0,210.0,158.0,158.0,166.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,9.34,9.34,9.34,9.34,9.34,9.34,9.34,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1.0,-8851.0,8852.0,8916.0,8876.0,8916.0,8876.0,8916.0,8876.0,8916.0,8876.0,8916.0,8876.0,8916.0,8876.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1499.9590652844806,1533.602663268545,1499.9590652844806,1533.602663268545
0020000035,1610612755,2000-11-04,58.0,146.0,6.108,6.0,32.0,2.066,46.0,66.0,6.922,20.0,62.0,82.0,26.0,14.0,12.0,20.0,36.0,168.0,20.0,480.0,1610612748,2000-11-04,64.0,150.0,6.54,20.0,38.0,4.192,16.0,24.0,5.0,22.0,68.0,90.0,44.0,10.0,14.0,32.0,50.0,164.0,-20.0,480.0,1,4.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,208.0,196.0,188.0,152.0,208.0,196.0,188.0,152.0,208.0,196.0,188.0,152.0,208.0,196.0,188.0,152.0,208.0,196.0,188.0,152.0,208.0,196.0,188.0,152.0,194.66666666666666,194.66666666666666,194.66666666666666,194.66666666666666,194.66666666666666,194.66666666666666,194.66666666666666,90.66666666666667,90.66666666666667,90.66666666666667,90.66666666666667,90.66666666666667,90.66666666666667,90.66666666666667,44.666666666666664,44.666666666666664,44.666666666666664,44.666666666666664,44.666666666666664,44.666666666666664,44.666666666666664,72.0,72.0,72.0,72.0,72.0,72.0,72.0,153.33333333333334,153.33333333333334,153.33333333333334,153.33333333333334,153.33333333333334,153.33333333333334,153.33333333333334,8.988,8.988,8.988,8.988,8.988,8.988,8.988,143.33333333333334,143.33333333333334,143.33333333333334,143.33333333333334,143.33333333333334,143.33333333333334,143.33333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1.0,-8882.0,8883.0,8884.0,8876.5,8884.0,8876.5,8884.0,8876.5,8884.0,8876.5,8884.0,8876.5,8884.0,8876.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1533.602663268545,1499.9590652844806,1533.602663268545,1499.9590652844806
0020000036,1610612737,2000-11-04,78.0,176.0,8.226,12.0,32.0,3.466,40.0,58.0,9.0,46.0,40.0,86.0,50.0,30.0,2.0,32.0,50.0,208.0,-30.0,480.0,1610612753,2000-11-04,74.0,146.0,7.372,8.0,28.0,2.4,58.0,70.0,11.648,30.0,50.0,80.0,28.0,10.0,12.0,44.0,46.0,214.0,30.0,480.0,0,-6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,164.0,212.0,138.0,188.0,164.0,212.0,138.0,188.0,164.0,212.0,138.0,188.0,164.0,212.0,138.0,188.0,164.0,212.0,138.0,188.0,164.0,212.0,138.0,188.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,7.306,7.306,7.306,7.306,7.306,7.306,7.306,-245.0,-245.0,-245.0,-245.0,-245.0,-245.0,-245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,7.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1476.0,1488.7992212524525,1476.0,1488.7992212524525
0020000036,1610612753,2000-11-04,74.0,146.0,7.372,8.0,28.0,2.4,58.0,70.0,11.648,30.0,50.0,80.0,28.0,10.0,12.0,44.0,46.0,214.0,30.0,480.0,1610612737,2000-11-04,78.0,176.0,8.226,12.0,32.0,3.466,40.0,58.0,9.0,46.0,40.0,86.0,50.0,30.0,2.0,32.0,50.0,208.0,-30.0,480.0,1,6.0,0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0,0,177.0,173.0,158.0,210.0,177.0,173.0,158.0,210.0,177.0,173.0,158.0,210.0,177.0,173.0,158.0,210.0,177.0,173.0,158.0,210.0,177.0,173.0,158.0,210.0,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,86.0,86.0,86.0,86.0,86.0,86.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,63.333333333333336,63.333333333333336,63.333333333333336,63.333333333333336,63.333333333333336,63.333333333333336,63.333333333333336,162.66666666666666,162.66666666666666,162.66666666666666,162.66666666666666,162.66666666666666,162.66666666666666,162.66666666666666,8.378,8.378,8.378,8.378,8.378,8.378,8.378,-76.66666666666667,-76.66666666666667,-76.66666666666667,-76.66666666666667,-76.66666666666667,-76.66666666666667,-76.66666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1.0,-8918.0,8919.0,8916.0,8903.0,8916.0,8903.0,8916.0,8903.0,8916.0,8903.0,8916.0,8903.0,8916.0,8903.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1488.7992212524525,1476.0,1488.7992212524525,1476.0
0020000037,1610612761,2000-11-04,70.0,154.0,7.978,10.0,28.0,2.906,56.0,68.0,7.834,22.0,70.0,92.0,48.0,4.0,22.0,34.0,54.0,206.0,70.0,480.0,1610612764,2000-11-04,78.0,174.0,8.608,6.0,14.0,1.5,30.0,54.0,6.034,20.0,54.0,74.0,46.0,12.0,10.0,22.0,64.0,192.0,-70.0,480.0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.0,208.0,189.0,197.0,190.0,208.0,189.0,197.0,190.0,208.0,189.0,197.0,190.0,208.0,189.0,197.0,190.0,208.0,189.0,197.0,190.0,208.0,189.0,197.0,189.33333333333334,189.33333333333334,189.33333333333334,189.33333333333334,189.33333333333334,189.33333333333334,189.33333333333334,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,8.308,8.308,8.308,8.308,8.308,8.308,8.308,-56.666666666666664,-56.666666666666664,-56.666666666666664,-56.666666666666664,-56.666666666666664,-56.666666666666664,-56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,-8835.0,8836.0,8926.0,8901.0,8926.0,8901.0,8926.0,8901.0,8926.0,8901.0,8926.0,8901.0,8926.0,8901.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1466.7762687045497,1489.573507069683,1466.7762687045497,1489.573507069683
0020000037,1610612764,2000-11-04,78.0,174.0,8.608,6.0,14.0,1.5,30.0,54.0,6.034,20.0,54.0,74.0,46.0,12.0,10.0,22.0,64.0,192.0,-70.0,480.0,1610612761,2000-11-04,70.0,154.0,7.978,10.0,28.0,2.906,56.0,68.0,7.834,22.0,70.0,92.0,48.0,4.0,22.0,34.0,54.0,206.0,70.0,480.0,0,-14.0,0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1,0,152.0,160.0,181.0,174.0,152.0,160.0,181.0,174.0,152.0,160.0,181.0,174.0,152.0,160.0,181.0,174.0,152.0,160.0,181.0,174.0,152.0,160.0,181.0,174.0,171.33333333333334,171.33333333333334,171.33333333333334,171.33333333333334,171.33333333333334,171.33333333333334,171.33333333333334,82.0,82.0,82.0,82.0,82.0,82.0,82.0,42.666666666666664,42.666666666666664,42.666666666666664,42.666666666666664,42.666666666666664,42.666666666666664,42.666666666666664,64.0,64.0,64.0,64.0,64.0,64.0,64.0,142.66666666666666,142.66666666666666,142.66666666666666,142.66666666666666,142.66666666666666,142.66666666666666,142.66666666666666,10.769333333333334,10.769333333333334,10.769333333333334,10.769333333333334,10.769333333333334,10.769333333333334,10.769333333333334,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1.0,-8859.0,8860.0,8885.0,8905.5,8885.0,8905.5,8885.0,8905.5,8885.0,8905.5,8885.0,8905.5,8885.0,8905.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1489.573507069683,1466.7762687045497,1489.573507069683,1466.7762687045497
0020000038,1610612738,2000-11-04,54.0,148.0,8.564,8.0,24.0,2.0,62.0,82.0,13.392,24.0,54.0,78.0,38.0,22.0,12.0,42.0,54.0,178.0,-20.0,480.0,1610612739,2000-11-04,62.0,134.0,10.366,2.0,18.0,2.0,56.0,74.0,14.1,20.0,60.0,80.0,44.0,18.0,24.0,50.0,64.0,182.0,20.0,480.0,0,-4.0,0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2,0,196.0,174.0,,,196.0,174.0,,,196.0,174.0,,,196.0,174.0,,,196.0,174.0,,,196.0,174.0,,,196.0,196.0,196.0,196.0,196.0,196.0,196.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,8.063,8.063,8.063,8.063,8.063,8.063,8.063,110.0,110.0,110.0,110.0,110.0,110.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1.0,-8853.0,8854.0,8869.0,,8869.0,,8869.0,,8869.0,,8869.0,,8869.0,,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1523.188282586912,1523.9856905714691,1523.188282586912,1523.9856905714691
0020000038,1610612739,2000-11-04,62.0,134.0,10.366,2.0,18.0,2.0,56.0,74.0,14.1,20.0,60.0,80.0,44.0,18.0,24.0,50.0,64.0,182.0,20.0,480.0,1610612738,2000-11-04,54.0,148.0,8.564,8.0,24.0,2.0,62.0,82.0,13.392,24.0,54.0,78.0,38.0,22.0,12.0,42.0,54.0,178.0,-20.0,480.0,1,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,204.0,200.0,172.0,164.0,204.0,200.0,172.0,164.0,204.0,200.0,172.0,164.0,204.0,200.0,172.0,164.0,204.0,200.0,172.0,164.0,204.0,200.0,172.0,164.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,7.926,7.926,7.926,7.926,7.926,7.926,7.926,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3.0,-8841.0,8844.0,8910.0,8911.0,8910.0,8911.0,8910.0,8911.0,8910.0,8911.0,8910.0,8911.0,8910.0,8911.0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,0,0,0.0,0,1523.9856905714691,1523.188282586912,1523.9856905714691,1523.188282586912
