date,home_team,away_team,home_score,away_score,home_odds,away_odds
2021-07-21,Milwaukee Bucks,Phoenix Suns,,105,1.47,2.41
2021-07-18,Phoenix Suns,Milwaukee Bucks,119,123,1.53,2.27
2021-07-15,Milwaukee Bucks,Phoenix Suns,,109,1.44,2.50
2021-07-12,Milwaukee Bucks,Phoenix Suns,,120,1.46,2.44
2021-07-09,Phoenix Suns,Milwaukee Bucks,,118,1.46,2.46
2021-07-07,Phoenix Suns,Milwaukee Bucks,,118,1.46,2.45
2021-07-04,Atlanta Hawks,Milwaukee Bucks,107,118,1.55,2.18
2021-07-02,Milwaukee Bucks,Atlanta Hawks,,123,1.48,2.38
2021-07-01,Los Angeles Clippers,Phoenix Suns,103,130,1.87,1.73
2021-06-30,Atlanta Hawks,Milwaukee Bucks,,110,3.65,1.21
2021-06-29,Phoenix Suns,Los Angeles Clippers,102,116,1.31,3.05
2021-06-28,Atlanta Hawks,Milwaukee Bucks,102,113,2.47,1.45
2021-06-27,Los Angeles Clippers,Phoenix Suns,80,84,1.81,1.85
2021-06-26,Milwaukee Bucks,Atlanta Hawks,,125,1.23,3.60
2021-06-25,Los Angeles Clippers,Phoenix Suns,,106,1.88,1.77
2021-06-24,Milwaukee Bucks,Atlanta Hawks,113,116,1.24,3.45
2021-06-23,Phoenix Suns,Los Angeles Clippers,,104,1.45,2.48
2021-06-21,Philadelphia 76ers,Atlanta Hawks,96,103,1.34,2.95
2021-06-20,Phoenix Suns,Los Angeles Clippers,,120,1.52,2.28
2021-06-20,Brooklyn Nets,Milwaukee Bucks,111,115,1.69,1.92
2021-06-19,Los Angeles Clippers,Utah Jazz,,131,2.08,1.58
2021-06-19,Atlanta Hawks,Philadelphia 76ers,99,104,2.15,1.58
2021-06-18,Milwaukee Bucks,Brooklyn Nets,,104,1.46,2.44
2021-06-17,Utah Jazz,Los Angeles Clippers,111,119,1.21,3.70
2021-06-17,Philadelphia 76ers,Atlanta Hawks,106,109,1.30,3.10
2021-06-16,Brooklyn Nets,Milwaukee Bucks,,114,1.88,1.78
2021-06-15,Los Angeles Clippers,Utah Jazz,,118,1.42,2.54
2021-06-15,Atlanta Hawks,Philadelphia 76ers,,103,2.06,1.63
2021-06-14,Denver Nuggets,Phoenix Suns,118,125,2.13,1.59
2021-06-13,Milwaukee Bucks,Brooklyn Nets,,107,2.01,1.67
2021-06-02,Phoenix Suns,Los Angeles Lakers,,115,1.46,2.33
2021-06-02,Denver Nuggets,Portland Trail Blazers,,147,1.66,1.95
2021-06-02,Brooklyn Nets,Boston Celtics,,123,1.07,5.58
2021-06-01,Memphis Grizzlies,Utah Jazz,113,120,2.49,1.40
2021-06-01,Washington Wizards,Philadelphia 76ers,,122,3.38,1.22
2021-05-31,Dallas Mavericks,Los Angeles Clippers,81,106,2.22,1.54
2021-05-31,Boston Celtics,Brooklyn Nets,126,141,3.60,1.19
