date,home_team,away_team,home_score,away_score,home_odds,away_odds
2011-06-13,Miami Heat,Dallas Mavericks,95,105,,
2011-06-10,Dallas Mavericks,Miami Heat,,112,1.64,1.76
2011-06-08,Dallas Mavericks,Miami Heat,,86,1.52,1.95
2011-06-06,Dallas Mavericks,Miami Heat,86,88,1.55,1.90
2011-06-03,Miami Heat,Dallas Mavericks,93,95,1.34,2.50
2011-06-01,Miami Heat,Dallas Mavericks,,92,,
2011-05-27,Chicago Bulls,Miami Heat,80,83,1.49,2.10
2011-05-26,Dallas Mavericks,Oklahoma City Thunder,,100,1.18,3.25
2011-05-25,Miami Heat,Chicago Bulls,,101,1.30,2.65
2011-05-24,Oklahoma City Thunder,Dallas Mavericks,105,112,1.43,2.23
2011-05-23,Miami Heat,Chicago Bulls,,96,1.30,2.67
2011-05-22,Oklahoma City Thunder,Dallas Mavericks,87,93,1.59,1.95
2011-05-20,Dallas Mavericks,Oklahoma City Thunder,100,106,1.26,2.80
2011-05-19,Chicago Bulls,Miami Heat,75,85,1.56,1.97
2011-05-18,Dallas Mavericks,Oklahoma City Thunder,,121,1.23,2.93
2011-05-16,Chicago Bulls,Miami Heat,,103,1.61,1.90
2011-05-15,Oklahoma City Thunder,Memphis Grizzlies,,105,1.21,3.13
2011-05-14,Memphis Grizzlies,Oklahoma City Thunder,,95,1.65,1.87
2011-05-13,Atlanta Hawks,Chicago Bulls,73,93,2.18,1.45
2011-05-12,Oklahoma City Thunder,Memphis Grizzlies,,99,1.23,3.03
2011-05-12,Miami Heat,Boston Celtics,,97,1.18,3.70
2011-05-11,Chicago Bulls,Atlanta Hawks,,95,1.11,4.00
2011-05-10,Memphis Grizzlies,Oklahoma City Thunder,123,133,1.55,2.00
2011-05-10,Boston Celtics,Miami Heat,90,98,1.77,1.71
2011-05-09,Atlanta Hawks,Chicago Bulls,,100,2.25,1.48
2011-05-08,Dallas Mavericks,Los Angeles Lakers,,122,1.61,1.90
2011-05-08,Boston Celtics,Miami Heat,,97,1.49,2.10
2011-05-07,Memphis Grizzlies,Oklahoma City Thunder,,101,1.53,2.02
2011-05-07,Dallas Mavericks,Los Angeles Lakers,,98,1.70,1.88
2011-05-07,Atlanta Hawks,Chicago Bulls,82,99,2.00,1.55
2011-05-05,Los Angeles Lakers,Dallas Mavericks,81,93,1.14,3.70
2011-05-05,Chicago Bulls,Atlanta Hawks,,86,1.07,4.67
2011-05-04,Oklahoma City Thunder,Memphis Grizzlies,,111,1.18,3.25
2011-05-04,Miami Heat,Boston Celtics,,102,1.32,2.59
2011-05-03,Los Angeles Lakers,Dallas Mavericks,94,96,1.23,2.93
2011-05-03,Chicago Bulls,Atlanta Hawks,95,103,1.09,4.33
2011-05-01,Miami Heat,Boston Celtics,,99,1.32,2.59
2011-05-01,Oklahoma City Thunder,Memphis Grizzlies,101,114,1.21,3.13
2011-04-30,Memphis Grizzlies,San Antonio Spurs,,99,1.51,2.08
2011-04-29,Portland Trail Blazers,Dallas Mavericks,96,103,1.41,2.30
2011-04-29,New Orleans Pelicans,Los Angeles Lakers,80,98,2.80,1.26
2011-04-29,Atlanta Hawks,Orlando Magic,,84,1.92,1.60
2011-04-28,Oklahoma City Thunder,Denver Nuggets,,100,1.20,3.18
2011-04-28,San Antonio Spurs,Memphis Grizzlies,,110,1.20,3.23
2011-04-28,Miami Heat,Philadelphia 76ers,,97,1.01,6.63
2011-04-27,Los Angeles Lakers,New Orleans Pelicans,,106,1.05,5.17
2011-04-27,Chicago Bulls,Indiana Pacers,,116,1.11,4.13
2011-04-27,Orlando Magic,Atlanta Hawks,,101,1.16,3.45
2011-04-26,Denver Nuggets,Oklahoma City Thunder,,104,1.48,2.12
2011-04-26,Dallas Mavericks,Portland Trail Blazers,,93,1.31,2.62
2011-04-26,Memphis Grizzlies,San Antonio Spurs,,104,1.88,1.63
2011-04-25,New Orleans Pelicans,Los Angeles Lakers,,93,2.88,1.25
2011-04-25,Atlanta Hawks,Orlando Magic,,88,1.87,1.65
2011-04-24,New York Knicks,Boston Celtics,89,101,2.20,1.45
2011-04-24,Philadelphia 76ers,Miami Heat,76,86,2.93,1.23
2011-04-24,Denver Nuggets,Oklahoma City Thunder,94,97,1.34,2.50
