date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2013-06-21,Miami Heat,San Antonio Spurs,,95,1.40,3.13,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-san-antonio-spurs-QPja1i9c/,nba,NBA,2012/2013,"{""180.5"": {""label"": 180.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.53, ""odds_under"": 2.38}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""189.5"": {""label"": 189.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.38, ""odds_under"": 1.53}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
2013-06-19,Miami Heat,San Antonio Spurs,,103,1.33,3.50,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-san-antonio-spurs-UcPdsgjl/,nba,NBA,2012/2013,"{""185.5"": {""label"": 185.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2013-06-17,San Antonio Spurs,Miami Heat,,114,1.96,1.89,https://www.oddsportal.com/basketball/usa/nba-2012-2013/san-antonio-spurs-miami-heat-4l59my6F/,nba,NBA,2012/2013,"{""181.5"": {""label"": 181.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2013-06-14,San Antonio Spurs,Miami Heat,93,109,1.97,1.89,https://www.oddsportal.com/basketball/usa/nba-2012-2013/san-antonio-spurs-miami-heat-t4oP82qC/,nba,NBA,2012/2013,"{""179.5"": {""label"": 179.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.53, ""odds_under"": 2.38}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""188.5"": {""label"": 188.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""189.5"": {""label"": 189.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.38, ""odds_under"": 1.53}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
2013-06-12,San Antonio Spurs,Miami Heat,,113,1.76,2.14,https://www.oddsportal.com/basketball/usa/nba-2012-2013/san-antonio-spurs-miami-heat-2DnL9rU5/,nba,NBA,2012/2013,"{""180.5"": {""label"": 180.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.53, ""odds_under"": 2.38}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.91, ""odds_under"": 1.91}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""189.5"": {""label"": 189.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.38, ""odds_under"": 1.53}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
2013-06-10,Miami Heat,San Antonio Spurs,,103,1.33,3.55,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-san-antonio-spurs-pxhGAOEa/,nba,NBA,2012/2013,"{""182.5"": {""label"": 182.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.53, ""odds_under"": 2.38}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.38, ""odds_under"": 1.53}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
2013-06-07,Miami Heat,San Antonio Spurs,88,92,1.44,2.88,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-san-antonio-spurs-6ogCB4ag/,nba,NBA,2012/2013,"{""183.5"": {""label"": 183.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""185.5"": {""label"": 185.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""193.5"": {""label"": 193.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2013-06-04,Miami Heat,Indiana Pacers,,99,1.26,4.00,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-indiana-pacers-Q1hBaBJ4/,nba,NBA,2012/2013,"{""173.5"": {""label"": 173.5, ""odds_over"": 1.41, ""odds_under"": 2.7}, ""174.5"": {""label"": 174.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""175.5"": {""label"": 175.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""176.5"": {""label"": 176.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""177.5"": {""label"": 177.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""178.5"": {""label"": 178.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.91, ""odds_under"": 1.91}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""182.5"": {""label"": 182.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""183.5"": {""label"": 183.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""184.5"": {""label"": 184.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""185.5"": {""label"": 185.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""186.5"": {""label"": 186.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""187.5"": {""label"": 187.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2013-06-02,Indiana Pacers,Miami Heat,,91,2.27,1.67,https://www.oddsportal.com/basketball/usa/nba-2012-2013/indiana-pacers-miami-heat-b1qvoan5/,nba,NBA,2012/2013,"{""176.5"": {""label"": 176.5, ""odds_over"": 1.41, ""odds_under"": 2.7}, ""177.5"": {""label"": 177.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""178.5"": {""label"": 178.5, ""odds_over"": 1.52, ""odds_under"": 2.4}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.9, ""odds_under"": 1.91}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""185.5"": {""label"": 185.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""186.5"": {""label"": 186.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""187.5"": {""label"": 187.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""188.5"": {""label"": 188.5, ""odds_over"": 2.4, ""odds_under"": 1.52}, ""189.5"": {""label"": 189.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.7, ""odds_under"": 1.41}}",
2013-05-31,Miami Heat,Indiana Pacers,,90,1.25,4.17,https://www.oddsportal.com/basketball/usa/nba-2012-2013/miami-heat-indiana-pacers-tb2oHrHP/,nba,NBA,2012/2013,"{""178.5"": {""label"": 178.5, ""odds_over"": 1.43, ""odds_under"": 2.65}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.53, ""odds_under"": 2.38}, ""181.5"": {""label"": 181.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""182.5"": {""label"": 182.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""183.5"": {""label"": 183.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""184.5"": {""label"": 184.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""186.5"": {""label"": 186.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""187.5"": {""label"": 187.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""188.5"": {""label"": 188.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""189.5"": {""label"": 189.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""190.5"": {""label"": 190.5, ""odds_over"": 2.38, ""odds_under"": 1.53}, ""191.5"": {""label"": 191.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""192.5"": {""label"": 192.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
