date,home_team,away_team,home_score,away_score,home_odds,away_odds
2017-06-13,Golden State Warriors,Cleveland Cavaliers,,129,1.22,3.43
2017-06-10,Cleveland Cavaliers,Golden State Warriors,,137,2.43,1.42
2017-06-08,Cleveland Cavaliers,Golden State Warriors,113,118,2.16,1.53
2017-06-05,Golden State Warriors,Cleveland Cavaliers,,132,1.17,3.80
2017-06-02,Golden State Warriors,Cleveland Cavaliers,,113,1.25,3.25
2017-05-26,Boston Celtics,Cleveland Cavaliers,102,135,4.22,1.15
2017-05-24,Cleveland Cavaliers,Boston Celtics,,112,1.01,8.17
2017-05-23,San Antonio Spurs,Golden State Warriors,115,129,5.00,1.07
2017-05-22,Cleveland Cavaliers,Boston Celtics,108,111,1.01,8.92
2017-05-21,San Antonio Spurs,Golden State Warriors,108,120,3.90,1.17
2017-05-20,Boston Celtics,Cleveland Cavaliers,86,130,2.65,1.36
2017-05-18,Boston Celtics,Cleveland Cavaliers,104,117,2.30,1.42
2017-05-17,Golden State Warriors,San Antonio Spurs,,136,1.03,7.08
2017-05-16,Boston Celtics,Washington Wizards,,115,1.37,2.57
2017-05-14,Golden State Warriors,San Antonio Spurs,,113,1.12,4.68
2017-05-13,Washington Wizards,Boston Celtics,,92,1.36,2.48
2017-05-12,Houston Rockets,San Antonio Spurs,75,114,1.11,4.20
2017-05-11,Boston Celtics,Washington Wizards,,123,1.48,2.30
2017-05-10,San Antonio Spurs,Houston Rockets,,110,1.37,2.62
2017-05-09,Utah Jazz,Golden State Warriors,95,121,3.90,1.16
2017-05-08,Houston Rockets,San Antonio Spurs,,125,1.38,2.57
2017-05-08,Washington Wizards,Boston Celtics,,121,1.43,2.42
2017-05-07,Toronto Raptors,Cleveland Cavaliers,102,109,3.03,1.27
2017-05-07,Utah Jazz,Golden State Warriors,91,102,2.93,1.29
2017-05-06,Houston Rockets,San Antonio Spurs,92,103,1.39,2.53
2017-05-06,Toronto Raptors,Cleveland Cavaliers,94,115,2.25,1.44
2017-05-05,Golden State Warriors,Utah Jazz,,115,1.04,7.17
2017-05-05,Washington Wizards,Boston Celtics,,116,1.39,2.50
2017-05-04,San Antonio Spurs,Houston Rockets,,121,1.34,2.75
2017-05-04,Cleveland Cavaliers,Toronto Raptors,,125,1.22,3.38
2017-04-24,Chicago Bulls,Boston Celtics,95,104,1.95,1.67
2017-04-23,Oklahoma City Thunder,Houston Rockets,109,113,1.77,1.83
2017-04-23,Indiana Pacers,Cleveland Cavaliers,102,106,2.23,1.50
2017-04-23,Portland Trail Blazers,Golden State Warriors,113,119,2.53,1.39
2017-04-23,Memphis Grizzlies,San Antonio Spurs,,110,2.50,1.38
2017-04-22,Atlanta Hawks,Washington Wizards,,116,1.58,2.10
2017-04-22,Milwaukee Bucks,Toronto Raptors,76,87,1.65,1.98
2017-04-22,Utah Jazz,Los Angeles Clippers,106,111,1.93,1.70
2017-04-22,Oklahoma City Thunder,Houston Rockets,,115,1.63,2.02
2017-04-22,Chicago Bulls,Boston Celtics,87,104,2.00,1.64
2017-04-21,Memphis Grizzlies,San Antonio Spurs,,105,2.23,1.49
2017-04-21,Milwaukee Bucks,Toronto Raptors,,104,1.69,1.94
2017-04-21,Indiana Pacers,Cleveland Cavaliers,114,119,1.98,1.64
2017-04-20,Golden State Warriors,Portland Trail Blazers,,110,1.07,6.50
2017-04-20,Houston Rockets,Oklahoma City Thunder,,115,1.22,3.40
2017-04-20,Washington Wizards,Atlanta Hawks,,109,1.35,2.68
2017-04-19,Los Angeles Clippers,Utah Jazz,,99,1.15,4.15
2017-04-19,Boston Celtics,Chicago Bulls,97,111,1.24,3.27
2017-04-19,Toronto Raptors,Milwaukee Bucks,,106,1.22,3.48
2017-04-18,San Antonio Spurs,Memphis Grizzlies,,96,1.11,4.85
2017-04-18,Cleveland Cavaliers,Indiana Pacers,,117,1.19,3.75
2017-04-17,Houston Rockets,Oklahoma City Thunder,,118,1.26,3.18
2017-04-17,Boston Celtics,Chicago Bulls,102,106,1.28,3.02
2017-04-16,Golden State Warriors,Portland Trail Blazers,,121,1.02,7.58
2017-04-16,Washington Wizards,Atlanta Hawks,,114,1.38,2.63
2017-04-16,Los Angeles Clippers,Utah Jazz,95,97,1.35,2.70
2017-04-16,San Antonio Spurs,Memphis Grizzlies,,111,1.14,4.35
2017-04-15,Toronto Raptors,Milwaukee Bucks,83,97,1.24,3.33
2017-04-15,Cleveland Cavaliers,Indiana Pacers,,109,1.16,4.07
2017-04-13,Golden State Warriors,Los Angeles Lakers,,109,1.05,5.95
