date,home_team,away_team,home_score,away_score,home_odds,away_odds
2015-06-17,Cleveland Cavaliers,Golden State Warriors,97,105,2.17,1.51
2015-06-15,Golden State Warriors,Cleveland Cavaliers,,104,1.17,4.05
2015-06-12,Cleveland Cavaliers,Golden State Warriors,82,103,2.17,1.50
2015-06-10,Cleveland Cavaliers,Golden State Warriors,,96,1.91,1.68
2015-06-08,Golden State Warriors,Cleveland Cavaliers,93,95,1.23,3.35
2015-06-05,Golden State Warriors,Cleveland Cavaliers,,108,1.34,2.70
2015-05-28,Golden State Warriors,Houston Rockets,,104,1.11,4.35
2015-05-27,Cleveland Cavaliers,Atlanta Hawks,,118,1.17,3.63
2015-05-26,Houston Rockets,Golden State Warriors,,128,2.33,1.44
2015-05-25,Cleveland Cavaliers,Atlanta Hawks,,114,1.15,4.05
2015-05-24,Houston Rockets,Golden State Warriors,80,115,1.71,1.84
2015-05-23,Atlanta Hawks,Cleveland Cavaliers,82,94,1.58,2.05
2015-05-22,Golden State Warriors,Houston Rockets,,99,1.13,4.27
2015-05-21,Atlanta Hawks,Cleveland Cavaliers,89,97,1.66,1.93
2015-05-20,Golden State Warriors,Houston Rockets,,110,1.10,4.62
2015-05-17,Houston Rockets,Los Angeles Clippers,,113,1.98,1.61
2015-05-16,Memphis Grizzlies,Golden State Warriors,95,108,2.53,1.36
2015-05-16,Washington Wizards,Atlanta Hawks,91,94,1.59,2.03
2015-05-15,Los Angeles Clippers,Houston Rockets,107,119,1.18,3.67
2015-05-15,Chicago Bulls,Cleveland Cavaliers,73,94,1.63,1.96
2015-05-14,Golden State Warriors,Memphis Grizzlies,,98,1.11,4.43
2015-05-14,Atlanta Hawks,Washington Wizards,,82,1.20,3.53
2015-05-13,Houston Rockets,Los Angeles Clippers,,124,2.05,1.57
2015-05-13,Cleveland Cavaliers,Chicago Bulls,,106,1.33,2.68
2015-05-12,Memphis Grizzlies,Golden State Warriors,84,101,2.29,1.44
2015-05-12,Washington Wizards,Atlanta Hawks,101,106,2.33,1.42
2015-05-11,Los Angeles Clippers,Houston Rockets,,128,1.23,3.20
2015-05-10,Chicago Bulls,Cleveland Cavaliers,84,86,2.17,1.53
2015-05-10,Memphis Grizzlies,Golden State Warriors,,99,2.40,1.42
2015-05-09,Washington Wizards,Atlanta Hawks,,103,2.33,1.46
2015-05-09,Los Angeles Clippers,Houston Rockets,,124,1.34,2.77
2015-05-09,Chicago Bulls,Cleveland Cavaliers,,99,1.68,1.90
2015-05-07,Houston Rockets,Los Angeles Clippers,,115,1.22,3.30
2015-05-07,Cleveland Cavaliers,Chicago Bulls,,106,1.33,2.75
2015-05-06,Golden State Warriors,Memphis Grizzlies,90,97,1.08,4.95
2015-05-06,Atlanta Hawks,Washington Wizards,,106,1.23,3.23
2015-05-05,Houston Rockets,Los Angeles Clippers,101,117,1.20,3.40
2015-05-05,Cleveland Cavaliers,Chicago Bulls,92,99,1.39,2.47
2015-05-03,Golden State Warriors,Memphis Grizzlies,,101,1.10,4.67
2015-05-03,Atlanta Hawks,Washington Wizards,98,104,1.37,2.53
2015-05-03,Los Angeles Clippers,San Antonio Spurs,,111,1.59,2.05
2015-05-02,Brooklyn Nets,Atlanta Hawks,87,111,2.35,1.42
2015-05-01,San Antonio Spurs,Los Angeles Clippers,96,102,1.31,2.82
2015-05-01,Milwaukee Bucks,Chicago Bulls,66,120,2.25,1.48
2015-04-30,Memphis Grizzlies,Portland Trail Blazers,,99,1.32,2.77
2015-04-30,Atlanta Hawks,Brooklyn Nets,,107,1.13,4.12
2015-04-29,Los Angeles Clippers,San Antonio Spurs,107,111,1.61,1.99
2015-04-29,Houston Rockets,Dallas Mavericks,,103,1.21,3.40
2015-04-28,Portland Trail Blazers,Memphis Grizzlies,,99,1.46,2.28
2015-04-28,Chicago Bulls,Milwaukee Bucks,88,94,1.16,4.03
2015-04-28,Brooklyn Nets,Atlanta Hawks,,120,2.50,1.38
2015-04-27,Dallas Mavericks,Houston Rockets,,121,2.05,1.57
2015-04-27,Washington Wizards,Toronto Raptors,,125,1.32,2.72
2015-04-26,San Antonio Spurs,Los Angeles Clippers,105,114,1.29,2.85
2015-04-26,Boston Celtics,Cleveland Cavaliers,93,101,3.33,1.22
2015-04-26,Portland Trail Blazers,Memphis Grizzlies,109,115,1.52,2.14
2015-04-26,New Orleans Pelicans,Golden State Warriors,98,109,3.06,1.27
2015-04-25,Milwaukee Bucks,Chicago Bulls,,92,2.32,1.46
2015-04-25,Brooklyn Nets,Atlanta Hawks,,91,2.17,1.51
2015-04-25,San Antonio Spurs,Los Angeles Clippers,,100,1.41,2.40
2015-04-25,Washington Wizards,Toronto Raptors,,106,1.42,2.39
2015-04-25,Dallas Mavericks,Houston Rockets,128,130,1.78,1.77
2015-04-24,New Orleans Pelicans,Golden State Warriors,119,123,2.65,1.34
2015-04-24,Milwaukee Bucks,Chicago Bulls,106,113,2.03,1.59
2015-04-24,Boston Celtics,Cleveland Cavaliers,95,103,2.43,1.40
2015-04-23,Los Angeles Clippers,San Antonio Spurs,107,111,1.69,1.89
2015-04-23,Memphis Grizzlies,Portland Trail Blazers,,97,1.29,2.85
2015-04-23,Atlanta Hawks,Brooklyn Nets,,96,1.12,4.40
2015-04-22,Houston Rockets,Dallas Mavericks,,111,1.29,2.88
2015-04-22,Toronto Raptors,Washington Wizards,106,117,1.39,2.50
2015-04-22,Cleveland Cavaliers,Boston Celtics,,99,1.05,5.92
2015-04-21,Golden State Warriors,New Orleans Pelicans,,97,1.04,6.42
2015-04-21,Chicago Bulls,Milwaukee Bucks,,91,1.21,3.43
2015-04-20,Los Angeles Clippers,San Antonio Spurs,,107,1.73,1.84
2015-04-20,Memphis Grizzlies,Portland Trail Blazers,,100,1.37,2.58
2015-04-19,Atlanta Hawks,Brooklyn Nets,,99,1.08,5.03
2015-04-19,Cleveland Cavaliers,Boston Celtics,,113,1.04,6.00
2015-04-19,Houston Rockets,Dallas Mavericks,,118,1.35,2.63
2015-04-19,Chicago Bulls,Milwaukee Bucks,,103,1.18,3.55
2015-04-18,Golden State Warriors,New Orleans Pelicans,,106,1.04,6.00
2015-04-18,Toronto Raptors,Washington Wizards,86,93,1.43,2.37
2015-04-16,Golden State Warriors,Denver Nuggets,,133,1.07,5.23
2015-04-16,Los Angeles Lakers,Sacramento Kings,99,122,1.58,2.03
2015-04-16,Memphis Grizzlies,Indiana Pacers,,95,1.99,1.61
2015-04-16,Brooklyn Nets,Orlando Magic,,101,1.17,3.68
2015-04-16,Chicago Bulls,Atlanta Hawks,,91,1.35,2.58
2015-04-16,Cleveland Cavaliers,Washington Wizards,,113,1.18,3.60
2015-04-16,Dallas Mavericks,Portland Trail Blazers,,114,1.25,3.10
2015-04-16,Houston Rockets,Utah Jazz,,117,1.06,5.65
2015-04-16,Milwaukee Bucks,Boston Celtics,100,105,1.31,2.83
2015-04-16,Minnesota Timberwolves,Oklahoma City Thunder,113,138,7.75,1.01
2015-04-16,New Orleans Pelicans,San Antonio Spurs,,108,2.65,1.34
2015-04-16,New York Knicks,Detroit Pistons,90,112,3.78,1.17
2015-04-16,Philadelphia 76ers,Miami Heat,101,105,1.67,1.90
2015-04-16,Toronto Raptors,Charlotte Hornets,,92,1.11,4.37
2015-04-15,Phoenix Suns,Los Angeles Clippers,101,112,4.05,1.14
2015-04-15,Indiana Pacers,Washington Wizards,,99,1.23,3.28
2015-04-15,Boston Celtics,Toronto Raptors,,95,1.82,1.74
2015-04-14,Golden State Warriors,Memphis Grizzlies,,111,1.21,3.47
2015-04-14,Los Angeles Clippers,Denver Nuggets,,110,1.01,10.75
2015-04-14,Sacramento Kings,Los Angeles Lakers,,102,1.48,2.25
2015-04-14,Utah Jazz,Dallas Mavericks,,109,1.16,3.83
2015-04-14,Minnesota Timberwolves,New Orleans Pelicans,88,100,7.13,1.03
2015-04-14,Oklahoma City Thunder,Portland Trail Blazers,,101,1.16,3.90
2015-04-14,Atlanta Hawks,New York Knicks,108,112,1.01,7.17
2015-04-14,Brooklyn Nets,Chicago Bulls,86,113,1.96,1.64
2015-04-14,Miami Heat,Orlando Magic,,100,1.28,2.93
2015-04-14,Charlotte Hornets,Houston Rockets,90,100,5.38,1.07
2015-04-14,Cleveland Cavaliers,Detroit Pistons,,109,1.27,2.97
2015-04-14,Philadelphia 76ers,Milwaukee Bucks,97,107,2.06,1.57
2015-04-13,Los Angeles Lakers,Dallas Mavericks,106,120,2.63,1.35
2015-04-13,Houston Rockets,New Orleans Pelicans,,121,1.35,2.63
2015-04-13,San Antonio Spurs,Phoenix Suns,,107,1.01,9.33
2015-04-13,Indiana Pacers,Oklahoma City Thunder,,116,1.49,2.23
2015-04-13,Washington Wizards,Atlanta Hawks,,108,1.17,3.63
2015-04-12,Denver Nuggets,Sacramento Kings,,122,1.11,4.62
2015-04-12,Detroit Pistons,Charlotte Hornets,,116,1.20,3.47
2015-04-12,Boston Celtics,Cleveland Cavaliers,,117,1.16,3.95
2015-04-12,Milwaukee Bucks,Brooklyn Nets,,96,1.75,1.82
2015-04-12,Golden State Warriors,Minnesota Timberwolves,,110,1.01,9.08
2015-04-12,Los Angeles Clippers,Memphis Grizzlies,,94,1.14,4.03
2015-04-12,Portland Trail Blazers,Utah Jazz,105,111,1.19,3.75
2015-04-12,Chicago Bulls,Philadelphia 76ers,,114,1.01,8.25
2015-04-12,Miami Heat,Toronto Raptors,104,107,1.51,2.17
2015-04-12,Orlando Magic,New York Knicks,79,80,1.07,5.33
2015-04-11,Los Angeles Lakers,Minnesota Timberwolves,,106,1.36,2.55
2015-04-11,Denver Nuggets,Dallas Mavericks,143,144,1.68,1.89
2015-04-11,Utah Jazz,Memphis Grizzlies,88,89,2.12,1.54
2015-04-11,Houston Rockets,San Antonio Spurs,103,104,2.23,1.49
2015-04-11,New Orleans Pelicans,Phoenix Suns,,90,1.16,3.90
2015-04-11,Oklahoma City Thunder,Sacramento Kings,,116,1.03,6.63
2015-04-11,Atlanta Hawks,Charlotte Hornets,,104,1.11,4.60
2015-04-11,Brooklyn Nets,Washington Wizards,,117,1.40,2.43
2015-04-11,Cleveland Cavaliers,Boston Celtics,90,99,1.29,2.85
2015-04-11,Detroit Pistons,Indiana Pacers,103,107,2.60,1.36
2015-04-11,New York Knicks,Milwaukee Bucks,91,99,4.90,1.09
2015-04-11,Orlando Magic,Toronto Raptors,99,101,2.68,1.34
2015-04-10,Golden State Warriors,Portland Trail Blazers,,116,1.12,4.38
2015-04-10,Miami Heat,Chicago Bulls,78,89,1.76,1.81
2015-04-09,Portland Trail Blazers,Minnesota Timberwolves,,116,1.01,9.38
2015-04-09,Dallas Mavericks,Phoenix Suns,,107,1.17,3.70
2015-04-09,Denver Nuggets,Los Angeles Lakers,,119,1.09,5.03
2015-04-09,Utah Jazz,Sacramento Kings,,103,1.05,5.83
2015-04-09,San Antonio Spurs,Houston Rockets,,110,1.28,2.95
2015-04-09,Memphis Grizzlies,New Orleans Pelicans,,110,1.41,2.43
2015-04-09,Milwaukee Bucks,Cleveland Cavaliers,99,104,3.15,1.25
2015-04-09,Brooklyn Nets,Atlanta Hawks,111,114,1.38,2.50
2015-04-09,New York Knicks,Indiana Pacers,86,102,5.92,1.05
2015-04-09,Orlando Magic,Chicago Bulls,,105,3.35,1.21
2015-04-09,Philadelphia 76ers,Washington Wizards,90,119,2.39,1.43
2015-04-09,Charlotte Hornets,Toronto Raptors,74,92,2.12,1.53
2015-04-09,Detroit Pistons,Boston Celtics,103,113,1.86,1.70
2015-04-08,Los Angeles Clippers,Los Angeles Lakers,,105,1.02,11.50
2015-04-08,Sacramento Kings,Minnesota Timberwolves,,116,1.13,4.23
2015-04-08,New Orleans Pelicans,Golden State Warriors,,103,2.38,1.42
2015-04-08,Oklahoma City Thunder,San Antonio Spurs,88,113,2.95,1.28
2015-04-08,Atlanta Hawks,Phoenix Suns,,96,1.26,3.02
2015-04-08,Miami Heat,Charlotte Hornets,,105,1.27,2.97
2015-04-07,Brooklyn Nets,Portland Trail Blazers,,106,1.32,2.73
2015-04-06,Los Angeles Lakers,Los Angeles Clippers,78,106,6.63,1.03
2015-04-06,Sacramento Kings,Utah Jazz,95,101,1.67,1.88
2015-04-06,New York Knicks,Philadelphia 76ers,,101,1.72,1.87
2015-04-06,San Antonio Spurs,Golden State Warriors,,107,1.41,2.45
2015-04-06,Indiana Pacers,Miami Heat,,112,1.29,2.87
2015-04-05,Cleveland Cavaliers,Chicago Bulls,,99,1.17,3.77
2015-04-05,Oklahoma City Thunder,Houston Rockets,112,115,1.76,1.81
2015-04-05,Phoenix Suns,Utah Jazz,,87,1.72,1.83
2015-04-05,Portland Trail Blazers,New Orleans Pelicans,,99,1.37,2.52
2015-04-05,Denver Nuggets,Los Angeles Clippers,92,107,4.44,1.10
2015-04-05,Dallas Mavericks,Golden State Warriors,110,123,2.75,1.33
2015-04-05,Milwaukee Bucks,Orlando Magic,90,97,1.19,3.58
2015-04-05,Memphis Grizzlies,Washington Wizards,83,92,1.22,3.30
2015-04-05,Atlanta Hawks,Brooklyn Nets,,131,1.12,4.22
2015-04-05,Detroit Pistons,Miami Heat,,99,2.30,1.46
2015-04-05,Toronto Raptors,Boston Celtics,116,117,1.52,2.13
2015-04-05,Charlotte Hornets,Philadelphia 76ers,,92,1.30,2.87
2015-04-04,Los Angeles Lakers,Portland Trail Blazers,77,107,5.00,1.08
2015-04-04,Sacramento Kings,New Orleans Pelicans,95,101,3.00,1.27
