date,home_team,away_team,home_score,away_score,home_odds,away_odds
2012-06-22,Miami Heat,Oklahoma City Thunder,,121,1.50,2.07
2012-06-20,Miami Heat,Oklahoma City Thunder,,104,1.47,2.16
2012-06-18,Miami Heat,Oklahoma City Thunder,,91,1.39,2.36
2012-06-15,Oklahoma City Thunder,Miami Heat,96,100,1.34,2.51
2012-06-13,Oklahoma City Thunder,Miami Heat,,105,1.31,2.66
2012-06-10,Miami Heat,Boston Celtics,,101,1.13,3.78
2012-06-08,Boston Celtics,Miami Heat,79,98,1.92,1.60
2012-06-07,Oklahoma City Thunder,San Antonio Spurs,,107,1.35,2.48
2012-06-06,Miami Heat,Boston Celtics,90,94,1.13,3.73
2012-06-05,San Antonio Spurs,Oklahoma City Thunder,103,108,1.32,2.55
2012-06-04,Boston Celtics,Miami Heat,,93,1.90,1.61
2012-06-03,Oklahoma City Thunder,San Antonio Spurs,,109,1.41,2.28
2012-06-02,Boston Celtics,Miami Heat,,101,1.56,2.00
2012-06-01,Oklahoma City Thunder,San Antonio Spurs,,102,1.40,2.43
2012-05-31,Miami Heat,Boston Celtics,,115,1.13,3.73
2012-05-30,San Antonio Spurs,Oklahoma City Thunder,,120,1.34,2.49
2012-05-29,Miami Heat,Boston Celtics,,93,1.12,3.88
2012-05-28,San Antonio Spurs,Oklahoma City Thunder,,101,1.30,2.75
2012-05-27,Boston Celtics,Philadelphia 76ers,,85,1.22,3.00
2012-05-25,Indiana Pacers,Miami Heat,93,105,1.99,1.53
2012-05-24,Philadelphia 76ers,Boston Celtics,76,82,1.69,1.79
2012-05-23,Miami Heat,Indiana Pacers,,115,1.18,3.35
2012-05-22,Oklahoma City Thunder,Los Angeles Lakers,,106,1.17,3.50
2012-05-22,Boston Celtics,Philadelphia 76ers,,101,1.29,2.73
2012-05-21,Los Angeles Clippers,San Antonio Spurs,99,102,3.38,1.19
2012-05-20,Indiana Pacers,Miami Heat,93,101,1.92,1.58
2012-05-20,Los Angeles Lakers,Oklahoma City Thunder,100,103,1.86,1.67
2012-05-19,Los Angeles Clippers,San Antonio Spurs,86,96,2.59,1.33
2012-05-19,Los Angeles Lakers,Oklahoma City Thunder,,99,1.55,2.01
2012-05-19,Philadelphia 76ers,Boston Celtics,76,92,1.58,1.91
2012-05-18,San Antonio Spurs,Los Angeles Clippers,,105,1.04,5.75
2012-05-18,Indiana Pacers,Miami Heat,,94,1.97,1.54
2012-05-17,Oklahoma City Thunder,Los Angeles Lakers,,77,1.12,4.00
2012-05-17,Philadelphia 76ers,Boston Celtics,91,107,1.58,1.91
2012-05-16,San Antonio Spurs,Los Angeles Clippers,,108,1.03,5.75
