date,home_team,away_team,home_score,away_score,home_odds,away_odds
2018-06-09,Cleveland Cavaliers,Golden State Warriors,85,108,2.34,1.53
2018-06-07,Cleveland Cavaliers,Golden State Warriors,102,110,2.20,1.63
2018-06-04,Golden State Warriors,Cleveland Cavaliers,,122,1.16,4.98
2018-06-01,Golden State Warriors,Cleveland Cavaliers,,124,1.10,6.45
2018-05-29,Houston Rockets,Golden State Warriors,92,101,3.05,1.34
2018-05-28,Boston Celtics,Cleveland Cavaliers,79,87,1.69,2.07
2018-05-27,Golden State Warriors,Houston Rockets,,115,1.10,6.34
2018-05-26,Cleveland Cavaliers,Boston Celtics,,109,1.28,3.35
2018-05-25,Houston Rockets,Golden State Warriors,,98,1.89,1.81
2018-05-24,Boston Celtics,Cleveland Cavaliers,,96,1.81,1.94
2018-05-23,Golden State Warriors,Houston Rockets,92,95,1.21,4.20
2018-05-22,Cleveland Cavaliers,Boston Celtics,,111,1.26,3.44
2018-05-21,Golden State Warriors,Houston Rockets,,126,1.24,3.73
2018-05-20,Cleveland Cavaliers,Boston Celtics,,116,1.32,3.13
2018-05-17,Houston Rockets,Golden State Warriors,,127,1.76,1.98
2018-05-16,Boston Celtics,Cleveland Cavaliers,,107,1.84,1.85
2018-05-15,Houston Rockets,Golden State Warriors,106,119,1.75,1.99
2018-05-13,Boston Celtics,Cleveland Cavaliers,,108,1.98,1.78
2018-05-10,Boston Celtics,Philadelphia 76ers,,114,1.80,1.93
2018-05-09,Golden State Warriors,New Orleans Pelicans,,113,1.10,5.94
2018-05-09,Houston Rockets,Utah Jazz,,112,1.08,6.81
2018-05-08,Cleveland Cavaliers,Toronto Raptors,,128,1.41,2.68
2018-05-08,Philadelphia 76ers,Boston Celtics,76,103,1.29,3.25
2018-05-07,Utah Jazz,Houston Rockets,87,100,3.05,1.34
2018-05-06,New Orleans Pelicans,Golden State Warriors,92,118,2.96,1.35
2018-05-06,Cleveland Cavaliers,Toronto Raptors,,105,1.49,2.48
2018-05-05,Philadelphia 76ers,Boston Celtics,98,101,1.19,4.25
2018-05-05,Utah Jazz,Houston Rockets,92,113,2.57,1.45
2018-05-05,New Orleans Pelicans,Golden State Warriors,,119,2.69,1.41
2018-05-04,Boston Celtics,Philadelphia 76ers,,108,2.40,1.51
2018-05-04,Toronto Raptors,Cleveland Cavaliers,110,128,1.32,3.14
2018-05-03,Houston Rockets,Utah Jazz,108,116,1.09,6.06
2018-05-02,Golden State Warriors,New Orleans Pelicans,,121,1.11,5.88
2018-05-02,Toronto Raptors,Cleveland Cavaliers,112,113,1.32,3.10
2018-05-01,Boston Celtics,Philadelphia 76ers,,117,2.55,1.45
2018-04-29,Houston Rockets,Utah Jazz,,110,1.09,6.34
2018-04-29,Cleveland Cavaliers,Indiana Pacers,,105,1.36,2.95
2018-04-29,Golden State Warriors,New Orleans Pelicans,,123,1.26,3.55
2018-04-29,Boston Celtics,Milwaukee Bucks,,112,1.46,2.53
2018-04-28,Utah Jazz,Oklahoma City Thunder,,96,1.32,3.09
2018-04-28,Indiana Pacers,Cleveland Cavaliers,,121,1.74,1.99
2018-04-28,Washington Wizards,Toronto Raptors,92,102,2.01,1.72
2018-04-27,Milwaukee Bucks,Boston Celtics,,97,1.46,2.54
2018-04-26,Houston Rockets,Minnesota Timberwolves,,122,1.07,7.19
2018-04-26,Oklahoma City Thunder,Utah Jazz,,107,1.62,2.20
2018-04-26,Cleveland Cavaliers,Indiana Pacers,,98,1.31,3.21
2018-04-26,Toronto Raptors,Washington Wizards,,108,1.29,3.33
2018-04-25,Golden State Warriors,San Antonio Spurs,,99,1.09,6.38
2018-04-25,Philadelphia 76ers,Miami Heat,76,104,1.12,5.30
2018-04-25,Boston Celtics,Milwaukee Bucks,,92,1.49,2.45
2018-04-24,Utah Jazz,Oklahoma City Thunder,,113,1.45,2.58
2018-04-24,Minnesota Timberwolves,Houston Rockets,100,119,2.91,1.37
2018-04-23,Indiana Pacers,Cleveland Cavaliers,100,104,1.95,1.76
2018-04-23,Washington Wizards,Toronto Raptors,,106,2.01,1.72
2018-04-22,San Antonio Spurs,Golden State Warriors,,103,3.24,1.29
2018-04-22,Milwaukee Bucks,Boston Celtics,,104,1.39,2.82
2018-04-22,Utah Jazz,Oklahoma City Thunder,,115,1.41,2.71
2018-04-22,Minnesota Timberwolves,Houston Rockets,,121,2.88,1.37
2018-04-21,New Orleans Pelicans,Portland Trail Blazers,,131,1.32,3.13
2018-04-21,Miami Heat,Philadelphia 76ers,102,106,2.34,1.53
2018-04-21,Milwaukee Bucks,Boston Celtics,,116,1.41,2.70
2018-04-21,Washington Wizards,Toronto Raptors,,122,1.80,1.90
2018-04-21,Indiana Pacers,Cleveland Cavaliers,,92,1.79,1.94
2018-04-20,San Antonio Spurs,Golden State Warriors,97,110,2.38,1.52
2018-04-20,New Orleans Pelicans,Portland Trail Blazers,,119,1.54,2.34
2018-04-20,Miami Heat,Philadelphia 76ers,108,128,2.16,1.63
2018-04-19,Houston Rockets,Minnesota Timberwolves,,102,1.12,5.35
2018-04-19,Oklahoma City Thunder,Utah Jazz,95,102,1.51,2.43
2018-04-19,Cleveland Cavaliers,Indiana Pacers,,100,1.21,3.95
2018-04-18,Portland Trail Blazers,New Orleans Pelicans,102,111,1.32,3.11
2018-04-18,Boston Celtics,Milwaukee Bucks,,120,1.80,1.91
2018-04-18,Toronto Raptors,Washington Wizards,,130,1.29,3.25
2018-04-17,Golden State Warriors,San Antonio Spurs,,116,1.14,5.05
2018-04-17,Philadelphia 76ers,Miami Heat,103,113,1.30,3.21
2018-04-16,Houston Rockets,Minnesota Timberwolves,,104,1.08,6.69
2018-04-16,Oklahoma City Thunder,Utah Jazz,,116,1.45,2.53
2018-04-15,Cleveland Cavaliers,Indiana Pacers,80,98,1.24,3.60
2018-04-15,Boston Celtics,Milwaukee Bucks,,113,1.54,2.31
2018-04-15,Portland Trail Blazers,New Orleans Pelicans,95,97,1.39,2.74
2018-04-15,Philadelphia 76ers,Miami Heat,76,130,1.34,2.99
2018-04-14,Toronto Raptors,Washington Wizards,,114,1.24,3.78
2018-04-14,Golden State Warriors,San Antonio Spurs,,113,1.22,3.85
2018-04-12,Los Angeles Clippers,Los Angeles Lakers,100,115,1.65,2.08
2018-04-12,Portland Trail Blazers,Utah Jazz,,102,1.64,2.08
2018-04-12,Sacramento Kings,Houston Rockets,,96,1.71,1.99
2018-04-12,Boston Celtics,Brooklyn Nets,,110,2.35,1.50
2018-04-12,Chicago Bulls,Detroit Pistons,87,119,2.55,1.44
2018-04-12,Cleveland Cavaliers,New York Knicks,98,110,1.22,3.75
2018-04-12,Miami Heat,Toronto Raptors,,116,1.61,2.13
2018-04-12,Minnesota Timberwolves,Denver Nuggets,,112,1.53,2.29
2018-04-12,New Orleans Pelicans,San Antonio Spurs,,122,1.56,2.24
2018-04-12,Oklahoma City Thunder,Memphis Grizzlies,,137,1.01,10.81
2018-04-12,Orlando Magic,Washington Wizards,,101,2.88,1.35
