gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2544,LeBron,James,L. James,lebron-james,F,,23,36:04,2,0,6,18,11,10,9,26,0,2,3,3
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201567,Kevin,Love,K. Love,kevin-love,F,,0,34:49,0,2,0,4,11,9,10,28,2,4,0,6
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202389,Timofey,Mozgov,T. Mozgov,timofey-mozgov,C,,20,20:54,0,2,0,4,5,6,5,18,2,2,2,2
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2747,JR,Smith,J. Smith,jr-smith,G,,5,30:27,2,0,0,6,7,6,10,28,0,1,4,3
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2590,Mo,Williams,M. Williams,mo-williams,G,,52,37:09,3,3,5,2,11,9,13,28,1,0,2,4
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2210,Richard,Jefferson,R. Jefferson,richard-jefferson,,,24,16:57,4,3,2,4,4,3,6,8,0,0,3,0
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,202684,Tristan,Thompson,T. Thompson,tristan-thompson,,,13,24:55,0,0,0,2,8,4,10,12,0,0,4,2
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203521,Matthew,Dellavedova,M. Dellavedova,matthew-dellavedova,,,8,20:12,4,2,0,2,4,7,5,4,0,0,1,1
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2592,James,Jones,J. Jones,james-jones,,,1,3:49,0,0,0,0,2,4,2,2,1,0,1,0
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203099,Jared,Cunningham,J. Cunningham,jared-cunningham,,,9,3:11,0,0,0,0,2,4,2,2,0,1,0,0
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,2760,Anderson,Varejao,A. Varejao,anderson-varejao,,,17,11:33,0,0,0,0,0,3,3,4,1,0,1,1
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,203925,Joe,Harris,J. Harris,joe-harris,,DNP - Coach's Decision,12,,0,0,0,0,0,0,0,0,0,0,0,0
0021500002,1610612739,Cleveland,Cavaliers,CLE,cavaliers,201619,Sasha,Kaun,S. Kaun,sasha-kaun,,DNP - Coach's Decision,14,,0,0,0,0,0,0,0,0,0,0,0,0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,203503,Tony,Snell,T. Snell,tony-snell,F,,20,28:48,5,3,4,2,7,9,8,32,0,1,4,2
0021500002,1610612741,Chicago,Bulls,CHI,bulls,202703,Nikola,Mirotic,N. Mirotic,nikola-mirotic,F,,44,25:14,0,2,3,4,4,6,8,30,0,1,5,3
0021500002,1610612741,Chicago,Bulls,CHI,bulls,2200,Pau,Gasol,P. Gasol,pau-gasol,C,,16,31:33,0,0,0,0,11,7,10,34,6,0,1,2
0021500002,1610612741,Chicago,Bulls,CHI,bulls,202710,Jimmy,Butler III,J. Butler III,jimmy-butler-iii,G,,21,36:38,2,4,2,6,11,9,8,36,1,0,1,3
0021500002,1610612741,Chicago,Bulls,CHI,bulls,201565,Derrick,Rose,D. Rose,derrick-rose,G,,1,32:28,0,0,1,10,9,9,8,36,0,4,0,3
0021500002,1610612741,Chicago,Bulls,CHI,bulls,201166,Aaron,Brooks,A. Brooks,aaron-brooks,,,0,15:32,0,2,0,2,6,3,5,6,0,0,1,0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,203926,Doug,McDermott,D. McDermott,doug-mcdermott,,,3,16:12,0,0,0,0,8,3,5,8,0,0,0,1
0021500002,1610612741,Chicago,Bulls,CHI,bulls,201149,Joakim,Noah,J. Noah,joakim-noah,,,13,17:07,0,0,0,0,9,6,5,8,0,0,1,5
0021500002,1610612741,Chicago,Bulls,CHI,bulls,202734,E'Twaun,Moore,E. Moore,etwaun-moore,,,55,14:22,4,0,5,6,4,3,5,8,0,1,3,0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,201959,Taj,Gibson,T. Gibson,taj-gibson,,,22,22:06,2,2,0,2,6,5,3,12,3,0,6,2
0021500002,1610612741,Chicago,Bulls,CHI,bulls,203946,Cameron,Bairstow,C. Bairstow,cameron-bairstow,,DNP - Coach's Decision,41,,0,0,0,0,0,0,0,0,0,0,0,0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,2550,Kirk,Hinrich,K. Hinrich,kirk-hinrich,,DNP - Coach's Decision,12,,0,0,0,0,0,0,0,0,0,0,0,0
0021500002,1610612741,Chicago,Bulls,CHI,bulls,1626171,Bobby,Portis,B. Portis,bobby-portis,,DNP - Coach's Decision,5,,0,0,0,0,0,0,0,0,0,0,0,0
0021500001,1610612765,Detroit,Pistons,DET,pistons,202694,Marcus,Morris Sr.,M. Morris Sr.,marcus-morris-sr,F,,13,37:05,7,3,2,2,12,6,8,30,0,0,1,3
0021500001,1610612765,Detroit,Pistons,DET,pistons,101141,Ersan,Ilyasova,E. Ilyasova,ersan-ilyasova,F,,23,34:26,0,3,0,4,12,2,15,26,1,1,4,4
0021500001,1610612765,Detroit,Pistons,DET,pistons,203083,Andre,Drummond,A. Drummond,andre-drummond,C,,0,37:09,0,8,0,12,9,6,8,28,2,1,4,8
0021500001,1610612765,Detroit,Pistons,DET,pistons,203484,Kentavious,Caldwell-Pope,K. Caldwell-Pope,kentavious-caldwell-pope,G,,5,37:03,6,0,5,4,12,6,8,30,0,0,1,2
0021500001,1610612765,Detroit,Pistons,DET,pistons,202704,Reggie,Jackson,R. Jackson,reggie-jackson,G,,1,32:07,0,0,3,4,7,4,6,22,0,0,0,5
0021500001,1610612765,Detroit,Pistons,DET,pistons,1626169,Stanley,Johnson,S. Johnson,stanley-johnson,,,7,24:29,5,2,0,4,14,4,7,28,0,1,1,1
0021500001,1610612765,Detroit,Pistons,DET,pistons,203382,Aron,Baynes,A. Baynes,aron-baynes,,,12,10:51,0,0,0,4,10,0,7,14,0,0,2,1
0021500001,1610612765,Detroit,Pistons,DET,pistons,2581,Steve,Blake,S. Blake,steve-blake,,,22,15:53,0,0,0,0,12,2,9,20,0,0,1,1
0021500001,1610612765,Detroit,Pistons,DET,pistons,201975,Jodie,Meeks,J. Meeks,jodie-meeks,,,20,10:57,2,0,0,2,7,0,7,12,0,1,1,0
0021500001,1610612765,Detroit,Pistons,DET,pistons,201202,Joel,Anthony,J. Anthony,joel-anthony,,DNP - Coach's Decision,50,,0,0,0,0,0,0,0,0,0,0,0,0
