gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,40,26:28,2,0,0,6,3,7,9,20,0,0,2,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203110,Draymond,Green,D. Green,draymond-green,F,,23,31:14,2,3,0,4,7,8,7,22,1,3,2,6
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203105,Festus,Ezeli,F. Ezeli,festus-ezeli,C,,31,24:42,1,0,1,8,7,4,7,14,2,2,2,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,202691,Klay,Thompson,K. Thompson,klay-thompson,G,,11,24:03,2,0,4,4,5,0,7,14,0,0,3,1
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,30,27:24,7,2,10,10,7,8,7,24,0,0,4,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2738,Andre,Iguodala,A. Iguodala,andre-iguodala,,,9,29:47,5,2,2,6,4,13,2,26,0,0,0,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2733,Shaun,Livingston,S. Livingston,shaun-livingston,,,34,19:59,0,0,0,0,2,9,2,18,0,1,0,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201578,Marreese,Speights,M. Speights,marreese-speights,,,5,12:40,0,4,0,8,0,9,2,16,1,0,3,2
0021500030,1610612744,Golden State,Warriors,GSW,warriors,2571,Leandro,Barbosa,L. Barbosa,leandro-barbosa,,,19,19:23,0,0,0,0,2,13,6,20,0,0,3,0
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201574,Jason,Thompson,J. Thompson,jason-thompson,,,1,6:26,0,2,0,2,2,2,4,10,0,1,1,0
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203949,James Michael,McAdoo,J. McAdoo,james-michael-mcadoo,,,20,7:24,0,0,0,0,2,4,4,10,0,0,3,1
0021500030,1610612744,Golden State,Warriors,GSW,warriors,201575,Brandon,Rush,B. Rush,brandon-rush,,,4,5:54,0,0,0,2,2,4,4,8,0,1,0,0
0021500030,1610612744,Golden State,Warriors,GSW,warriors,203546,Ian,Clark,I. Clark,ian-clark,,,21,4:36,0,0,0,0,2,4,4,8,0,1,1,0
0021500030,1610612745,Houston,Rockets,HOU,rockets,2772,Trevor,Ariza,T. Ariza,trevor-ariza,F,,1,29:41,0,0,0,2,15,7,15,26,0,0,1,1
0021500030,1610612745,Houston,Rockets,HOU,rockets,203093,Terrence,Jones,T. Jones,terrence-jones,F,,6,18:09,0,0,0,2,6,6,6,22,1,0,0,1
0021500030,1610612745,Houston,Rockets,HOU,rockets,2730,Dwight,Howard,D. Howard,dwight-howard,C,,12,21:49,2,0,0,8,8,7,6,24,1,1,5,2
0021500030,1610612745,Houston,Rockets,HOU,rockets,201935,James,Harden,J. Harden,james-harden,G,,13,37:00,1,2,3,2,17,11,17,40,1,1,2,6
0021500030,1610612745,Houston,Rockets,HOU,rockets,201951,Ty,Lawson,T. Lawson,ty-lawson,G,,3,35:31,0,0,6,2,17,12,17,42,1,1,2,5
0021500030,1610612745,Houston,Rockets,HOU,rockets,203991,Clint,Capela,C. Capela,clint-capela,,,15,17:45,2,2,0,6,9,4,9,14,2,0,2,1
0021500030,1610612745,Houston,Rockets,HOU,rockets,1626149,Montrezl,Harrell,M. Harrell,montrezl-harrell,,,35,21:10,4,4,2,14,8,4,9,24,1,0,1,3
0021500030,1610612745,Houston,Rockets,HOU,rockets,201976,Patrick,Beverley,P. Beverley,patrick-beverley,,,2,20:54,0,2,0,4,4,3,2,20,0,0,5,0
0021500030,1610612745,Houston,Rockets,HOU,rockets,201147,Corey,Brewer,C. Brewer,corey-brewer,,,33,29:01,0,7,2,0,11,11,4,30,1,1,1,5
0021500030,1610612745,Houston,Rockets,HOU,rockets,203909,KJ,McDaniels,K. McDaniels,kj-mcdaniels,,,32,4:30,0,0,0,2,0,0,0,4,1,0,1,0
0021500030,1610612745,Houston,Rockets,HOU,rockets,1626155,Sam,Dekker,S. Dekker,sam-dekker,,,7,4:30,0,0,0,0,0,0,0,4,0,0,0,0
0021500030,1610612745,Houston,Rockets,HOU,rockets,1891,Jason,Terry,J. Terry,jason-terry,,DNP - Coach's Decision,31,,0,0,0,0,0,0,0,0,0,0,0,0
0021500030,1610612745,Houston,Rockets,HOU,rockets,201977,Marcus,Thornton,M. Thornton,marcus-thornton,,DNP - Coach's Decision,10,,0,0,0,0,0,0,0,0,0,0,0,0
0021500028,1610612751,Brooklyn,Nets,BKN,nets,2207,Joe,Johnson,J. Johnson,joe-johnson,F,,7,25:14,0,0,0,0,4,9,2,22,0,1,5,2
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201152,Thaddeus,Young,T. Young,thaddeus-young,F,,30,28:25,2,0,0,6,7,11,5,28,0,1,2,3
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201572,Brook,Lopez,B. Lopez,brook-lopez,C,,11,31:59,2,0,0,6,6,11,2,28,1,1,3,3
0021500028,1610612751,Brooklyn,Nets,BKN,nets,201961,Wayne,Ellington,W. Ellington,wayne-ellington,G,,21,18:16,0,0,0,0,2,7,2,14,0,1,2,1
0021500028,1610612751,Brooklyn,Nets,BKN,nets,101127,Jarrett,Jack,J. Jack,jarrett-jack,G,,2,26:57,0,0,0,0,4,11,2,24,0,0,0,1
0021500028,1610612751,Brooklyn,Nets,BKN,nets,203499,Shane,Larkin,S. Larkin,shane-larkin,,,0,16:26,0,0,0,2,8,2,5,14,1,0,0,2
0021500028,1610612751,Brooklyn,Nets,BKN,nets,202711,Bojan,Bogdanovic,B. Bogdanovic,bojan-bogdanovic,,,44,19:34,2,0,0,6,10,6,3,18,0,0,1,1
0021500028,1610612751,Brooklyn,Nets,BKN,nets,1626178,Rondae,Hollis-Jefferson,R. Hollis-Jefferson,rondae-hollis-jefferson,,,24,26:09,2,0,0,10,10,8,7,20,2,0,1,1
