date,game_id,team,odds,prob,ev,stake,won,gain,bankroll,comment,prob_book,opp_prob_book,prob_book_norm,prob_diff_vs_book,season
2018-10-16,21800001,philadelphia 76ers,2.63,0.3753631462788778,-0.012794925286551462,0.0,0,0.0,1000.0,prob_diff_vs_book hors range (0.028),0.3802281368821293,0.7142857142857143,0.34739454094292804,0.027968605335949748,2018-19
2018-10-16,21800002,golden state warriors,1.06,0.8776610976707813,-0.06967923646897178,0.0,1,0.0,1000.0,prob_diff_vs_book hors range (0.001),0.9433962264150942,0.13333333333333333,0.8761682242990654,0.001492873371715886,2018-19
2018-10-17,21800003,milwaukee bucks,1.57,0.639345347488938,0.0037721955576326405,0.0,1,0.0,1000.0,prob_diff_vs_book hors range (0.049),0.6369426751592356,0.4424778761061947,0.5900783289817232,0.04926701850721482,2018-19
2018-10-17,21800004,detroit pistons,1.36,0.7126773150452766,-0.030758851538423726,0.0,1,0.0,1000.0,prob_diff_vs_book hors range (0.031),0.7352941176470588,0.3436426116838488,0.6814988290398126,0.031178486005464023,2018-19
2018-10-17,21800005,indiana pacers,1.28,0.8103124607986161,0.03719994982222863,132.85696365081643,1,37.199949822228604,1037.1999498222285,bet placed,0.78125,0.3048780487804878,0.7192982456140351,0.09101421518458097,2018-19
2018-10-17,21800006,orlando magic,2.09,0.5118728639666524,0.06981428569030346,0.0,1,0.0,1037.1999498222285,prob_diff_vs_book hors range (0.065),0.47846889952153115,0.591715976331361,0.44708994708994704,0.0647829168767054,2018-19
2018-10-17,21800007,atlanta hawks,2.28,0.4537285998466898,0.034501207650452725,0.0,0,0.0,1037.1999498222285,prob_diff_vs_book hors range (0.044),0.4385964912280702,0.6329113924050632,0.4093264248704664,0.044402174976223396,2018-19
2018-10-17,21800008,cleveland cavaliers,7.69,0.1543838325480008,0.18721167229412639,0.0,0,0.0,1037.1999498222285,prob_diff_vs_book hors range (0.033),0.13003901170351104,0.9433962264150942,0.12114285714285715,0.03324097540514366,2018-19
2018-10-17,21800009,houston rockets,1.24,0.8102451027249497,0.004703927378937545,0.0,0,0.0,1037.1999498222285,prob_diff_vs_book hors range (0.059),0.8064516129032259,0.267379679144385,0.7510040160642572,0.0592410866606925,2018-19
2018-10-17,21800010,san antonio spurs,1.63,0.6575917246378487,0.07187451115969323,118.33053867989054,1,74.54823936833102,1111.7481891905595,bet placed,0.6134969325153374,0.4587155963302752,0.5721784776902887,0.08541324694755992,2018-19
2018-10-17,21800011,utah jazz,1.2,0.8331317840414917,-0.00024185915021002202,0.0,1,0.0,1111.7481891905595,prob_diff_vs_book hors range (0.060),0.8333333333333334,0.24390243902439027,0.7735849056603773,0.05954687838111439,2018-19
2018-10-17,21800012,los angeles clippers,2.02,0.5083009571381225,0.026767933419007406,0.0,0,0.0,1111.7481891905595,prob_diff_vs_book hors range (0.050),0.49504950495049505,0.5847953216374269,0.45844504021447724,0.04985591692364527,2018-19
2018-10-17,21800013,dallas mavericks,1.65,0.6011916300307876,-0.008033810449200596,0.0,0,0.0,1111.7481891905595,prob_diff_vs_book hors range (0.037),0.6060606060606061,0.4672897196261682,0.5646437994722956,0.03654783055849198,2018-19
2018-10-18,21800014,philadelphia 76ers,1.08,0.888362892708638,-0.04056807587467093,0.0,1,0.0,1111.7481891905595,prob_diff_vs_book hors range (0.021),0.9259259259259258,0.141643059490085,0.8673218673218672,0.021041025386770773,2018-19
2018-10-18,21800015,washington wizards,1.38,0.7437303591572474,0.02634789563700135,0.0,0,0.0,1111.7481891905595,prob_diff_vs_book hors range (0.069),0.7246376811594204,0.3496503496503497,0.6745283018867926,0.06920205727045481,2018-19
2018-10-18,21800016,portland trail blazers,1.63,0.714506703553393,0.16464592679203038,290.5473189978434,1,183.0448109686413,1294.7930001592008,bet placed,0.6134969325153374,0.4672897196261682,0.5676392572944297,0.1468674462589633,2018-19
2018-10-19,21800017,orlando magic,1.96,0.5137756862055877,0.007000344962951877,0.0,0,0.0,1294.7930001592008,prob_diff_vs_book hors range (0.045),0.5102040816326531,0.5780346820809249,0.46883468834688347,0.0449409978587042,2018-19
2018-10-19,21800018,brooklyn nets,1.53,0.6862025538409415,0.04988990737664056,121.88132613182088,1,64.59710284986507,1359.3901030090658,bet placed,0.6535947712418301,0.4273504273504274,0.6046511627906976,0.0815513910502439,2018-19
2018-10-19,21800019,toronto raptors,1.62,0.6111174546737373,-0.009989723428545427,0.0,1,0.0,1359.3901030090658,prob_diff_vs_book hors range (0.041),0.6172839506172839,0.46511627906976744,0.5702917771883289,0.04082567748540844,2018-19
2018-10-19,21800020,memphis grizzlies,1.31,0.7641829394688491,0.0010796507041923586,0.0,1,0.0,1359.3901030090658,prob_diff_vs_book hors range (0.054),0.7633587786259541,0.3115264797507788,0.7101769911504424,0.05400594831840666,2018-19
2018-10-19,21800021,cleveland cavaliers,3.8,0.2701450926330927,0.026551352005752316,0.0,0,0.0,1359.3901030090658,prob_diff_vs_book hors range (0.026),0.2631578947368421,0.8130081300813008,0.24453280318091453,0.025612289452178194,2018-19
