date,game_id,team,odds,prob,ev,stake,won,gain,bankroll,comment
2022-10-18,22200001,boston celtics,1.63,0.6754354671508839,0.10095981145594068,0.0,1,0.0,1000.0,diff ev trop faible (0.120)
2022-10-18,22200002,golden state warriors,1.28,0.749695475138487,-0.04038979182273661,20.0,1,5.6000000000000005,1005.6,bet placed
2022-10-19,22200003,orlando magic,2.15,0.4119769129178377,-0.11424963722664894,0.0,0,0.0,1005.6,ev trop bas (-0.114)
2022-10-19,22200004,indiana pacers,2.06,0.47600845499647193,-0.01942258270726782,0.0,0,0.0,1005.6,diff ev trop faible (0.014)
2022-10-19,22200005,atlanta hawks,1.19,0.7995861414475874,-0.04849249167737102,0.0,1,0.0,1005.6,odds hors limites
2022-10-19,22200006,brooklyn nets,1.65,0.6074478898612742,0.0022890182711023943,0.0,0,0.0,1005.6,diff ev trop faible (0.028)
2022-10-19,22200007,chicago bulls,3.27,0.31154277461400043,0.01874487298778149,0.0,1,0.0,1005.6,odds hors limites
2022-10-19,22200008,toronto raptors,1.66,0.6191512003664761,0.027790992608350162,20.112000000000002,1,13.27392,1018.87392,bet placed
2022-10-19,22200009,memphis grizzlies,1.5,0.6983592137324978,0.04753882059874659,20.3774784,1,10.1887392,1029.0626592,bet placed
2022-10-19,22200010,oklahoma city thunder,5.08,0.19441718736729938,-0.012360688174119172,0.0,0,0.0,1029.0626592,odds hors limites
2022-10-19,22200011,charlotte hornets,1.85,0.5116597558621822,-0.053429451654962934,0.0,1,0.0,1029.0626592,diff proba trop faible (0.017)
2022-10-19,22200012,utah jazz,3.01,0.32179828809168715,-0.031387152844021715,0.0,1,0.0,1029.0626592,odds hors limites
2022-10-19,22200013,dallas mavericks,2.35,0.46431715289869346,0.09114530931192966,20.581253184,0,-20.581253184,1008.481406016,bet placed
2022-10-19,22200014,portland trail blazers,2.17,0.42849244177875145,-0.07017140134010935,0.0,1,0.0,1008.481406016,diff ev trop faible (0.004)
2022-10-20,22200015,philadelphia 76ers,1.53,0.6759631075544519,0.034223554558311386,20.169628120320002,0,-20.169628120320002,988.31177789568,bet placed
2022-10-20,22200016,los angeles clippers,1.47,0.6669625653869289,-0.019565028881214586,19.7662355579136,1,9.29013071221939,997.6019086078994,bet placed
2022-10-21,22200017,new orleans pelicans,1.33,0.7066669099862892,-0.06013300971823532,0.0,1,0.0,997.6019086078994,diff ev trop faible (0.076)
2022-10-21,22200018,indiana pacers,1.76,0.516015495692713,-0.09181272758082515,0.0,0,0.0,997.6019086078994,diff proba trop faible (0.046)
2022-10-21,22200019,washington wizards,1.7,0.5485402836885516,-0.06748151772946231,0.0,1,0.0,997.6019086078994,diff ev trop faible (0.044)
2022-10-21,22200020,atlanta hawks,1.22,0.7869761532907754,-0.039889092985254004,19.952038172157987,1,4.389448397874757,1001.9913570057741,bet placed
2022-10-21,22200021,brooklyn nets,1.64,0.6095048642596509,-0.00041202261417261354,20.039827140115484,1,12.825489369673909,1014.8168463754481,bet placed
2022-10-21,22200022,boston celtics,1.7,0.5916874002372767,0.00586858040337046,0.0,1,0.0,1014.8168463754481,diff ev trop faible (0.002)
2022-10-21,22200023,new york knicks,1.3,0.7507662958984709,-0.02400381533198781,20.296336927508964,1,6.0889010782526904,1020.9057474537008,bet placed
2022-10-21,22200024,memphis grizzlies,1.32,0.7725275499362839,0.019736365915894893,20.418114949074017,1,6.5337967837036866,1027.4395442374046,bet placed
2022-10-21,22200025,minnesota timberwolves,1.25,0.728358430287511,-0.08955196214061123,20.54879088474809,0,-20.54879088474809,1006.8907533526565,bet placed
2022-10-21,22200026,golden state warriors,1.41,0.700586205906628,-0.012173449671654568,20.13781506705313,0,-20.13781506705313,986.7529382856034,bet placed
2022-10-21,22200027,phoenix suns,1.43,0.6934009461301962,-0.008436647033819522,19.73505876571207,0,-19.73505876571207,967.0178795198913,bet placed
2022-10-22,22200028,san antonio spurs,7.08,0.1534511329376495,0.08643402119855859,0.0,1,0.0,967.0178795198913,odds hors limites
2022-10-22,22200029,indiana pacers,1.83,0.4814390069506233,-0.11896661728035929,0.0,1,0.0,967.0178795198913,diff proba trop faible (0.026)
2022-10-22,22200030,boston celtics,1.22,0.7875020698436894,-0.0392474747906989,0.0,1,0.0,967.0178795198913,diff ev trop faible (0.114)
2022-10-22,22200031,miami heat,1.57,0.6430376720349054,0.009569145094801446,19.340357590397826,1,11.024003826526762,978.041883346418,bet placed
2022-10-22,22200032,chicago bulls,1.94,0.5184578136970593,0.005808158572295108,0.0,0,0.0,978.041883346418,diff proba trop faible (0.003)
2022-10-22,22200033,houston rockets,6.85,0.13890276158915493,-0.04851608311428879,0.0,0,0.0,978.041883346418,odds hors limites
2022-10-22,22200034,memphis grizzlies,2.65,0.40044370582113015,0.0611758204259949,0.0,0,0.0,978.041883346418,odds hors limites
2022-10-22,22200035,denver nuggets,1.19,0.7547643228565473,-0.10183045580070882,0.0,1,0.0,978.041883346418,odds hors limites
2022-10-22,22200036,los angeles clippers,1.67,0.5861499563412987,-0.021129572910031147,19.56083766692836,1,13.105761236842,991.14764458326,bet placed
2022-10-23,22200037,los angeles lakers,1.53,0.5816953674388259,-0.11000608781859633,0.0,0,0.0,991.14764458326,ev trop bas (-0.110)
2022-10-23,22200038,atlanta hawks,1.18,0.7902759707220353,-0.06747435454799844,0.0,0,0.0,991.14764458326,odds hors limites
2022-10-23,22200039,cleveland cavaliers,1.59,0.5861114667028073,-0.06808276794253632,0.0,1,0.0,991.14764458326,diff ev trop faible (0.018)
2022-10-23,22200040,new orleans pelicans,1.27,0.7483777151162382,-0.04956030180237747,19.8229528916652,0,-19.8229528916652,971.3246916915948,bet placed
2022-10-23,22200041,minnesota timberwolves,1.19,0.7616503161305944,-0.09363612380459263,0.0,1,0.0,971.3246916915948,odds hors limites
2022-10-23,22200042,golden state warriors,1.18,0.8007386616393589,-0.05512837926555658,0.0,1,0.0,971.3246916915948,odds hors limites
2022-10-23,22200043,phoenix suns,1.8,0.5820204591525773,0.04763682647463918,0.0,1,0.0,971.3246916915948,diff ev trop faible (0.106)
2022-10-24,22200044,philadelphia 76ers,1.1,0.8595643664611795,-0.05447919689270242,0.0,1,0.0,971.3246916915948,odds hors limites
2022-10-24,22200045,miami heat,1.55,0.6447335528075853,-0.0006629931482428075,0.0,0,0.0,971.3246916915948,diff ev trop faible (0.117)
2022-10-24,22200046,new york knicks,1.28,0.7425240582776457,-0.049569205404613514,19.426493833831895,1,5.439418273472931,976.7641099650677,bet placed
