date,game_id,team,odds,prob,ev,stake,won,gain,bankroll,comment,prob_book,opp_prob_book,prob_book_norm,prob_diff_vs_book,season
2021-10-22,22100026,sacramento kings,2.88,0.32861717968328125,-0.05358252251215001,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.016),0.3472222222222222,0.7633587786259541,0.3126491646778043,0.015968015005476954,
2021-10-23,22100027,atlanta hawks,1.21,0.7896317627445786,-0.04454556707905999,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.047),0.8264462809917356,0.2857142857142857,0.743099787685775,0.046531975058803576,
2021-10-23,22100028,miami heat,1.52,0.5782056989456236,-0.12112733760265215,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.011),0.6578947368421053,0.4587155963302752,0.5891891891891893,-0.010983490243565708,
2021-10-23,22100029,toronto raptors,2.32,0.4076991373770351,-0.05413800128527857,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.021),0.4310344827586207,0.684931506849315,0.3862433862433863,0.021455751133648837,
2021-10-23,22100030,chicago bulls,1.21,0.7639908212587989,-0.07557110627685337,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.026),0.8264462809917356,0.29411764705882354,0.737527114967462,0.026463706291336875,
2021-10-23,22100031,minnesota timberwolves,1.23,0.6757295862880781,-0.1688526088656639,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.048),0.8130081300813008,0.3105590062111801,0.7235955056179776,-0.047865919329899476,
2021-10-23,22100032,san antonio spurs,2.83,0.3465372604794867,-0.019299552843052625,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.030),0.35335689045936397,0.7633587786259541,0.3164251207729469,0.03011213970653981,
2021-10-23,22100033,phoenix suns,2.11,0.43989574043405355,-0.0718199876841471,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.015),0.47393364928909953,0.641025641025641,0.4250681198910082,0.014827620543045372,
2021-10-23,22100034,los angeles clippers,1.48,0.6091143849464026,-0.09851071027932423,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.003),0.6756756756756757,0.4385964912280702,0.6063829787234042,0.0027314062229983893,
2021-10-24,22100035,brooklyn nets,1.17,0.8061606683802842,-0.0567920179950675,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.028),0.8547008547008548,0.24390243902439027,0.777988614800759,0.028172053579525236,
2021-10-24,22100036,new york knicks,1.1,0.8281685079022099,-0.08901464130756909,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.000),0.9090909090909091,0.18867924528301888,0.8281249999999999,4.350790220997158e-05,
2021-10-24,22100037,houston rockets,2.55,0.3663372471596712,-0.06584001974283848,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.014),0.3921568627450981,0.7194244604316548,0.35279187817258884,0.013545368987082362,
2021-10-24,22100038,philadelphia 76ers,1.15,0.7846360222239411,-0.09766857444246779,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.000),0.8695652173913044,0.23923444976076558,0.7842401500938087,0.0003958721301324797,
2021-10-24,22100039,sacramento kings,2.13,0.42334180333983135,-0.09828195888615932,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.001),0.4694835680751174,0.641025641025641,0.4227642276422764,0.0005775756975549551,
2021-10-24,22100040,los angeles lakers,1.41,0.6425477772557713,-0.09400763406936252,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.006),0.7092198581560284,0.4048582995951417,0.63659793814433,0.005949839111441313,
2021-10-25,22100041,charlotte hornets,1.94,0.48703580481705855,-0.05515053865490649,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.024),0.5154639175257733,0.5988023952095809,0.46260387811634346,0.02443192670071509,
2021-10-25,22100042,indiana pacers,1.96,0.4320667061407872,-0.15314925596405715,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.025),0.5102040816326531,0.6060606060606061,0.45706371191135736,-0.02499700577057018,
2021-10-25,22100043,atlanta hawks,1.11,0.8359078508387553,-0.0721422855689815,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.021),0.9009009009009008,0.20491803278688525,0.8146911519198665,0.021216698918888777,
2021-10-25,22100044,brooklyn nets,1.35,0.6995987559814256,-0.055541679425075374,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.029),0.7407407407407407,0.36363636363636365,0.6707317073170732,0.028867048664352413,
2021-10-25,22100045,miami heat,1.06,0.8592906989329936,-0.08915185913102674,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.000),0.9433962264150942,0.15384615384615385,0.8597883597883598,-0.0004976608553661777,
2021-10-25,22100046,toronto raptors,1.97,0.466209832418309,-0.08156663013593135,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.010),0.5076142131979695,0.6060606060606061,0.45580110497237564,0.010408727445933352,
2021-10-25,22100047,new orleans pelicans,2.63,0.30688507628324063,-0.1928922493750772,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.036),0.3802281368821293,0.7299270072992701,0.34249999999999997,-0.03561492371675934,
2021-10-25,22100048,denver nuggets,1.13,0.8233200161924338,-0.06964838170254994,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.031),0.8849557522123894,0.2320185614849188,0.7922794117647058,0.031040604427727936,
2021-10-25,22100049,portland trail blazers,2.03,0.47654115886064013,-0.032621447512900636,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.033),0.4926108374384237,0.6172839506172839,0.44383561643835623,0.032705542422283906,
2021-10-26,22100050,new york knicks,1.69,0.594639381593838,0.004940554893586135,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.067),0.591715976331361,0.5291005291005292,0.5279329608938548,0.06670642069998323,
2021-10-26,22100051,golden state warriors,1.15,0.7981646634523982,-0.08211063702974208,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.014),0.8695652173913044,0.23923444976076558,0.7842401500938087,0.013924513358589574,
2021-10-26,22100052,houston rockets,5.1,0.1822762172839786,-0.07039129185170911,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.004),0.19607843137254904,0.9009009009009008,0.17874396135265705,0.0035322559313215596,
2021-10-26,22100053,san antonio spurs,1.58,0.5960400081212797,-0.05825678716837812,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.029),0.6329113924050632,0.48309178743961356,0.5671232876712329,0.028916720450046784,
2021-10-26,22100054,denver nuggets,3.2,0.3139529863657216,0.004649556370309282,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.030),0.3125,0.7874015748031495,0.2841163310961969,0.029836655269524726,
2021-10-27,22100055,charlotte hornets,1.4,0.6296505483235518,-0.11848923234702746,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.042),0.7142857142857143,0.3484320557491289,0.6721311475409837,-0.04248059921743186,
2021-10-27,22100056,boston celtics,1.51,0.5997155371507751,-0.09442953890232963,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.028),0.6622516556291391,0.3921568627450981,0.6280788177339901,-0.028363280583215023,
2021-10-27,22100057,miami heat,2.34,0.4199989406199015,-0.0172024789494305,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.017),0.4273504273504274,0.6329113924050632,0.4030612244897959,0.016937716130105585,
2021-10-27,22100058,toronto raptors,1.77,0.5491194023122805,-0.028058657907263473,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.017),0.5649717514124294,0.49751243781094534,0.5317460317460317,0.01737337056624877,
2021-10-27,22100059,atlanta hawks,1.42,0.7021712797041966,-0.0029167828200409307,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.041),0.7042253521126761,0.36101083032490977,0.6610978520286396,0.041073427675556995,
2021-10-27,22100060,milwaukee bucks,1.38,0.6939593663928523,-0.04233607437786391,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.011),0.7246376811594204,0.33670033670033667,0.6827586206896552,0.011200745703197068,
2021-10-27,22100061,los angeles lakers,1.39,0.6850474749794765,-0.0477840097785277,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.014),0.7194244604316548,0.35211267605633806,0.6713947990543735,0.013652675925102997,
2021-10-27,22100062,phoenix suns,1.24,0.7804645491360002,-0.032223959071359776,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.019),0.8064516129032259,0.2531645569620253,0.7610789980732178,0.01938555106278239,
2021-10-27,22100063,portland trail blazers,1.68,0.5731407197033374,-0.03712359089839323,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.012),0.5952380952380952,0.46511627906976744,0.5613577023498694,0.011783017353467984,
2021-10-27,22100064,los angeles clippers,1.2,0.7812800620969896,-0.06246392548361246,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.001),0.8333333333333334,0.23255813953488372,0.7818181818181817,-0.0005381197211921096,
2021-10-28,22100065,detroit pistons,6.47,0.14289516873312058,-0.07546825829670989,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.002),0.1545595054095827,0.9090909090909091,0.1453104359313078,-0.0024152671981872154,
2021-10-28,22100066,atlanta hawks,1.5,0.6185136105643302,-0.07222958415350478,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.009),0.6666666666666666,0.3952569169960475,0.6277915632754342,-0.009277952711103987,
2021-10-28,22100067,new york knicks,1.99,0.48519778654926865,-0.03445640476695544,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.012),0.5025125628140703,0.5586592178770949,0.4735449735449735,0.01165281300429516,
2021-10-28,22100068,utah jazz,1.19,0.7743963329081427,-0.07846836383931022,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.015),0.8403361344537815,0.2247191011235955,0.7890070921985816,-0.014610759290438868,
2021-10-28,22100069,san antonio spurs,3.26,0.29830029286912707,-0.0275410452466458,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.010),0.3067484662576687,0.7575757575757576,0.28820960698689957,0.010090685882227501,
2021-10-28,22100070,golden state warriors,1.36,0.6824215503202509,-0.07190669156445872,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.008),0.7352941176470588,0.32894736842105265,0.6909090909090908,-0.008487540588839937,
2021-10-29,22100071,orlando magic,5.1,0.1952256684963343,-0.004349090668695155,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.011),0.19607843137254904,0.8695652173913044,0.18400000000000002,0.011225668496334273,
2021-10-29,22100072,brooklyn nets,1.2,0.797614706793105,-0.04286235184827403,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.012),0.8333333333333334,0.22727272727272727,0.7857142857142858,0.011900421078819168,
2021-10-29,22100073,miami heat,1.35,0.7116680813304269,-0.039248090203923613,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.013),0.7407407407407407,0.3194888178913738,0.6986607142857143,0.013007367044712614,
2021-10-29,22100074,sacramento kings,1.84,0.5142180435139987,-0.05383879993424234,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.002),0.5434782608695652,0.5181347150259068,0.5119363395225464,0.002281703991452333,
2021-10-29,22100075,denver nuggets,1.55,0.6424549674538099,-0.004194800446594593,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.045),0.6451612903225806,0.4347826086956522,0.5974025974025974,0.04505237005121254,
2021-10-29,22100076,los angeles clippers,2.25,0.4594162628027253,0.03368659130613194,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.047),0.4444444444444444,0.6329113924050632,0.41253263707571797,0.04688362572700733,
2021-10-29,22100077,los angeles lakers,1.3,0.7535931809151147,-0.02032886481035079,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.024),0.7692307692307692,0.2857142857142857,0.7291666666666667,0.024426514248447995,
2021-10-30,22100078,boston celtics,2.07,0.45091129998942486,-0.06661360902189062,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.007),0.48309178743961356,0.5714285714285714,0.4581151832460733,-0.007203883256648447,
2021-10-30,22100079,detroit pistons,1.39,0.6945812142325373,-0.034532112216773214,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.021),0.7194244604316548,0.3484320557491289,0.6737089201877935,0.020872294044743778,
2021-10-30,22100080,new york knicks,1.26,0.7734380489048305,-0.025468058379913616,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.025),0.7936507936507936,0.26666666666666666,0.748502994011976,0.024935054892854525,
2021-10-30,22100081,indiana pacers,1.65,0.5238705093395487,-0.1356136595897447,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.042),0.6060606060606061,0.46511627906976744,0.5657894736842105,-0.0419189643446618,
2021-10-30,22100082,philadelphia 76ers,1.6,0.5953964917903843,-0.04736561313538501,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.000),0.625,0.425531914893617,0.5949367088607596,0.00045978292962478573,
2021-10-30,22100087,denver nuggets,1.98,0.521475330470574,0.032521154331736524,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.041),0.5050505050505051,0.5464480874316939,0.48031496062992135,0.04116036984065269,
2021-10-30,22100088,phoenix suns,1.17,0.8136317647792675,-0.04805083520825715,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.016),0.8547008547008548,0.2173913043478261,0.7972270363951472,0.016404728384120215,
2021-10-31,22100089,dallas mavericks,1.57,0.6811564119705469,0.0694155667937586,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.074),0.6369426751592356,0.4115226337448559,0.6074999999999999,0.07365641197054695,
2021-10-31,22100090,charlotte hornets,2.07,0.45478145020690763,-0.05860239807170131,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.002),0.48309178743961356,0.5747126436781609,0.45669291338582685,-0.001911463178919215,
2021-10-31,22100091,utah jazz,1.46,0.6369213957498924,-0.0700947622051572,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.003),0.684931506849315,0.3846153846153846,0.6403940886699507,-0.0034726929200583623,
2021-10-31,22100092,brooklyn nets,1.11,0.8387562957371392,-0.06898051173177544,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.010),0.9009009009009008,0.16,0.8491847826086957,-0.010428486871556508,
2021-10-31,22100093,los angeles lakers,1.13,0.8279098274645402,-0.0644618949650696,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.005),0.8849557522123894,0.19047619047619047,0.822884012539185,0.005025814925355254,
2021-11-01,22100094,charlotte hornets,1.54,0.6618337561399471,0.01922398445551865,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.046),0.6493506493506493,0.4048582995951417,0.6159600997506234,0.045873656389323725,
2021-11-01,22100095,indiana pacers,1.68,0.5430809009475325,-0.08762408640814545,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.014),0.5952380952380952,0.47393364928909953,0.5567282321899736,-0.013647331242441108,
2021-11-01,22100096,portland trail blazers,1.97,0.5034819323508043,-0.008140593268915586,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.021),0.5076142131979695,0.5434782608695652,0.48293963254593175,0.020542299804872544,
2021-11-01,22100097,atlanta hawks,1.46,0.6872973459361884,0.0034541250668349566,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.047),0.684931506849315,0.3846153846153846,0.6403940886699507,0.046903257266237675,
2021-11-01,22100098,chicago bulls,2.17,0.4735611238357784,0.02762763872363916,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.034),0.4608294930875576,0.5882352941176471,0.43927648578811374,0.034284638047664684,
2021-11-01,22100099,new york knicks,1.31,0.7569107780675224,-0.008446880731545647,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.043),0.7633587786259541,0.3058103975535168,0.7139737991266375,0.042936978940884885,
2021-11-01,22100100,denver nuggets,2.01,0.5110744286143248,0.027259601514792786,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.046),0.49751243781094534,0.5714285714285714,0.4654255319148936,0.04564889669943123,
2021-11-01,22100101,minnesota timberwolves,1.25,0.740512790999517,-0.07435901125060385,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.014),0.8,0.2597402597402597,0.7549019607843138,-0.014389169784796874,
2021-11-01,22100102,los angeles clippers,1.13,0.8356550662757793,-0.055709775108369386,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.000),0.8849557522123894,0.17391304347826086,0.8357558139534885,-0.0001007476777091787,
2021-11-02,22100103,detroit pistons,2.55,0.35019606560965316,-0.1070000326953845,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.022),0.3921568627450981,0.6622516556291391,0.37192118226600984,-0.02172511665635668,
2021-11-02,22100104,dallas mavericks,2.17,0.47249623447364936,0.02531682880781916,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.036),0.4608294930875576,0.5952380952380952,0.4363636363636364,0.03613259811001296,
2021-11-02,22100105,sacramento kings,4.7,0.21308006458454623,0.0014763035473672748,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.016),0.2127659574468085,0.8695652173913044,0.19658119658119655,0.01649886800334968,
2021-11-02,22100106,phoenix suns,1.17,0.8177511043909684,-0.043231207862566956,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.001),0.8547008547008548,0.1923076923076923,0.8163265306122449,0.0014245737787235146,
2021-11-02,22100107,houston rockets,5.6,0.18241623155042286,0.02153089668236796,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.016),0.17857142857142858,0.8928571428571428,0.16666666666666669,0.015749564883756173,
2021-11-03,22100108,portland trail blazers,1.43,0.6624065180382329,-0.05275867920532695,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.015),0.6993006993006994,0.38167938931297707,0.6469135802469136,0.015492937791319328,
2021-11-03,22100109,new york knicks,1.86,0.5626338238002123,0.046498912268394976,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.052),0.5376344086021505,0.5154639175257733,0.5105263157894737,0.0521075080107386,
2021-11-03,22100110,boston celtics,1.37,0.7043634524800824,-0.035022070102287084,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.018),0.7299270072992701,0.3333333333333333,0.6864988558352403,0.01786459664484208,
2021-11-03,22100111,chicago bulls,2.1,0.46268836980070743,-0.028354423418514352,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.011),0.47619047619047616,0.5780346820809249,0.4516971279373368,0.010991241863370638,
2021-11-03,22100112,washington wizards,1.58,0.564302427524416,-0.1084021645114227,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.027),0.6329113924050632,0.4366812227074236,0.5917312661498708,-0.027428838625454866,
2021-11-03,22100113,brooklyn nets,1.49,0.6409406629336745,-0.04499841222882506,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.012),0.6711409395973155,0.3952569169960475,0.6293532338308457,0.011587429102828728,
2021-11-03,22100114,denver nuggets,1.82,0.5582797414651915,0.016069129466648624,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.045),0.5494505494505494,0.5208333333333334,0.5133689839572192,0.044910757507972354,
2021-11-03,22100115,los angeles clippers,1.7,0.5688357522531307,-0.032979221169677886,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.019),0.5882352941176471,0.4807692307692307,0.5502645502645503,0.01857120198858031,
2021-11-03,22100116,dallas mavericks,1.77,0.6051113355190595,0.07104706386873527,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.066),0.5649717514124294,0.48309178743961356,0.5390625,0.06604883551905949,
2021-11-03,22100117,golden state warriors,1.38,0.7215701086310201,-0.004233250089192286,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.044),0.7246376811594204,0.3448275862068966,0.677570093457944,0.04400001517307617,
2021-11-03,22100118,sacramento kings,1.41,0.6911052717080166,-0.02554156689169662,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.033),0.7092198581560284,0.36900369003690037,0.6577669902912622,0.033338281416754434,
2021-11-04,22100119,philadelphia 76ers,1.51,0.6273450793074068,-0.05270893024581569,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.004),0.6622516556291391,0.4,0.6234413965087281,0.003903682798678698,
2021-11-04,22100120,atlanta hawks,1.93,0.5026160605055021,-0.029951003224380934,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.013),0.5181347150259068,0.5405405405405405,0.48941798941798953,0.013198071087512586,
2021-11-04,22100121,miami heat,1.36,0.6961476964531237,-0.0532391328237517,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.005),0.7352941176470588,0.3278688524590164,0.691609977324263,0.0045377191288606955,
2021-11-04,22100122,houston rockets,6.1,0.15403440883160716,-0.06039010612719642,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.001),0.1639344262295082,0.9090909090909091,0.1527777777777778,0.0012566310538293657,
2021-11-04,22100123,los angeles lakers,1.14,0.8216267873110645,-0.06334546246538653,0.0,0,0.0,1089.3758942592335,prob_diff_vs_book hors range (0.004),0.8771929824561404,0.19607843137254904,0.8173076923076923,0.004319095003372242,
2021-11-05,22100124,brooklyn nets,1.18,0.7925251987929476,-0.06482026542432195,0.0,1,0.0,1089.3758942592335,prob_diff_vs_book hors range (-0.005),0.8474576271186441,0.2150537634408602,0.7975986277873071,-0.005073428994359475,
