gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203114,Khris,Middleton,K. Middleton,khris-middleton,F,,,38:57,6,12,0.5,2,5,0.4,3,4,0.75,1,4,5,3,1,1,0,2,17,0.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203507,Giannis,Antetokounmpo,G. Antetokounmpo,giannis-antetokounmpo,G,,,42:12,8,16,0.5,1,3,0.333,4,5,0.8,3,5,8,3,0,2,4,4,21,4.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,202328,Greg,Monroe,G. Monroe,greg-monroe,G,,,39:25,10,14,0.714,0,0,0.0,3,4,0.75,1,12,13,1,1,1,2,4,23,15.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,201573,Jerryd,Bayless,J. Bayless,jerryd-bayless,G,,,46:40,8,15,0.533,6,10,0.6,4,7,0.571,0,3,3,2,0,0,2,2,26,11.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203487,Michael,Carter-Williams,M. Carter-Williams,michael-carter-williams,G,,,22:38,2,3,0.667,0,0,0.0,2,4,0.5,0,2,2,5,3,2,2,5,6,10.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,202349,Greivis,Vasquez,G. Vasquez,greivis-vasquez,F,,,26:42,0,8,0.0,0,5,0.0,0,0,0.0,1,0,1,8,1,0,1,1,0,-3.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203101,Miles,Plumlee,M. Plumlee,miles-plumlee,,,,6:19,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,3,4,2,-5.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203948,Johnny,O'Bryant III,J. O'Bryant III,johnny-obryant-iii,G,,,17:02,3,4,0.75,0,0,0.0,2,2,1.0,1,1,2,1,0,1,0,1,8,13.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203142,Chris,Copeland,C. Copeland,chris-copeland,,,,0:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
0021500047,1610612749,Milwaukee,Bucks,MIL,bucks,203898,Tyler,Ennis,T. Ennis,tyler-ennis,,"DND - Post-Surgery, Right Shoulder",,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
