date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2020-10-12,Miami Heat,Los Angeles Lakers,93,106,3.00,1.40,https://www.oddsportal.com/basketball/usa/nba-2019-2020/miami-heat-los-angeles-lakers-ADUBvKor/,nba,NBA,2019/2020,"{""208.5"": {""label"": 208.5, ""odds_over"": 1.45, ""odds_under"": 2.7}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.83, ""odds_under"": 1.98}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.95, ""odds_under"": 1.88}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.05, ""odds_under"": 1.72}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.6, ""odds_under"": 1.48}}",
2020-10-10,Los Angeles Lakers,Miami Heat,108,111,1.30,3.63,https://www.oddsportal.com/basketball/usa/nba-2019-2020/los-angeles-lakers-miami-heat-IqLamQfL/,nba,NBA,2019/2020,"{""209.5"": {""label"": 209.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.7, ""odds_under"": 2.1}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.89, ""odds_under"": 1.92}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
2020-10-07,Miami Heat,Los Angeles Lakers,96,102,3.85,1.28,https://www.oddsportal.com/basketball/usa/nba-2019-2020/miami-heat-los-angeles-lakers-d0sANlJQ/,nba,NBA,2019/2020,"{""212.5"": {""label"": 212.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.7, ""odds_under"": 2.1}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""218.5"": {""label"": 218.5, ""odds_over"": 1.9, ""odds_under"": 1.91}, ""219.5"": {""label"": 219.5, ""odds_over"": 1.95, ""odds_under"": 1.88}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.05, ""odds_under"": 1.75}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""225.5"": {""label"": 225.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
2020-10-05,Miami Heat,Los Angeles Lakers,,115,4.23,1.23,https://www.oddsportal.com/basketball/usa/nba-2019-2020/miami-heat-los-angeles-lakers-2wr6OU3K/,nba,NBA,2019/2020,"{""213.5"": {""label"": 213.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.7, ""odds_under"": 2.1}, ""218.5"": {""label"": 218.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""219.5"": {""label"": 219.5, ""odds_over"": 1.89, ""odds_under"": 1.92}, ""220.5"": {""label"": 220.5, ""odds_over"": 1.95, ""odds_under"": 1.88}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.05, ""odds_under"": 1.75}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""226.5"": {""label"": 226.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
2020-10-03,Los Angeles Lakers,Miami Heat,,124,1.17,5.40,https://www.oddsportal.com/basketball/usa/nba-2019-2020/los-angeles-lakers-miami-heat-4hP2PAlE/,nba,NBA,2019/2020,"{""211.5"": {""label"": 211.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.05, ""odds_under"": 1.72}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""224.5"": {""label"": 224.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
2020-10-01,Los Angeles Lakers,Miami Heat,,116,1.52,2.64,https://www.oddsportal.com/basketball/usa/nba-2019-2020/los-angeles-lakers-miami-heat-2moK0RBD/,nba,NBA,2019/2020,"{""211.5"": {""label"": 211.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.72, ""odds_under"": 2.05}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.91, ""odds_under"": 1.9}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.05, ""odds_under"": 1.72}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.5, ""odds_under"": 1.5}}",
2020-09-28,Miami Heat,Boston Celtics,,125,2.28,1.65,https://www.oddsportal.com/basketball/usa/nba-2019-2020/miami-heat-boston-celtics-CjnGo3xS/,nba,NBA,2019/2020,"{""209.5"": {""label"": 209.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.7, ""odds_under"": 2.1}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.89, ""odds_under"": 1.92}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.95, ""odds_under"": 1.88}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.05, ""odds_under"": 1.75}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
2020-09-27,Los Angeles Lakers,Denver Nuggets,,117,1.48,2.73,https://www.oddsportal.com/basketball/usa/nba-2019-2020/los-angeles-lakers-denver-nuggets-rPkbbK7U/,nba,NBA,2019/2020,"{""210.5"": {""label"": 210.5, ""odds_over"": 1.45, ""odds_under"": 2.7}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.7, ""odds_under"": 2.1}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.95, ""odds_under"": 1.88}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.6, ""odds_under"": 1.48}}",
2020-09-26,Boston Celtics,Miami Heat,,121,1.62,2.38,https://www.oddsportal.com/basketball/usa/nba-2019-2020/boston-celtics-miami-heat-vyJEve9G/,nba,NBA,2019/2020,"{""207.5"": {""label"": 207.5, ""odds_over"": 1.45, ""odds_under"": 2.7}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.6, ""odds_under"": 1.48}}",
2020-09-25,Denver Nuggets,Los Angeles Lakers,108,114,3.05,1.40,https://www.oddsportal.com/basketball/usa/nba-2019-2020/denver-nuggets-los-angeles-lakers-4YSpXL4m/,nba,NBA,2019/2020,"{""207.5"": {""label"": 207.5, ""odds_over"": 1.45, ""odds_under"": 2.7}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.75, ""odds_under"": 2.05}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.91, ""odds_under"": 1.9}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.1, ""odds_under"": 1.7}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.7, ""odds_under"": 1.45}}",
