date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2010-06-18,Los Angeles Lakers,Boston Celtics,,83,1.33,3.40,https://www.oddsportal.com/basketball/usa/nba-2009-2010/los-angeles-lakers-boston-celtics-ABzVkkYg/,nba,NBA,2009/2010,"{""186.5"": {""label"": 186.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2010-06-16,Los Angeles Lakers,Boston Celtics,,89,1.38,3.15,https://www.oddsportal.com/basketball/usa/nba-2009-2010/los-angeles-lakers-boston-celtics-jTjtyRF7/,nba,NBA,2009/2010,"{""188.5"": {""label"": 188.5, ""odds_over"": 1.82, ""odds_under"": 2.0}}",
2010-06-14,Boston Celtics,Los Angeles Lakers,,92,1.76,2.10,https://www.oddsportal.com/basketball/usa/nba-2009-2010/boston-celtics-los-angeles-lakers-hMGa1eNG/,nba,NBA,2009/2010,"{""188.5"": {""label"": 188.5, ""odds_over"": 1.92, ""odds_under"": 1.9}}",
2010-06-11,Boston Celtics,Los Angeles Lakers,,96,1.56,2.51,https://www.oddsportal.com/basketball/usa/nba-2009-2010/boston-celtics-los-angeles-lakers-jq7Rntzm/,nba,NBA,2009/2010,"{""190.5"": {""label"": 190.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2010-06-09,Boston Celtics,Los Angeles Lakers,84,91,1.66,2.27,https://www.oddsportal.com/basketball/usa/nba-2009-2010/boston-celtics-los-angeles-lakers-dM7NmMKt/,nba,NBA,2009/2010,"{""191.5"": {""label"": 191.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.93, ""odds_under"": 1.87}}",
2010-06-07,Los Angeles Lakers,Boston Celtics,94,103,1.39,3.09,https://www.oddsportal.com/basketball/usa/nba-2009-2010/los-angeles-lakers-boston-celtics-nDuf5ljE/,nba,NBA,2009/2010,"{""192.5"": {""label"": 192.5, ""odds_over"": 1.88, ""odds_under"": 1.94}}",
2010-06-04,Los Angeles Lakers,Boston Celtics,,102,1.41,3.00,https://www.oddsportal.com/basketball/usa/nba-2009-2010/los-angeles-lakers-boston-celtics-Wbb5XX1A/,nba,NBA,2009/2010,"{""191.5"": {""label"": 191.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2010-05-30,Phoenix Suns,Los Angeles Lakers,103,111,1.78,2.07,https://www.oddsportal.com/basketball/usa/nba-2009-2010/phoenix-suns-los-angeles-lakers-f9Z4muTL/,nba,NBA,2009/2010,"{""217.5"": {""label"": 217.5, ""odds_over"": 1.89, ""odds_under"": 1.92}}",
2010-05-29,Boston Celtics,Orlando Magic,,96,1.63,2.33,https://www.oddsportal.com/basketball/usa/nba-2009-2010/boston-celtics-orlando-magic-G6QTdVI8/,nba,NBA,2009/2010,"{""187.5"": {""label"": 187.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2010-05-28,Los Angeles Lakers,Phoenix Suns,,103,1.25,4.08,https://www.oddsportal.com/basketball/usa/nba-2009-2010/los-angeles-lakers-phoenix-suns-lMTXgs1a/,nba,NBA,2009/2010,"{""216.5"": {""label"": 216.5, ""odds_over"": 1.92, ""odds_under"": 1.9}}",
