date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2012-06-22,Miami Heat,Oklahoma City Thunder,,121,1.60,2.48,https://www.oddsportal.com/basketball/usa/nba-2011-2012/miami-heat-oklahoma-city-thunder-ttsKmp3f/,nba,NBA,2011/2012,"{""187.5"": {""label"": 187.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""194.5"": {""label"": 194.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""199.5"": {""label"": 199.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""200.5"": {""label"": 200.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-20,Miami Heat,Oklahoma City Thunder,,104,1.69,2.27,https://www.oddsportal.com/basketball/usa/nba-2011-2012/miami-heat-oklahoma-city-thunder-C8qu88p2/,nba,NBA,2011/2012,"{""186.5"": {""label"": 186.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""199.5"": {""label"": 199.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-18,Miami Heat,Oklahoma City Thunder,,91,1.54,2.63,https://www.oddsportal.com/basketball/usa/nba-2011-2012/miami-heat-oklahoma-city-thunder-YHpy9lVe/,nba,NBA,2011/2012,"{""186.5"": {""label"": 186.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""187.5"": {""label"": 187.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""194.5"": {""label"": 194.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""195.5"": {""label"": 195.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""199.5"": {""label"": 199.5, ""odds_over"": 2.62, ""odds_under"": 1.44}, ""200.5"": {""label"": 200.5, ""odds_over"": 2.65, ""odds_under"": 1.43}}",
2012-06-15,Oklahoma City Thunder,Miami Heat,96,100,1.47,2.80,https://www.oddsportal.com/basketball/usa/nba-2011-2012/oklahoma-city-thunder-miami-heat-GtjW9UFk/,nba,NBA,2011/2012,"{""188.5"": {""label"": 188.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.48, ""odds_under"": 2.54}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.54, ""odds_under"": 2.35}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.68, ""odds_under"": 2.08}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""194.5"": {""label"": 194.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""195.5"": {""label"": 195.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""196.5"": {""label"": 196.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.08, ""odds_under"": 1.68}, ""199.5"": {""label"": 199.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""200.5"": {""label"": 200.5, ""odds_over"": 2.35, ""odds_under"": 1.54}, ""201.5"": {""label"": 201.5, ""odds_over"": 2.54, ""odds_under"": 1.48}, ""202.5"": {""label"": 202.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-13,Oklahoma City Thunder,Miami Heat,,105,1.42,2.95,https://www.oddsportal.com/basketball/usa/nba-2011-2012/oklahoma-city-thunder-miami-heat-xjiSAA0q/,nba,NBA,2011/2012,"{""188.5"": {""label"": 188.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""189.5"": {""label"": 189.5, ""odds_over"": 1.52, ""odds_under"": 2.4}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""191.5"": {""label"": 191.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""194.5"": {""label"": 194.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""195.5"": {""label"": 195.5, ""odds_over"": 1.93, ""odds_under"": 1.87}, ""196.5"": {""label"": 196.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""197.5"": {""label"": 197.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""198.5"": {""label"": 198.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""199.5"": {""label"": 199.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""200.5"": {""label"": 200.5, ""odds_over"": 2.4, ""odds_under"": 1.52}, ""201.5"": {""label"": 201.5, ""odds_over"": 2.6, ""odds_under"": 1.47}}",
2012-06-10,Miami Heat,Boston Celtics,,101,1.21,4.60,https://www.oddsportal.com/basketball/usa/nba-2011-2012/miami-heat-boston-celtics-YgniY92M/,nba,NBA,2011/2012,"{""172.5"": {""label"": 172.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""173.5"": {""label"": 173.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""174.5"": {""label"": 174.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""175.5"": {""label"": 175.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""176.5"": {""label"": 176.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""177.5"": {""label"": 177.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""178.5"": {""label"": 178.5, ""odds_over"": 1.87, ""odds_under"": 1.93}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""180.5"": {""label"": 180.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""181.5"": {""label"": 181.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""182.5"": {""label"": 182.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""183.5"": {""label"": 183.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""184.5"": {""label"": 184.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""185.5"": {""label"": 185.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-08,Boston Celtics,Miami Heat,79,98,2.06,1.79,https://www.oddsportal.com/basketball/usa/nba-2011-2012/boston-celtics-miami-heat-hrLwTmIO/,nba,NBA,2011/2012,"{""173.5"": {""label"": 173.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""174.5"": {""label"": 174.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""175.5"": {""label"": 175.5, ""odds_over"": 1.55, ""odds_under"": 2.29}, ""176.5"": {""label"": 176.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""177.5"": {""label"": 177.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""178.5"": {""label"": 178.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.95, ""odds_under"": 1.83}, ""181.5"": {""label"": 181.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""182.5"": {""label"": 182.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""183.5"": {""label"": 183.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""184.5"": {""label"": 184.5, ""odds_over"": 2.29, ""odds_under"": 1.55}, ""185.5"": {""label"": 185.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""186.5"": {""label"": 186.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-07,Oklahoma City Thunder,San Antonio Spurs,,107,1.44,2.85,https://www.oddsportal.com/basketball/usa/nba-2011-2012/oklahoma-city-thunder-san-antonio-spurs-xYoi3ZIc/,nba,NBA,2011/2012,"{""196.5"": {""label"": 196.5, ""odds_over"": 1.44, ""odds_under"": 2.62}, ""197.5"": {""label"": 197.5, ""odds_over"": 1.48, ""odds_under"": 2.54}, ""198.5"": {""label"": 198.5, ""odds_over"": 1.54, ""odds_under"": 2.35}, ""199.5"": {""label"": 199.5, ""odds_over"": 1.61, ""odds_under"": 2.2}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.68, ""odds_under"": 2.08}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""205.5"": {""label"": 205.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""206.5"": {""label"": 206.5, ""odds_over"": 2.08, ""odds_under"": 1.68}, ""207.5"": {""label"": 207.5, ""odds_over"": 2.2, ""odds_under"": 1.61}, ""208.5"": {""label"": 208.5, ""odds_over"": 2.35, ""odds_under"": 1.54}, ""209.5"": {""label"": 209.5, ""odds_over"": 2.54, ""odds_under"": 1.48}, ""210.5"": {""label"": 210.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
2012-06-06,Miami Heat,Boston Celtics,90,94,1.23,4.25,https://www.oddsportal.com/basketball/usa/nba-2011-2012/miami-heat-boston-celtics-Y7qUNisb/,nba,NBA,2011/2012,"{""172.5"": {""label"": 172.5, ""odds_over"": 1.41, ""odds_under"": 2.7}, ""173.5"": {""label"": 173.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""174.5"": {""label"": 174.5, ""odds_over"": 1.52, ""odds_under"": 2.4}, ""175.5"": {""label"": 175.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""176.5"": {""label"": 176.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""177.5"": {""label"": 177.5, ""odds_over"": 1.74, ""odds_under"": 2.02}, ""178.5"": {""label"": 178.5, ""odds_over"": 1.8, ""odds_under"": 1.98}, ""179.5"": {""label"": 179.5, ""odds_over"": 1.88, ""odds_under"": 1.94}, ""180.5"": {""label"": 180.5, ""odds_over"": 1.98, ""odds_under"": 1.8}, ""181.5"": {""label"": 181.5, ""odds_over"": 2.02, ""odds_under"": 1.74}, ""182.5"": {""label"": 182.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""183.5"": {""label"": 183.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""184.5"": {""label"": 184.5, ""odds_over"": 2.4, ""odds_under"": 1.52}, ""185.5"": {""label"": 185.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""186.5"": {""label"": 186.5, ""odds_over"": 2.7, ""odds_under"": 1.41}}",
2012-06-05,San Antonio Spurs,Oklahoma City Thunder,103,108,1.43,2.88,https://www.oddsportal.com/basketball/usa/nba-2011-2012/san-antonio-spurs-oklahoma-city-thunder-KIx9BuMN/,nba,NBA,2011/2012,"{""194.5"": {""label"": 194.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""195.5"": {""label"": 195.5, ""odds_over"": 1.52, ""odds_under"": 2.4}, ""196.5"": {""label"": 196.5, ""odds_over"": 1.57, ""odds_under"": 2.25}, ""197.5"": {""label"": 197.5, ""odds_over"": 1.66, ""odds_under"": 2.1}, ""198.5"": {""label"": 198.5, ""odds_over"": 1.71, ""odds_under"": 2.04}, ""199.5"": {""label"": 199.5, ""odds_over"": 1.76, ""odds_under"": 2.0}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.83, ""odds_under"": 1.95}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.94, ""odds_under"": 1.86}, ""202.5"": {""label"": 202.5, ""odds_over"": 2.0, ""odds_under"": 1.76}, ""203.5"": {""label"": 203.5, ""odds_over"": 2.04, ""odds_under"": 1.71}, ""204.5"": {""label"": 204.5, ""odds_over"": 2.1, ""odds_under"": 1.66}, ""205.5"": {""label"": 205.5, ""odds_over"": 2.25, ""odds_under"": 1.57}, ""206.5"": {""label"": 206.5, ""odds_over"": 2.4, ""odds_under"": 1.52}, ""207.5"": {""label"": 207.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""208.5"": {""label"": 208.5, ""odds_over"": 2.62, ""odds_under"": 1.44}}",
