date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2009-06-15,Orlando Magic,Los Angeles Lakers,86,99,1.60,2.44,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-los-angeles-lakers-MaM8CmkD/,nba,NBA,2008/2009,"{""198.5"": {""label"": 198.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-06-12,Orlando Magic,Los Angeles Lakers,91,99,1.81,2.01,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-los-angeles-lakers-jJAFL6sL/,nba,NBA,2008/2009,"{""200.5"": {""label"": 200.5, ""odds_over"": 1.92, ""odds_under"": 1.89}}",
2009-06-10,Orlando Magic,Los Angeles Lakers,,108,1.48,2.75,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-los-angeles-lakers-8fLAMnSE/,nba,NBA,2008/2009,"{""198.5"": {""label"": 198.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2009-06-08,Los Angeles Lakers,Orlando Magic,,101,1.31,3.75,https://www.oddsportal.com/basketball/usa/nba-2008-2009/los-angeles-lakers-orlando-magic-U3M6NSC8/,nba,NBA,2008/2009,"{""202.5"": {""label"": 202.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2009-06-05,Los Angeles Lakers,Orlando Magic,,100,1.33,3.46,https://www.oddsportal.com/basketball/usa/nba-2008-2009/los-angeles-lakers-orlando-magic-byAfcqz8/,nba,NBA,2008/2009,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.93, ""odds_under"": 1.88}}",
2009-05-31,Orlando Magic,Cleveland Cavaliers,,103,1.75,2.14,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-cleveland-cavaliers-MT7X2JKh/,nba,NBA,2008/2009,"{""192.5"": {""label"": 192.5, ""odds_over"": 1.96, ""odds_under"": 1.86}}",
2009-05-30,Denver Nuggets,Los Angeles Lakers,92,119,1.44,2.83,https://www.oddsportal.com/basketball/usa/nba-2008-2009/denver-nuggets-los-angeles-lakers-pOUlpAn3/,nba,NBA,2008/2009,"{""208.5"": {""label"": 208.5, ""odds_over"": 1.85, ""odds_under"": 1.97}}",
2009-05-29,Cleveland Cavaliers,Orlando Magic,,112,1.22,4.33,https://www.oddsportal.com/basketball/usa/nba-2008-2009/cleveland-cavaliers-orlando-magic-SWiOAJCN/,nba,NBA,2008/2009,"{""190.5"": {""label"": 190.5, ""odds_over"": 1.91, ""odds_under"": 1.91}}",
2009-05-28,Los Angeles Lakers,Denver Nuggets,,103,1.37,3.23,https://www.oddsportal.com/basketball/usa/nba-2008-2009/los-angeles-lakers-denver-nuggets-4vlYpWg3/,nba,NBA,2008/2009,"{""209.5"": {""label"": 209.5, ""odds_over"": 1.89, ""odds_under"": 1.93}}",
2009-05-27,Orlando Magic,Cleveland Cavaliers,,116,2.03,1.82,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-cleveland-cavaliers-ADCBIWLe/,nba,NBA,2008/2009,"{""187.5"": {""label"": 187.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""188.5"": {""label"": 188.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-05-26,Denver Nuggets,Los Angeles Lakers,,120,1.48,2.75,https://www.oddsportal.com/basketball/usa/nba-2008-2009/denver-nuggets-los-angeles-lakers-GjD7JC6k/,nba,NBA,2008/2009,"{""208.5"": {""label"": 208.5, ""odds_over"": 1.87, ""odds_under"": 1.95}}",
2009-05-25,Orlando Magic,Cleveland Cavaliers,,99,1.80,2.01,https://www.oddsportal.com/basketball/usa/nba-2008-2009/orlando-magic-cleveland-cavaliers-I5f4Khiq/,nba,NBA,2008/2009,"{""189.5"": {""label"": 189.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""190.5"": {""label"": 190.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-05-24,Denver Nuggets,Los Angeles Lakers,97,103,1.57,2.43,https://www.oddsportal.com/basketball/usa/nba-2008-2009/denver-nuggets-los-angeles-lakers-COHyPYrS/,nba,NBA,2008/2009,"{""211.5"": {""label"": 211.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-05-23,Cleveland Cavaliers,Orlando Magic,,96,1.14,6.00,https://www.oddsportal.com/basketball/usa/nba-2008-2009/cleveland-cavaliers-orlando-magic-UFfPPETL/,nba,NBA,2008/2009,"{""188.5"": {""label"": 188.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2009-05-22,Los Angeles Lakers,Denver Nuggets,103,106,1.39,3.13,https://www.oddsportal.com/basketball/usa/nba-2008-2009/los-angeles-lakers-denver-nuggets-MoeaPfEF/,nba,NBA,2008/2009,"{""210.5"": {""label"": 210.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-05-21,Cleveland Cavaliers,Orlando Magic,106,107,1.19,4.88,https://www.oddsportal.com/basketball/usa/nba-2008-2009/cleveland-cavaliers-orlando-magic-nT2nSdUd/,nba,NBA,2008/2009,"{""184.5"": {""label"": 184.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2009-05-20,Los Angeles Lakers,Denver Nuggets,,105,1.32,3.55,https://www.oddsportal.com/basketball/usa/nba-2008-2009/los-angeles-lakers-denver-nuggets-U7jd3Did/,nba,NBA,2008/2009,"{""213.5"": {""label"": 213.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
