date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2018-04-25,Boston Celtics,Milwaukee Bucks,,92,1.51,2.63,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-hYN8Kg9P/,nba,NBA,2017/2018,"{""202.5"": {""label"": 202.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-24,Utah Jazz,Oklahoma City Thunder,,113,1.48,2.70,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-faDLuLsM/,nba,NBA,2017/2018,"{""207.5"": {""label"": 207.5, ""odds_over"": 1.91, ""odds_under"": 1.91}}",
2018-04-24,Minnesota Timberwolves,Houston Rockets,100,119,3.10,1.39,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-0xEHt1SF/,nba,NBA,2017/2018,"{""217.5"": {""label"": 217.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-23,Indiana Pacers,Cleveland Cavaliers,100,104,2.02,1.82,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-GYqDq3rc/,nba,NBA,2017/2018,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-23,Washington Wizards,Toronto Raptors,,106,2.03,1.81,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-2VeVKJ5d/,nba,NBA,2017/2018,"{""216.5"": {""label"": 216.5, ""odds_over"": 1.91, ""odds_under"": 1.91}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.95, ""odds_under"": 1.87}}",
2018-04-22,San Antonio Spurs,Golden State Warriors,,103,3.35,1.34,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-Eqfhza5q/,nba,NBA,2017/2018,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-22,Milwaukee Bucks,Boston Celtics,,104,1.42,2.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MoFDssD9/,nba,NBA,2017/2018,"{""203.5"": {""label"": 203.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-22,Utah Jazz,Oklahoma City Thunder,,115,1.44,2.80,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-Uwugv86H/,nba,NBA,2017/2018,"{""206.5"": {""label"": 206.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2018-04-22,Minnesota Timberwolves,Houston Rockets,,121,3.08,1.40,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-04zkuliB/,nba,NBA,2017/2018,"{""216.5"": {""label"": 216.5, ""odds_over"": 1.9, ""odds_under"": 1.92}}",
2018-04-21,New Orleans Pelicans,Portland Trail Blazers,,131,1.36,3.23,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-82HPvucS/,nba,NBA,2017/2018,"{""216.5"": {""label"": 216.5, ""odds_over"": 1.73, ""odds_under"": 1.73}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.73, ""odds_under"": 1.73}}",
2018-04-21,Miami Heat,Philadelphia 76ers,102,106,2.48,1.57,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-fPrHrNc3/,nba,NBA,2017/2018,"{""212.5"": {""label"": 212.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-21,Milwaukee Bucks,Boston Celtics,,116,1.43,2.88,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MDyotUy5/,nba,NBA,2017/2018,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-21,Washington Wizards,Toronto Raptors,,122,1.87,1.94,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-YiqYrWin/,nba,NBA,2017/2018,"{""217.5"": {""label"": 217.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-21,Indiana Pacers,Cleveland Cavaliers,,92,1.81,2.03,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-SErxrj7h/,nba,NBA,2017/2018,"{""209.5"": {""label"": 209.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-20,San Antonio Spurs,Golden State Warriors,97,110,2.45,1.58,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-lSiRLajj/,nba,NBA,2017/2018,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.91, ""odds_under"": 1.91}}",
2018-04-20,New Orleans Pelicans,Portland Trail Blazers,,119,1.61,2.41,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-632MMuyp/,nba,NBA,2017/2018,"{""215.5"": {""label"": 215.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-20,Miami Heat,Philadelphia 76ers,108,128,2.22,1.69,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-vkntsAMb/,nba,NBA,2017/2018,"{""213.5"": {""label"": 213.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-19,Houston Rockets,Minnesota Timberwolves,,102,1.13,6.35,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-MDFFQlxI/,nba,NBA,2017/2018,"{""214.5"": {""label"": 214.5, ""odds_over"": 1.91, ""odds_under"": 1.91}}",
2018-04-19,Oklahoma City Thunder,Utah Jazz,95,102,1.56,2.50,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-GzFJP8iO/,nba,NBA,2017/2018,"{""207.5"": {""label"": 207.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-19,Cleveland Cavaliers,Indiana Pacers,,100,1.23,4.33,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-neN2Tjha/,nba,NBA,2017/2018,"{""212.5"": {""label"": 212.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-18,Portland Trail Blazers,New Orleans Pelicans,102,111,1.34,3.33,https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-fRDNOS6U/,nba,NBA,2017/2018,"{""214.5"": {""label"": 214.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-18,Boston Celtics,Milwaukee Bucks,,120,1.85,1.96,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-8ABBRUMB/,nba,NBA,2017/2018,"{""199.5"": {""label"": 199.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-18,Toronto Raptors,Washington Wizards,,130,1.32,3.48,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-vVNbUWxg/,nba,NBA,2017/2018,"{""213.5"": {""label"": 213.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-17,Golden State Warriors,San Antonio Spurs,,116,1.15,5.70,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-f1pUqCxt/,nba,NBA,2017/2018,"{""204.5"": {""label"": 204.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-17,Philadelphia 76ers,Miami Heat,103,113,1.32,3.45,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-QoM6SA75/,nba,NBA,2017/2018,"{""215.5"": {""label"": 215.5, ""odds_over"": 1.9, ""odds_under"": 1.9}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
2018-04-16,Houston Rockets,Minnesota Timberwolves,,104,1.09,8.13,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-SjftCkNO/,nba,NBA,2017/2018,"{""215.5"": {""label"": 215.5, ""odds_over"": 1.9, ""odds_under"": 1.92}}",
2018-04-16,Oklahoma City Thunder,Utah Jazz,,116,1.48,2.70,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-tfrOzZaP/,nba,NBA,2017/2018,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.91, ""odds_under"": 1.91}}",
2018-04-15,Cleveland Cavaliers,Indiana Pacers,80,98,1.27,3.93,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-hY1TEiw6/,nba,NBA,2017/2018,"{""212.5"": {""label"": 212.5, ""odds_over"": 1.92, ""odds_under"": 1.9}}",
2018-04-15,Boston Celtics,Milwaukee Bucks,,113,1.57,2.48,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-l0exDV7I/,nba,NBA,2017/2018,"{""200.5"": {""label"": 200.5, ""odds_over"": 1.93, ""odds_under"": 1.89}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.93, ""odds_under"": 1.89}}",
2018-04-15,Portland Trail Blazers,New Orleans Pelicans,95,97,1.42,2.90,https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-IFZkWh8t/,nba,NBA,2017/2018,"{""217.5"": {""label"": 217.5, ""odds_over"": 1.9, ""odds_under"": 1.9}}",
