gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022000002,1610612746,LA,Clippers,LAC,clippers,202695,Kawhi,Leonard,K. Leonard,kawhi-leonard,F,,,34:00,117.8,117.8,113.3,113.3,4.5,4.5,0.136,1.0,8.8,0.0,0.069,0.03,8.8,0.404,0.461,0.365,0.365,104.47,104.47,87.05,73.0,0.069
0022000002,1610612746,LA,Clippers,LAC,clippers,201587,Nicolas,Batum,N. Batum,nicolas-batum,F,,,28:10,116.7,116.7,120.0,120.0,-3.3,-3.3,0.24,6.0,54.5,0.031,0.227,0.111,9.1,0.375,0.375,0.071,0.071,102.24,102.24,85.2,60.0,0.093
0022000002,1610612746,LA,Clippers,LAC,clippers,201586,Serge,Ibaka,S. Ibaka,serge-ibaka,C,,,20:32,95.6,95.6,108.5,108.5,-13.0,-13.0,0.0,0.0,0.0,0.1,0.222,0.158,10.0,0.857,0.815,0.208,0.208,107.52,107.52,89.6,45.0,0.166
0022000002,1610612746,LA,Clippers,LAC,clippers,202331,Paul,George,P. George,paul-george,G,,,35:46,113.8,113.8,94.9,94.9,18.9,18.9,0.143,0.6,11.5,0.0,0.171,0.085,19.2,0.861,0.874,0.267,0.267,106.02,106.02,88.35,80.0,0.228
0022000002,1610612746,LA,Clippers,LAC,clippers,201976,Patrick,Beverley,P. Beverley,patrick-beverley,G,,,22:07,126.1,126.1,104.3,104.3,21.7,21.7,0.188,1.5,21.4,0.167,0.125,0.15,14.3,0.556,0.556,0.2,0.2,99.83,99.83,83.2,46.0,0.072
0022000002,1610612746,LA,Clippers,LAC,clippers,1627826,Ivica,Zubac,I. Zubac,ivica-zubac,,,,26:31,123.7,123.7,96.6,96.6,27.2,27.2,0.042,1.0,11.1,0.097,0.115,0.105,11.1,0.8,0.814,0.114,0.114,105.9,105.9,88.25,59.0,0.116
0022000002,1610612746,LA,Clippers,LAC,clippers,202335,Patrick,Patterson,P. Patterson,patrick-patterson,,,,19:37,104.5,104.5,84.1,84.1,20.5,20.5,0.059,1.0,14.3,0.053,0.095,0.075,14.3,0.3,0.3,0.125,0.125,107.7,107.7,89.75,44.0,0.025
0022000002,1610612746,LA,Clippers,LAC,clippers,101150,Lou,Williams,L. Williams,lou-williams,,,,25:56,103.4,103.4,101.7,101.7,1.7,1.7,0.143,3.0,21.4,0.0,0.071,0.034,7.1,0.556,0.533,0.164,0.164,107.32,107.32,89.44,58.0,0.069
0022000002,1610612746,LA,Clippers,LAC,clippers,1628379,Luke,Kennard,L. Kennard,luke-kennard,,,,21:03,115.9,115.9,114.9,114.9,1.0,1.0,0.111,2.0,22.2,0.0,0.1,0.051,11.1,0.333,0.333,0.14,0.14,103.73,103.73,86.44,44.0,0.032
0022000002,1610612746,LA,Clippers,LAC,clippers,1629611,Terance,Mann,T. Mann,terance-mann,,,,1:03,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,92.01,92.01,76.68,2.0,-0.333
0022000002,1610612746,LA,Clippers,LAC,clippers,202704,Reggie,Jackson,R. Jackson,reggie-jackson,,,,3:21,22.2,22.2,37.5,37.5,-15.3,-15.3,0.0,0.0,0.0,0.0,0.2,0.083,0.0,0.0,0.0,0.333,0.333,121.79,121.79,101.49,9.0,-3.0
0022000002,1610612746,LA,Clippers,LAC,clippers,1629662,Mfiondu,Kabengele,M. Kabengele,mfiondu-kabengele,,,,0:57,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92,75.92,63.27,2.0,0.0
0022000002,1610612746,LA,Clippers,LAC,clippers,1629599,Amir,Coffey,A. Coffey,amir-coffey,,,,0:57,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92,75.92,63.27,2.0,0.0
0022000002,1610612746,LA,Clippers,LAC,clippers,1630187,Daniel,Oturu,D. Oturu,daniel-oturu,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,2544,LeBron,James,L. James,lebron-james,F,,,28:21,103.1,103.1,100.0,100.0,3.1,3.1,0.294,1.25,17.2,0.067,0.094,0.081,13.8,0.5,0.548,0.343,0.343,108.36,108.36,90.3,64.0,0.122
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,203076,Anthony,Davis,A. Davis,anthony-davis,F,,,30:53,107.5,107.5,131.3,131.3,-23.9,-23.9,0.118,0.5,9.1,0.0,0.212,0.115,18.2,0.533,0.567,0.278,0.278,104.13,104.13,86.78,67.0,0.118
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,201188,Marc,Gasol,M. Gasol,marc-gasol,C,,,12:02,124.0,124.0,150.0,150.0,-26.0,-26.0,0.077,1.0,50.0,0.0,0.111,0.056,50.0,0.0,0.0,0.04,0.04,101.72,101.72,84.76,25.0,-0.058
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,203484,Kentavious,Caldwell-Pope,K. Caldwell-Pope,kentavious-caldwell-pope,G,,,23:03,116.7,116.7,130.0,130.0,-13.3,-13.3,0.053,0.5,11.1,0.0,0.083,0.049,22.2,0.625,0.781,0.16,0.16,102.04,102.04,85.03,48.0,0.086
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,203471,Dennis,Schröder,D. Schröder,dennis-schröder,G,,,27:48,104.8,104.8,121.0,121.0,-16.1,-16.1,0.421,8.0,30.8,0.036,0.423,0.222,3.8,0.4,0.418,0.265,0.265,107.05,107.05,89.21,62.0,0.142
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1626149,Montrezl,Harrell,M. Harrell,montrezl-harrell,,,,32:15,97.1,97.1,98.6,98.6,-1.5,-1.5,0.188,3.0,23.1,0.129,0.158,0.145,7.7,0.857,0.843,0.127,0.127,105.67,105.67,88.06,70.0,0.249
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,202083,Wesley,Matthews,W. Matthews,wesley-matthews,,,,11:06,58.3,58.3,133.3,133.3,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.071,103.78,103.78,86.49,24.0,-0.034
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1628398,Kyle,Kuzma,K. Kuzma,kyle-kuzma,,,,26:38,93.2,93.2,91.5,91.5,1.7,1.7,0.0,0.0,0.0,0.0,0.034,0.017,14.3,0.591,0.631,0.206,0.206,106.33,106.33,88.61,59.0,0.093
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,202693,Markieff,Morris,M. Morris,markieff-morris,,,,19:00,104.7,104.7,72.1,72.1,32.6,32.6,0.071,0.0,20.0,0.056,0.136,0.1,0.0,0.5,0.579,0.083,0.083,108.63,108.63,90.53,43.0,0.12
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1627936,Alex,Caruso,A. Caruso,alex-caruso,,,,16:40,108.6,108.6,97.2,97.2,11.3,11.3,0.1,0.33,11.1,0.0,0.083,0.054,33.3,0.3,0.3,0.211,0.211,102.24,102.24,85.2,35.0,-0.021
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1629659,Talen,Horton-Tucker,T. Horton-Tucker,talen-horton-tucker,,,,10:51,147.6,147.6,100.0,100.0,47.6,47.6,0.0,0.0,0.0,0.0,0.071,0.059,25.0,1.0,1.042,0.182,0.182,99.54,99.54,82.95,21.0,0.101
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1626188,Quinn,Cook,Q. Cook,quinn-cook,,,,1:23,200.0,200.0,66.7,66.7,133.3,133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,86.75,72.29,2.0,0.0
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,201162,Jared,Dudley,J. Dudley,jared-dudley,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022000002,1610612747,Los Angeles,Lakers,LAL,lakers,1628035,Alfonzo,McKinnie,A. McKinnie,alfonzo-mckinnie,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022000001,1610612744,Golden State,Warriors,GSW,warriors,203952,Andrew,Wiggins,A. Wiggins,andrew-wiggins,F,,,31:14,76.4,76.4,118.6,118.6,-42.2,-42.2,0.071,0.25,4.3,0.0,0.063,0.026,17.4,0.313,0.366,0.259,0.259,109.11,109.11,90.93,72.0,-0.044
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1629672,Eric,Paschall,E. Paschall,eric-paschall,F,,,21:33,75.5,75.5,127.5,127.5,-51.9,-51.9,0.0,0.0,0.0,0.036,0.0,0.02,0.0,0.417,0.436,0.127,0.127,111.37,111.37,92.81,49.0,0.012
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1630164,James,Wiseman,J. Wiseman,james-wiseman,C,,,24:17,84.5,84.5,101.7,101.7,-17.2,-17.2,0.0,0.0,0.0,0.031,0.161,0.095,5.6,0.577,0.575,0.286,0.286,114.65,114.65,95.54,58.0,0.166
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1626162,Kelly,Oubre Jr.,K. Oubre Jr.,kelly-oubre-jr,G,,,25:39,84.1,84.1,126.6,126.6,-42.4,-42.4,0.118,0.67,10.5,0.114,0.103,0.109,15.8,0.214,0.214,0.243,0.243,118.83,118.83,99.03,63.0,0.0
0022000001,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,,30:19,89.2,89.2,120.3,120.3,-31.1,-31.1,0.556,3.33,27.8,0.073,0.029,0.053,8.3,0.381,0.439,0.313,0.313,117.16,117.16,97.64,74.0,0.127
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1626172,Kevon,Looney,K. Looney,kevon-looney,,,,11:17,96.3,96.3,128.6,128.6,-32.3,-32.3,0.0,0.0,0.0,0.0,0.2,0.083,33.3,0.5,0.45,0.194,0.194,116.99,116.99,97.49,27.0,-0.036
0022000001,1610612744,Golden State,Warriors,GSW,warriors,203145,Kent,Bazemore,K. Bazemore,kent-bazemore,,,,11:35,100.0,100.0,110.3,110.3,-10.3,-10.3,0.167,1.0,33.3,0.0,0.182,0.077,33.3,0.5,0.5,0.121,0.121,120.17,120.17,100.14,29.0,0.02
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1627814,Damion,Lee,D. Lee,damion-lee,,,,12:14,117.2,117.2,92.9,92.9,24.4,24.4,0.167,0.0,50.0,0.063,0.429,0.233,0.0,0.75,0.75,0.057,0.057,111.83,111.83,93.19,29.0,0.216
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1627737,Marquese,Chriss,M. Chriss,marquese-chriss,,,,12:26,88.9,88.9,111.1,111.1,-22.2,-22.2,0.2,0.0,9.1,0.167,0.385,0.258,0.0,0.45,0.45,0.294,0.294,104.24,104.24,86.86,27.0,0.205
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1629673,Jordan,Poole,J. Poole,jordan-poole,,,,17:55,86.8,86.8,92.3,92.3,-5.5,-5.5,0.273,1.5,33.3,0.0,0.095,0.045,22.2,0.25,0.25,0.133,0.133,103.14,103.14,85.95,38.0,0.0
0022000001,1610612744,Golden State,Warriors,GSW,warriors,202954,Brad,Wanamaker,B. Wanamaker,brad-wanamaker,,,,21:40,95.7,95.7,91.7,91.7,4.1,4.1,0.176,3.0,37.5,0.0,0.038,0.018,12.5,0.0,0.399,0.089,0.089,105.23,105.23,87.69,47.0,0.015
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1629308,Juan,Toscano-Anderson,J. Toscano-Anderson,juan-toscano-anderson,,,,13:15,69.7,69.7,103.2,103.2,-33.5,-33.5,0.333,0.0,50.0,0.0,0.235,0.114,0.0,1.0,1.0,0.057,0.057,115.92,115.92,96.6,33.0,0.208
0022000001,1610612744,Golden State,Warriors,GSW,warriors,1628539,Mychal,Mulder,M. Mulder,mychal-mulder,,,,6:36,140.0,140.0,80.0,80.0,60.0,60.0,0.0,0.0,0.0,0.0,0.111,0.071,0.0,1.333,1.333,0.188,0.188,109.09,109.09,90.91,15.0,0.29
0022000001,1610612751,Brooklyn,Nets,BKN,nets,203925,Joe,Harris,J. Harris,joe-harris,F,,,20:46,126.5,126.5,80.4,80.4,46.1,46.1,0.1,1.0,16.7,0.083,0.179,0.135,16.7,0.625,0.625,0.169,0.169,115.57,115.57,96.31,49.0,0.121
0022000001,1610612751,Brooklyn,Nets,BKN,nets,201142,Kevin,Durant,K. Durant,kevin-durant,F,,,24:56,125.0,125.0,80.3,80.3,44.7,44.7,0.158,3.0,13.0,0.033,0.114,0.077,4.3,0.469,0.577,0.282,0.282,116.47,116.47,97.06,60.0,0.198
0022000001,1610612751,Brooklyn,Nets,BKN,nets,201599,DeAndre,Jordan,D. Jordan,deandre-jordan,C,,,17:03,125.0,125.0,72.5,72.5,52.5,52.5,0.063,0.33,12.5,0.105,0.375,0.256,37.5,0.667,0.515,0.143,0.143,112.61,112.61,93.84,40.0,0.13
0022000001,1610612751,Brooklyn,Nets,BKN,nets,203915,Spencer,Dinwiddie,S. Dinwiddie,spencer-dinwiddie,G,,,19:57,125.5,125.5,74.5,74.5,51.1,51.1,0.211,1.33,26.7,0.0,0.185,0.102,20.0,0.417,0.58,0.196,0.196,113.08,113.08,94.24,47.0,0.124
0022000001,1610612751,Brooklyn,Nets,BKN,nets,202681,Kyrie,Irving,K. Irving,kyrie-irving,G,,,25:18,130.6,130.6,77.8,77.8,52.9,52.9,0.222,4.0,18.2,0.033,0.086,0.062,4.5,0.75,0.77,0.247,0.247,118.58,118.58,98.81,62.0,0.22
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1628386,Jarrett,Allen,J. Allen,jarrett-allen,,,,19:37,113.0,113.0,88.9,88.9,24.2,24.2,0.154,1.0,22.2,0.15,0.148,0.149,22.2,0.667,0.769,0.143,0.143,111.33,111.33,92.78,46.0,0.188
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1629013,Landry,Shamet,L. Shamet,landry-shamet,,,,19:43,106.5,106.5,80.4,80.4,26.1,26.1,0.0,0.0,0.0,0.0,0.033,0.02,25.0,0.375,0.521,0.163,0.163,111.99,111.99,93.32,46.0,-0.017
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1627747,Caris,LeVert,C. LeVert,caris-levert,,,,24:49,108.6,108.6,76.3,76.3,32.3,32.3,0.417,2.5,18.5,0.04,0.211,0.143,7.4,0.441,0.509,0.349,0.349,113.15,113.15,94.29,58.0,0.28
0022000001,1610612751,Brooklyn,Nets,BKN,nets,201145,Jeff,Green,J. Green,jeff-green,,,,17:17,105.1,105.1,85.4,85.4,19.8,19.8,0.091,1.0,16.7,0.0,0.0,0.0,16.7,0.875,0.875,0.116,0.116,111.09,111.09,92.57,39.0,0.076
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1627752,Taurean,Prince,T. Prince,taurean-prince,,,,16:06,91.4,91.4,82.9,82.9,8.6,8.6,0.0,0.0,0.0,0.0,0.042,0.026,0.0,0.0,0.266,0.053,0.053,104.35,104.35,86.96,35.0,0.012
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1629617,Reggie,Perry,R. Perry,reggie-perry,,,,7:46,82.4,82.4,129.4,129.4,-47.1,-47.1,0.25,0.0,25.0,0.091,0.143,0.111,0.0,0.333,0.333,0.143,0.143,105.06,105.06,87.55,17.0,0.083
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1628971,Bruce,Brown,B. Brown,bruce-brown,,,,7:31,82.4,82.4,131.3,131.3,-48.9,-48.9,0.25,0.5,16.7,0.0,0.167,0.059,33.3,0.333,0.333,0.238,0.238,105.37,105.37,87.8,17.0,-0.032
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1627789,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,,,,6:36,80.0,80.0,140.0,140.0,-60.0,-60.0,0.0,0.0,0.0,0.111,0.2,0.143,14.3,0.417,0.417,0.389,0.389,109.09,109.09,90.91,15.0,-0.016
0022000001,1610612751,Brooklyn,Nets,BKN,nets,1629066,Rodions,Kurucs,R. Kurucs,rodions-kurucs,,,,6:36,80.0,80.0,140.0,140.0,-60.0,-60.0,0.0,0.0,0.0,0.0,0.2,0.071,0.0,1.5,1.5,0.056,0.056,109.09,109.09,90.91,15.0,0.129
0022000001,1610612751,Brooklyn,Nets,BKN,nets,204020,Tyler,Johnson,T. Johnson,tyler-johnson,,,,5:59,64.3,64.3,161.5,161.5,-97.3,-97.3,0.0,0.0,0.0,0.111,0.0,0.077,0.0,0.0,0.0,0.059,0.059,108.3,108.3,90.25,14.0,0.018
0022000019,1610612758,Sacramento,Kings,SAC,kings,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,,41:57,112.2,112.2,111.4,111.4,0.9,0.9,0.179,5.0,20.8,0.021,0.2,0.103,4.2,0.533,0.581,0.181,0.181,101.84,101.84,84.86,90.0,0.153
