date,team,odds,prob,ev,stake,won,gain,bankroll
,miami heat,1.57,0.6583023892946914,0.03353475119266558,50.0,1,28.500000000000004,1028.5
,chicago bulls,1.94,0.5563153406814493,0.07925176092201158,51.425000000000004,0,-51.425000000000004,977.075
,houston rockets,6.85,0.1726659298570702,0.18276161952093062,30.525095622805694,0,-30.525095622805694,946.5499043771944
,memphis grizzlies,2.65,0.52152889794706,0.38205157955970903,47.327495218859724,0,-47.327495218859724,899.2224091583346
,denver nuggets,1.19,0.7486339191572874,-0.10912563620282806,0.0,1,0.0,899.2224091583346
,los angeles clippers,1.67,0.5902574768393611,-0.014270013678266913,0.0,1,0.0,899.2224091583346
,los angeles lakers,1.53,0.6261645116184646,-0.04196829722374906,0.0,0,-0.0,899.2224091583346
,charlotte hornets,4.2,0.3620204478389809,0.52048588092372,44.961120457916735,1,143.87558546533356,1043.0979946236682
,cleveland cavaliers,1.59,0.6568860243565064,0.04444877872684533,52.15489973118341,1,30.77139084139822,1073.8693854650664
,utah jazz,3.42,0.4338516276659261,0.48377256661746726,53.69346927325333,1,129.93819564127304,1203.8075811063395
,oklahoma city thunder,4.18,0.32823331768057523,0.3720152679048043,60.19037905531698,0,-60.19037905531698,1143.6172020510226
,golden state warriors,1.18,0.7981970261461695,-0.058127509147520046,0.0,1,0.0,1143.6172020510226
,los angeles clippers,1.88,0.5639173419930825,0.060164602946995105,57.18086010255113,0,-57.18086010255113,1086.4363419484714
,indiana pacers,6.17,0.28696573562696504,0.7705785888183743,54.321817097423576,0,-54.321817097423576,1032.114524851048
,miami heat,1.55,0.6443552565306322,-0.0012493523775200521,0.0,0,-0.0,1032.114524851048
,new york knicks,1.28,0.8036388295430399,0.028657701815091086,51.6057262425524,1,14.449603347914673,1046.5641281989626
,chicago bulls,2.68,0.34438229531892905,-0.07705544854527013,0.0,1,0.0,1046.5641281989626
,utah jazz,1.68,0.6883407531018787,0.15641246521115615,52.32820640994814,0,-52.32820640994814,994.2359217890145
,memphis grizzlies,1.8,0.6951245565432876,0.2512242017779178,49.71179608945073,1,39.769436871560586,1034.005358660575
,san antonio spurs,3.5,0.28633601543882886,0.0021760540359009317,0.9000206135426139,1,2.2500515338565346,1036.2554101944315
,portland trail blazers,2.54,0.3174885734210961,-0.19357902351041584,0.0,1,0.0,1036.2554101944315
,washington wizards,1.41,0.6399730480855379,-0.09763800219939162,0.0,1,0.0,1036.2554101944315
,new orleans pelicans,2.61,0.564070769822979,0.4722247092379751,51.81277050972158,1,83.41856052065174,1119.6739707150832
,los angeles clippers,1.43,0.6429048044172078,-0.08064612968339296,0.0,0,-0.0,1119.6739707150832
,phoenix suns,1.73,0.5705490348034992,-0.012950169789946453,0.0,1,0.0,1119.6739707150832
,cleveland cavaliers,1.25,0.7847469704887521,-0.019066286889059897,0.0,1,0.0,1119.6739707150832
,detroit pistons,3.36,0.37937960115026975,0.2747154598649063,55.983698535754165,0,-55.983698535754165,1063.690272179329
,charlotte hornets,3.26,0.4445501388128846,0.44923345253000346,53.184513608966455,0,-53.184513608966455,1010.5057585703626
,toronto raptors,1.87,0.5437224759403361,0.01676103000842849,19.467950969066255,1,16.937117343087642,1027.4428759134503
,milwaukee bucks,1.61,0.6436605086125536,0.0362934188662114,51.372143795672514,1,31.33700771536024,1058.7798836288105
,indiana pacers,3.3,0.3047218050347438,0.0055819566146544375,2.5695927716890847,0,-2.5695927716890847,1056.2102908571214
,san antonio spurs,3.88,0.28829749797642407,0.11859429214852535,43.49323326534319,0,-43.49323326534319,1012.7170575917783
,utah jazz,1.25,0.833724701551937,0.04215587693992126,50.63585287958892,1,12.65896321989723,1025.3760208116755
,denver nuggets,1.45,0.6988319066625505,0.01330626466069812,30.31983268811924,1,13.643924709653657,1039.0199455213292
,miami heat,1.64,0.530328720825374,-0.13026089784638673,0.0,1,0.0,1039.0199455213292
,dallas mavericks,1.66,0.6574257127036289,0.09132668308802394,51.95099727606646,1,34.28765820220386,1073.307603723533
,oklahoma city thunder,3.17,0.36804196192395844,0.1666930192989482,53.665380186176655,1,116.45387500400334,1189.7614787275363
,miami heat,2.71,0.3576206798632575,-0.030847957570572127,0.0,0,-0.0,1189.7614787275363
,memphis grizzlies,1.64,0.6346614956544614,0.04084485287331663,59.48807393637682,1,38.07236731928116,1227.8338460468174
,detroit pistons,2.77,0.3566610436238437,-0.012048909161952892,0.0,0,-0.0,1227.8338460468174
,charlotte hornets,1.75,0.6022787018294211,0.05398772820148695,61.39169230234087,0,-61.39169230234087,1166.4421537444764
,cleveland cavaliers,3.1,0.3331525928317185,0.03277303777832741,18.20373941471491,1,38.227852770901315,1204.6700065153777
,toronto raptors,1.61,0.5604319568753788,-0.09770454943064,0.0,0,-0.0,1204.6700065153777
,washington wizards,1.46,0.7046919988790248,0.02885031836337615,60.23350032576889,0,-60.23350032576889,1144.4365061896087
,new york knicks,2.8,0.3415442548649909,-0.04367608637802545,0.0,0,-0.0,1144.4365061896087
,minnesota timberwolves,1.28,0.7394984894436207,-0.053441933512165446,0.0,1,0.0,1144.4365061896087
,san antonio spurs,2.35,0.6170995918642228,0.4501840408809237,57.22182530948044,1,77.24946416779859,1221.6859703574073
,utah jazz,3.15,0.4327152510045073,0.3630530406641981,61.084298517870366,0,-61.084298517870366,1160.601671839537
,new orleans pelicans,3.39,0.3132100155577327,0.06178195274071385,30.001773071290277,0,-30.001773071290277,1130.5998987682467
,portland trail blazers,1.51,0.6258216560161215,-0.05500929941565652,0.0,1,0.0,1130.5998987682467
,sacramento kings,2.33,0.4001328840278572,-0.06769038021509277,0.0,1,0.0,1130.5998987682467
,charlotte hornets,4.3,0.5161312560033802,1.2193644008145346,56.52999493841234,1,186.5489832967607,1317.1488820650075
,indiana pacers,4.93,0.34799283336634423,0.7156046684960771,65.85744410325037,1,258.81975532577394,1575.9686373907814
,dallas mavericks,1.16,0.8561904546176935,-0.0068190726434756155,0.0,0,-0.0,1575.9686373907814
,utah jazz,2.14,0.5496401228588369,0.17622986291791098,78.79843186953907,1,89.83021233127455,1665.798849722056
,los angeles clippers,1.74,0.5696273172770581,-0.008848467937918991,0.0,0,-0.0,1665.798849722056
,boston celtics,1.23,0.7812182150814638,-0.03910159544979949,0.0,1,0.0,1665.798849722056
,new york knicks,2.26,0.4691324776780648,0.0602393995524263,79.6402559383961,0,-79.6402559383961,1586.1585937836599
,detroit pistons,3.22,0.29466381740966296,-0.05118250794088519,0.0,1,0.0,1586.1585937836599
,san antonio spurs,2.74,0.48066153364976255,0.31701260220034955,79.307929689183,1,137.99579765917844,1724.1543914428382
,dallas mavericks,1.23,0.8570545075216838,0.054177044251671025,86.20771957214191,1,19.827775501592637,1743.982166944431
,phoenix suns,1.1,0.892938833850006,-0.01776728276499326,0.0,1,0.0,1743.982166944431
,denver nuggets,1.67,0.5926745038274595,-0.01023357860814278,0.0,0,-0.0,1743.982166944431
,charlotte hornets,2.25,0.7322579519235113,0.6475803918279004,87.19910834722155,0,-87.19910834722155,1656.7830585972094
,indiana pacers,3.15,0.34562100785048466,0.08870617472902664,68.35669185303036,0,-68.35669185303036,1588.4263667441792
,atlanta hawks,2.02,0.45323758989810337,-0.0844600684058312,0.0,0,-0.0,1588.4263667441792
,detroit pistons,6.08,0.1562090684049061,-0.050248864098170976,0.0,0,-0.0,1588.4263667441792
,los angeles clippers,1.25,0.7718633438993993,-0.03517082012575093,0.0,1,0.0,1588.4263667441792
,brooklyn nets,1.69,0.5739700490450241,-0.029990617113909268,0.0,0,-0.0,1588.4263667441792
,miami heat,1.78,0.600768839879564,0.0693685349856239,79.42131833720896,1,61.94862830302299,1650.3749950472022
,oklahoma city thunder,1.62,0.6163002971877476,-0.0015935185558488274,0.0,1,0.0,1650.3749950472022
,phoenix suns,1.54,0.7643276886567464,0.17706464053138948,82.51874975236012,1,44.56012486627447,1694.9351199134767
,philadelphia 76ers,1.4,0.7416325138887749,0.03828551944428482,84.74675599567384,0,-84.74675599567384,1610.188363917803
,miami heat,1.52,0.7397250830319821,0.12438212620861289,80.50941819589015,1,41.86489746186288,1652.0532613796659
,new york knicks,1.68,0.6114753855911534,0.027278647793137767,66.273204489236,0,-66.273204489236,1585.78005689043
,charlotte hornets,2.79,0.44775037186302746,0.24922353749784665,79.2890028445215,0,-79.2890028445215,1506.4910540459084
,houston rockets,2.7,0.42109092574207013,0.13694549950358936,75.32455270229542,0,-75.32455270229542,1431.166501343613
,milwaukee bucks,1.15,0.7810750524840577,-0.10176368964333368,0.0,1,0.0,1431.166501343613
,san antonio spurs,2.93,0.5219343531020495,0.5292676545890052,71.55832506718065,0,-71.55832506718065,1359.6081762764322
,utah jazz,2.92,0.38788220701884624,0.13261604449503095,67.98040881382161,0,-67.98040881382161,1291.6277674626106
,memphis grizzlies,1.43,0.6428307364930028,-0.08075204681500603,0.0,1,0.0,1291.6277674626106
,new orleans pelicans,1.66,0.6055199466516025,0.00516311144166004,10.104269855381846,0,-10.104269855381846,1281.5234976072288
,orlando magic,3.78,0.33459118756976314,0.2647546890137046,64.07617488036145,1,178.1317661674048,1459.6552637746336
,oklahoma city thunder,2.85,0.4512069728533578,0.2859398726320699,72.98276318873168,0,-72.98276318873168,1386.6725005859018
,cleveland cavaliers,1.55,0.5962634052578353,-0.07579172185035532,0.0,1,0.0,1386.6725005859018
,miami heat,1.57,0.613761880542566,-0.036393847548171376,0.0,0,-0.0,1386.6725005859018
,philadelphia 76ers,1.57,0.6389797214556037,0.003198162685297823,7.780358330004305,0,-7.780358330004305,1378.8921422558976
,washington wizards,1.62,0.5897636569757667,-0.04458287569925784,0.0,0,-0.0,1378.8921422558976
,boston celtics,1.33,0.7494199909094679,-0.0032714120904076827,0.0,1,0.0,1378.8921422558976
,charlotte hornets,5.3,0.2951556043090659,0.5643247028380494,68.94460711279488,0,-68.94460711279488,1309.9475351431026
,san antonio spurs,2.25,0.5308548889926594,0.19442350023348376,65.49737675715514,0,-65.49737675715514,1244.4501583859476
,dallas mavericks,1.54,0.6816002695261614,0.049664415070288515,62.222507919297385,1,33.60015427642059,1278.0503126623682
,golden state warriors,4.55,0.4315296428246025,0.9634598748519412,63.90251563311841,0,-63.90251563311841,1214.14779702925
,phoenix suns,1.12,0.8361220406292752,-0.0635433144952117,0.0,0,-0.0,1214.14779702925
,utah jazz,2.23,0.6145566873124192,0.37046141270669475,60.707389851462494,1,74.67008951729886,1288.8178865465488
,orlando magic,2.37,0.5257287998109372,0.2459772555519213,64.44089432732744,0,-64.44089432732744,1224.3769922192214
,charlotte hornets,2.26,0.5861418083062879,0.3246804867722106,61.21884961096107,0,-61.21884961096107,1163.1581426082603
,atlanta hawks,1.7,0.5992005550923014,0.01864094365691238,30.974807714913478,1,21.682365400439434,1184.8405080086998
,new york knicks,2.31,0.5461173071386589,0.26153097949030213,59.24202540043499,0,-59.24202540043499,1125.5984826082647
,milwaukee bucks,1.41,0.8244242736107636,0.16243822579117667,56.279924130413235,1,23.07476889346942,1148.673251501734
,minnesota timberwolves,1.28,0.8246672943240243,0.05557413673475112,57.43366257508671,1,16.08142552102428,1164.7546770227584
,san antonio spurs,4.75,0.3028135624855254,0.4383644218062456,58.237733851137925,0,-58.237733851137925,1106.5169431716206
,phoenix suns,1.15,0.8220102292006225,-0.05468823641928419,0.0,1,0.0,1106.5169431716206
,los angeles lakers,2.62,0.457969231523037,0.19987938659035698,55.325847158581034,0,-55.325847158581034,1051.1910960130397
,toronto raptors,1.54,0.7352597209413783,0.13229997024972256,52.55955480065199,1,28.382159592352075,1079.5732556053918
,memphis grizzlies,1.2,0.8182822957260045,-0.018061245128794617,0.0,1,0.0,1079.5732556053918
,utah jazz,2.24,0.4882375431237982,0.093652096597308,53.97866278026959,1,66.9335418475343,1146.506797452926
,charlotte hornets,1.7,0.6453226661087831,0.09704853238493122,57.32533987264631,0,-57.32533987264631,1089.1814575802798
,orlando magic,1.48,0.6643412837946413,-0.01677489998393089,0.0,0,-0.0,1089.1814575802798
,detroit pistons,1.98,0.5338333733545477,0.0569900792420045,54.459072879013995,1,53.369891421433714,1142.5513490017136
,indiana pacers,2.52,0.49035669247459074,0.2356988650359687,57.12756745008568,1,86.83390252413024,1229.3852515258438
,phoenix suns,1.69,0.5780460749093976,-0.023102133403118008,0.0,0,-0.0,1229.3852515258438
,atlanta hawks,2.66,0.4740321572882175,0.26092553838665866,61.469262576292195,1,102.03897587664505,1331.424227402489
,miami heat,1.42,0.7030773487793498,-0.001630164733323336,0.0,0,-0.0,1331.424227402489
,memphis grizzlies,2.23,0.6049532111905053,0.3490456609548267,66.57121137012444,0,-66.57121137012444,1264.8530160323644
,minnesota timberwolves,1.64,0.6619524208208346,0.08560197014616872,63.242650801618225,0,-63.242650801618225,1201.610365230746
,san antonio spurs,3.29,0.46798527239011617,0.5396715461634822,60.08051826153731,0,-60.08051826153731,1141.5298469692088
,dallas mavericks,1.39,0.7396785567898371,0.028153193937873466,57.07649234846045,1,22.25983201589957,1163.7896789851084
,sacramento kings,3.37,0.3079891437215072,0.03792341434147928,18.62231147784364,0,-18.62231147784364,1145.1673675072648
,utah jazz,1.33,0.8145834392116931,0.08339597415155187,57.25836837536324,1,18.895261563869873,1164.0626290711346
,charlotte hornets,2.0,0.573710102806252,0.14742020561250402,58.20313145355673,0,-58.20313145355673,1105.8594976175777
,indiana pacers,2.53,0.5041919116063674,0.27560553636410956,55.29297488087889,0,-55.29297488087889,1050.566522736699
,orlando magic,3.65,0.27804150742696243,0.014851502108412795,5.887732425453579,1,15.602490927451983,1066.169013664151
,utah jazz,2.37,0.5308514938697085,0.25811804047120923,53.30845068320755,1,73.03257743599436,1139.2015911001454
,boston celtics,1.1,0.8531570067942059,-0.061527292526373414,0.0,1,0.0,1139.2015911001454
,new york knicks,2.2,0.4808757888520936,0.05792673547460603,54.99185768325702,0,-54.99185768325702,1084.2097334168884
,toronto raptors,1.18,0.8538788998065727,0.007577101771755745,45.63981940015518,1,8.21516749202793,1092.4249009089162
,chicago bulls,1.96,0.5701160713210229,0.11742749978920497,54.62124504544582,0,-54.62124504544582,1037.8036558634703
,phoenix suns,1.98,0.603589279144335,0.19510677270578336,51.89018279317352,1,50.85237913731005,1088.6560350007803
,milwaukee bucks,1.81,0.6900889947625237,0.24906108052016795,54.43280175003902,1,44.09056941753161,1132.746604418312
,san antonio spurs,2.68,0.37491062670426656,0.004760479567434417,3.2097720627464823,0,-3.2097720627464823,1129.5368323555656
,los angeles clippers,1.59,0.6848205110017803,0.08886461249283079,56.476841617778284,1,33.32133655448919,1162.8581689100547
,sacramento kings,2.38,0.504601397979165,0.20095132719041275,58.14290844550274,1,80.23721365479378,1243.0953825648485
,washington wizards,2.73,0.3736569429554906,0.020083454268489342,14.431011137058613,1,24.9656492671114,1268.0610318319598
,atlanta hawks,1.79,0.6169692567673922,0.10437496961363213,63.40305159159799,1,50.08841075736242,1318.1494425893222
,charlotte hornets,4.55,0.29823579204075196,0.3569728537854213,65.90747212946611,0,-65.90747212946611,1252.241970459856
,portland trail blazers,4.18,0.29301486353508305,0.22480212957664714,62.6120985229928,1,199.1064733031171,1451.3484437629731
,boston celtics,1.49,0.7197120837027734,0.07237100471713237,72.56742218814865,1,35.55803687219284,1486.906480635166
,phoenix suns,1.3,0.7837186462928186,0.018834240180664236,74.3453240317583,0,-74.3453240317583,1412.5611566034077
,detroit pistons,4.02,0.21667797461125962,-0.1289545420627365,0.0,0,-0.0,1412.5611566034077
,oklahoma city thunder,2.51,0.4106305211309802,0.030682608038760217,28.70268893962924,1,43.34106029884015,1455.9022169022478
,milwaukee bucks,1.97,0.6382997552019516,0.25745051774784466,72.79511084511239,0,-72.79511084511239,1383.1071060571353
,memphis grizzlies,1.52,0.7145013074122982,0.08604198726669332,69.15535530285676,1,35.96078475748552,1419.0678908146208
,cleveland cavaliers,2.13,0.47313891991390855,0.007785899416625108,9.77762819756193,0,-9.77762819756193,1409.290262617059
,los angeles lakers,2.23,0.5379838921624682,0.19970407952230418,70.46451313085295,0,-70.46451313085295,1338.825749486206
,los angeles clippers,1.75,0.6060719711689486,0.060625949545660085,66.9412874743103,0,-66.9412874743103,1271.8844620118957
,utah jazz,1.51,0.6317061159295134,-0.04612376494643472,0.0,0,-0.0,1271.8844620118957
,boston celtics,1.24,0.7379464802164099,-0.0849463645316518,0.0,1,0.0,1271.8844620118957
,philadelphia 76ers,1.62,0.5695064436105883,-0.07739956135084686,0.0,1,0.0,1271.8844620118957
,charlotte hornets,3.43,0.3035040189808082,0.04101878510417223,21.4696112858443,0,-21.4696112858443,1250.4148507260513
,dallas mavericks,1.38,0.6981547434841792,-0.03654645399183282,0.0,1,0.0,1250.4148507260513
,new orleans pelicans,1.16,0.8287428178382489,-0.038658331307631355,0.0,1,0.0,1250.4148507260513
,new york knicks,1.42,0.7087133024646249,0.006372889499767387,18.973227791774423,0,-18.973227791774423,1231.441622934277
,cleveland cavaliers,1.79,0.7070034685215677,0.26553620865360616,61.57208114671385,0,-61.57208114671385,1169.869541787563
,memphis grizzlies,1.94,0.5896713502281968,0.14396241944270183,58.49347708937816,0,-58.49347708937816,1111.376064698185
,utah jazz,2.26,0.5063138705586591,0.14426934746256936,55.568803234909254,0,-55.568803234909254,1055.8072614632758
,los angeles lakers,2.45,0.4677430955053018,0.14597058398798946,52.790363073163796,1,76.54602645608752,1132.3532879193633
,toronto raptors,1.47,0.605914627868759,-0.10930549703292419,0.0,1,0.0,1132.3532879193633
,orlando magic,1.9,0.5508746746904514,0.04666188191185755,56.61766439596817,0,-56.61766439596817,1075.7356235233951
,boston celtics,1.12,0.8662755017575633,-0.029771438031529013,0.0,1,0.0,1075.7356235233951
,phoenix suns,2.05,0.5695268359357109,0.1675300136682072,53.78678117616976,0,-53.78678117616976,1021.9488423472254
,houston rockets,2.51,0.36867801584307336,-0.074618180233886,0.0,0,-0.0,1021.9488423472254
,milwaukee bucks,1.55,0.6414212213982572,-0.005797106832701349,0.0,0,-0.0,1021.9488423472254
,san antonio spurs,3.67,0.33051398241355967,0.21298631545776392,51.097442117361275,0,-51.097442117361275,970.8514002298641
,dallas mavericks,1.35,0.6643126294139652,-0.10317795029114693,0.0,1,0.0,970.8514002298641
,utah jazz,1.49,0.7762984520036398,0.15668469348542324,48.54257001149321,0,-48.54257001149321,922.3088302183709
,san antonio spurs,3.56,0.33623012442722006,0.19697924296090352,46.115441510918544,0,-46.115441510918544,876.1933887074523
,sacramento kings,1.76,0.5756790801813341,0.01319518111914797,15.212540078151122,1,11.561530459394852,887.7549191668471
,charlotte hornets,1.82,0.5797349502536554,0.05511760946165284,44.38774595834236,0,-44.38774595834236,843.3671732085047
,orlando magic,3.2,0.43555783492662686,0.39378507176520605,42.16835866042524,0,-42.16835866042524,801.1988145480794
,washington wizards,1.44,0.6508619783707875,-0.062758751146066,0.0,0,-0.0,801.1988145480794
,toronto raptors,1.61,0.5541530265903466,-0.1078136271895419,0.0,1,0.0,801.1988145480794
,milwaukee bucks,1.68,0.7344630114477756,0.23389785923226297,40.059940727403976,1,27.2407596946347,828.4395742427141
,new orleans pelicans,1.73,0.6801537050212823,0.17666590968681828,41.42197871213571,1,30.23804445985907,858.6776187025732
,dallas mavericks,1.33,0.8548541781568706,0.13695605694863794,42.93388093512866,0,-42.93388093512866,815.7437377674446
,denver nuggets,1.7,0.6917336923291343,0.17594727695952828,40.78718688837223,0,-40.78718688837223,774.9565508790723
,phoenix suns,2.04,0.7103403999664105,0.4490944159314775,38.74782754395362,1,40.29774064571176,815.2542915247841
,brooklyn nets,2.12,0.4740521963067034,0.004990656170211327,3.632726660972703,1,4.0686538602894275,819.3229453850735
,san antonio spurs,3.04,0.33268355528171767,0.011358008056421731,4.561704222791591,0,-4.561704222791591,814.7612411622819
,detroit pistons,4.32,0.2396827209078368,0.03542935432185501,8.69471828338941,0,-8.69471828338941,806.0665228788924
,miami heat,3.34,0.4455507495778924,0.4881395035901607,40.30332614394462,0,-40.30332614394462,765.7631967349478
,charlotte hornets,4.42,0.330962492844029,0.46285421837060825,38.28815983674739,0,-38.28815983674739,727.4750368982004
,philadelphia 76ers,1.94,0.5514257997543541,0.06976605152344695,36.373751844910025,1,34.19132673421542,761.6663636324158
,orlando magic,3.74,0.2942165414623129,0.10036986506905032,27.900857717306494,1,76.4483501454198,838.1147137778356
,houston rockets,2.69,0.46218003228314236,0.24326428684165302,41.90573568889178,0,-41.90573568889178,796.2089780889438
,memphis grizzlies,1.37,0.7954968775696356,0.08983072227040084,39.81044890444719,1,14.729866094645466,810.9388441835893
,denver nuggets,4.38,0.41374361911980656,0.8121970517447525,40.54694220917946,0,-40.54694220917946,770.3919019744098
,new orleans pelicans,2.13,0.4649442675171161,-0.009668710188542873,0.0,0,-0.0,770.3919019744098
,new york knicks,3.03,0.3620945337342404,0.09714643721474825,36.86740321965887,0,-36.86740321965887,733.524498754751
,detroit pistons,2.94,0.3860989412457003,0.1351308872623589,36.67622493773755,0,-36.67622493773755,696.8482738170135
,atlanta hawks,1.43,0.5899028137731614,-0.15643897630437914,0.0,1,0.0,696.8482738170135
,orlando magic,3.08,0.33457484659075115,0.030490527499513642,10.21503435375301,0,-10.21503435375301,686.6332394632605
,philadelphia 76ers,2.18,0.6797659080394483,0.48188967952599726,34.33166197316302,0,-34.33166197316302,652.3015774900974
,utah jazz,2.32,0.5312793181037969,0.23256801800080873,32.615078874504874,1,43.05190411434643,695.3534816044439
,san antonio spurs,3.82,0.29054149870032253,0.10986852503523203,27.09129836950128,0,-27.09129836950128,668.2621832349427
,phoenix suns,1.4,0.760305967718486,0.06442835480588038,33.41310916174714,1,13.365243664698852,681.6274268996415
,washington wizards,1.47,0.6406013946274637,-0.058315949897628394,0.0,1,0.0,681.6274268996415
,detroit pistons,5.07,0.20354159554025922,0.03195588938911431,5.351845370661313,0,-5.351845370661313,676.2755815289802
,memphis grizzlies,3.24,0.5344157963386046,0.731507180137079,33.81377907644901,0,-33.81377907644901,642.4618024525312
,miami heat,3.13,0.4499202208808433,0.4082502913570395,32.12309012262656,0,-32.12309012262656,610.3387123299046
,houston rockets,4.3,0.27418035855671763,0.17897554179388575,30.516935616495232,0,-30.516935616495232,579.8217767134095
,denver nuggets,4.33,0.3649248539423609,0.5801246175704227,28.991088835670475,1,96.54032582278268,676.3621025361922
,san antonio spurs,2.83,0.4414044709927506,0.24917465290948426,33.81810512680961,0,-33.81810512680961,642.5439974093825
,atlanta hawks,2.1,0.43517360661837123,-0.08613542610142039,0.0,0,-0.0,642.5439974093825
,orlando magic,2.96,0.3356034130990041,-0.006613897226947829,0.0,0,-0.0,642.5439974093825
,boston celtics,1.4,0.6824544894386232,-0.04456371478592758,0.0,0,-0.0,642.5439974093825
,milwaukee bucks,1.19,0.7521619284247781,-0.10492730517451407,0.0,1,0.0,642.5439974093825
,miami heat,3.44,0.39066575630653894,0.343890201694494,32.12719987046913,0,-32.12719987046913,610.4167975389134
,golden state warriors,3.5,0.4290146436338554,0.5015512527184938,30.520839876945672,0,-30.520839876945672,579.8959576619677
,los angeles clippers,1.65,0.6104099921568696,0.007176487058834835,6.402485900971915,1,4.1616158356317445,584.0575734975995
,philadelphia 76ers,3.15,0.6737638473487237,1.1223561191484797,29.202878674879976,1,62.786189150991945,646.8437626485915
,memphis grizzlies,1.6,0.6982754084442501,0.11724065351080015,32.34218813242958,0,-32.34218813242958,614.5015745161619
,detroit pistons,5.4,0.19108235303299298,0.03184470637816217,4.447414138496708,1,19.568622209385516,634.0701967255474
,phoenix suns,1.17,0.8210901307732773,-0.03932454699526561,0.0,1,0.0,634.0701967255474
,philadelphia 76ers,2.26,0.6145281078611046,0.38883352376609615,31.70350983627737,0,-31.70350983627737,602.36668688927
,cleveland cavaliers,1.31,0.7542174166793294,-0.01197518415007845,0.0,1,0.0,602.36668688927
,indiana pacers,1.9,0.5794133277776332,0.10088532277750306,30.118334344463502,0,-30.118334344463502,572.2483525448065
,atlanta hawks,1.47,0.577671501201287,-0.1508228932341082,0.0,1,0.0,572.2483525448065
,boston celtics,1.39,0.7485630482845641,0.04050263711554403,28.612417627240326,1,11.158842874623724,583.4071954194302
,washington wizards,2.38,0.3657851632526397,-0.12943131145871756,0.0,0,-0.0,583.4071954194302
,toronto raptors,2.04,0.616495488406837,0.2576507963499475,29.170359770971512,0,-29.170359770971512,554.2368356484587
,milwaukee bucks,1.3,0.7235072939496369,-0.05944051786547205,0.0,0,-0.0,554.2368356484587
,new orleans pelicans,1.43,0.6699951438419689,-0.04190694430598452,0.0,1,0.0,554.2368356484587
,utah jazz,1.12,0.8367321107186676,-0.0628600359950922,0.0,0,-0.0,554.2368356484587
,los angeles clippers,3.85,0.38835595167079984,0.4951704139325793,27.711841782422937,0,-27.711841782422937,526.5249938660359
,charlotte hornets,2.59,0.4115935428564968,0.06602727599832658,21.86478684906287,1,34.76501109000996,561.2900049560458
,philadelphia 76ers,1.9,0.6838587775311183,0.2993316773091248,28.06450024780229,1,25.258050223022057,586.5480551790679
,new york knicks,1.53,0.6563768132157305,0.00425652422006767,4.7106717039684725,0,-4.7106717039684725,581.8373834750994
,boston celtics,1.28,0.7778447092016048,-0.004358772221945889,0.0,1,0.0,581.8373834750994
,indiana pacers,2.2,0.5793787302139501,0.27463320647069045,29.091869173754972,1,34.91024300850597,616.7476264836054
,miami heat,1.63,0.5914839762180736,-0.03588111876454014,0.0,1,0.0,616.7476264836054
,atlanta hawks,1.32,0.667918020158718,-0.11834821339049215,0.0,0,-0.0,616.7476264836054
,memphis grizzlies,1.66,0.6444126333249333,0.06972497131938915,30.83738132418027,1,20.352671673958977,637.1002981575643
,milwaukee bucks,1.51,0.6520692065471186,-0.01537549811385086,0.0,1,0.0,637.1002981575643
,san antonio spurs,2.26,0.5331511865114434,0.2049216815158621,31.855014907878218,0,-31.855014907878218,605.2452832496862
,phoenix suns,1.11,0.8502315521391702,-0.056242977125520954,0.0,1,0.0,605.2452832496862
,utah jazz,3.31,0.41557144489847386,0.3755414826139485,30.26226416248431,0,-30.26226416248431,574.9830190872019
,los angeles clippers,2.29,0.5636642717389508,0.29079118228219747,28.749150954360097,0,-28.749150954360097,546.2338681328418
,oklahoma city thunder,1.7,0.5595557406761387,-0.04875524085056426,0.0,0,-0.0,546.2338681328418
,san antonio spurs,1.77,0.5227983475921112,-0.07464692476196316,0.0,0,-0.0,546.2338681328418
,phoenix suns,1.37,0.7617288043048058,0.043568461897584065,27.311693406642092,1,10.105326560457577,556.3391946932994
,portland trail blazers,3.22,0.31483753208608306,0.013776853317187476,3.452524090041347,0,-3.452524090041347,552.886670603258
,minnesota timberwolves,1.94,0.5528937737193281,0.07261392101549657,27.644333530162903,0,-27.644333530162903,525.2423370730951
,los angeles clippers,2.0,0.6602392620630079,0.32047852412601574,26.262116853654756,1,26.262116853654756,551.5044539267499
,atlanta hawks,1.55,0.5959936994827936,-0.07620976580166994,0.0,0,-0.0,551.5044539267499
,boston celtics,1.27,0.8110945248598946,0.03009004657206621,27.575222696337494,1,7.445310128011124,558.949764054761
,detroit pistons,3.13,0.3370421415813495,0.05494190314962388,14.417729484601784,0,-14.417729484601784,544.5320345701592
,philadelphia 76ers,1.83,0.6700224421275486,0.22614106909341392,27.226601728507962,1,22.59807943466161,567.1301140048208
,dallas mavericks,2.71,0.3540767258744342,-0.04045207288028341,0.0,0,-0.0,567.1301140048208
,philadelphia 76ers,1.64,0.6758847390362903,0.10845097201951603,28.356505700241044,1,18.148163648154267,585.2782776529751
,washington wizards,1.8,0.518975829994976,-0.0658435060090431,0.0,1,0.0,585.2782776529751
,boston celtics,1.16,0.8494771244415242,-0.014606535647831959,0.0,1,0.0,585.2782776529751
,brooklyn nets,1.15,0.8035422882938569,-0.07592636846206466,0.0,1,0.0,585.2782776529751
