date,team,odds,prob,ev,stake,won,gain,bankroll
,brooklyn nets,1.86,0.5373886072872798,-0.000457190445659561,0.0,1,0.0,63.51432233751592
,utah jazz,3.8,0.2690069145786182,0.022226275398749107,0.5041738642994825,0,-0.5041738642994825,63.01014847321644
,memphis grizzlies,1.64,0.6238268365066988,0.023076011870985957,2.271910834625829,0,-2.271910834625829,60.73823763859061
,denver nuggets,1.76,0.5406922779590613,-0.048381590792052176,0.0,1,0.0,60.73823763859061
,phoenix suns,1.21,0.7496084196052122,-0.09297381227769327,0.0,0,-0.0,60.73823763859061
,philadelphia 76ers,3.27,0.31282760803871695,0.022946278286604338,0.6139720279704873,1,1.3937165034930064,62.131954142083615
,boston celtics,1.24,0.8417701193517259,0.04379494799614006,3.106597707104181,1,0.7455834497050033,62.87753759178862
,minnesota timberwolves,1.65,0.6150710858341699,0.014867291626380286,1.4381825971166318,0,-1.4381825971166318,61.43935499467199
,orlando magic,1.14,0.889598771640176,0.014142599669800526,3.0719677497335995,1,0.43007548496270365,61.869430479634694
,charlotte hornets,3.08,0.2873278557029187,-0.11503020443501044,0.0,0,-0.0,61.869430479634694
,cleveland cavaliers,1.5,0.7223892165290253,0.08358382479353799,3.093471523981735,0,-3.093471523981735,58.77595895565296
,indiana pacers,1.35,0.6694542583347601,-0.09623675124807377,0.0,0,-0.0,58.77595895565296
,memphis grizzlies,3.82,0.3322266288400467,0.26910572216897843,2.938797947782648,1,8.287410212747067,67.06336916840003
,milwaukee bucks,2.05,0.7044398569013947,0.444101706647859,3.3531684584200017,1,3.520826881341001,70.58419604974102
,minnesota timberwolves,1.05,0.8791758245885772,-0.07686538418199386,0.0,1,0.0,70.58419604974102
,utah jazz,1.43,0.7923452837332011,0.13305375573847755,3.5292098024870513,1,1.5175602150694318,72.10175626481046
,chicago bulls,2.75,0.30015639196689575,-0.17456992209103672,0.0,1,0.0,72.10175626481046
,oklahoma city thunder,1.73,0.551092365408661,-0.04661020784301645,0.0,0,-0.0,72.10175626481046
,charlotte hornets,3.43,0.2786113797087512,-0.04436296759898317,0.0,0,-0.0,72.10175626481046
,cleveland cavaliers,3.6,0.5809010113626601,1.0912436409055766,3.605087813240523,1,9.37322831442536,81.47498457923582
,brooklyn nets,1.77,0.533124750618528,-0.056369191405205354,0.0,1,0.0,81.47498457923582
,miami heat,1.13,0.8685043076317728,-0.018590132376096857,0.0,1,0.0,81.47498457923582
,new york knicks,1.7,0.7054954345972206,0.19934223881527507,4.073749228961791,0,-4.073749228961791,77.40123535027404
,toronto raptors,3.76,0.36809992911644823,0.38405573347784516,3.870061767513702,0,-3.870061767513702,73.53117358276033
,houston rockets,1.31,0.7672355482089732,0.005078568153754959,1.2046228273084985,1,0.37343307646563456,73.90460665922596
,dallas mavericks,1.39,0.6120348208914009,-0.14927159896095277,0.0,0,-0.0,73.90460665922596
,phoenix suns,3.54,0.2647105420772458,-0.06292468104654991,0.0,1,0.0,73.90460665922596
,orlando magic,1.33,0.7993944946577318,0.06319467789478339,3.695230332961298,1,1.2194260098772287,75.12403266910319
,cleveland cavaliers,2.1,0.5865167055031376,0.23168508155658907,3.7562016334551593,0,-3.7562016334551593,71.36783103564802
,philadelphia 76ers,1.5,0.6918444720171224,0.037766708025683604,3.568391551782401,0,-3.568391551782401,67.79943948386563
,houston rockets,2.84,0.35005933064716704,-0.005831500962045544,0.0,0,-0.0,67.79943948386563
,utah jazz,2.28,0.5429580281800643,0.23794430425054658,3.3899719741932817,0,-3.3899719741932817,64.40946750967234
,portland trail blazers,5.57,0.2463469388655912,0.3721524494813431,3.2204733754836172,0,-3.2204733754836172,61.188994134188725
,los angeles lakers,1.62,0.5864070045779501,-0.05002065258372068,0.0,0,-0.0,61.188994134188725
,brooklyn nets,1.65,0.6567910704433743,0.08370526623156749,3.0594497067094366,0,-3.0594497067094366,58.12954442747929
,minnesota timberwolves,1.88,0.570571725631068,0.07267484418640768,2.9064772213739647,1,2.5576999548090886,60.68724438228838
,miami heat,2.38,0.4600371206522425,0.09488834715233707,3.034362219114419,0,-3.034362219114419,57.652882163173956
,phoenix suns,1.14,0.7766833056912237,-0.11458103151200508,0.0,1,0.0,57.652882163173956
,boston celtics,1.69,0.6687346374126156,0.13016153722732038,2.882644108158698,0,-2.882644108158698,54.770238055015255
,chicago bulls,3.42,0.2595498177605536,-0.11233962325890678,0.0,1,0.0,54.770238055015255
,sacramento kings,1.13,0.8446389699017687,-0.045557964011001484,0.0,1,0.0,54.770238055015255
,philadelphia 76ers,3.25,0.48467807397272417,0.5752037404113535,2.738511902750763,0,-2.738511902750763,52.03172615226449
,charlotte hornets,2.08,0.46102099288091825,-0.04107633480769002,0.0,0,-0.0,52.03172615226449
,cleveland cavaliers,1.73,0.6770770175779111,0.1713432404097861,2.601586307613225,1,1.8991580045576542,53.930884156822145
,new york knicks,1.66,0.6334716849615658,0.05156299703619921,2.6965442078411073,1,1.7797191771751306,55.71060333399728
,memphis grizzlies,2.13,0.4277113742725214,-0.08897477279952948,0.0,0,-0.0,55.71060333399728
,miami heat,3.48,0.32818997935204386,0.14210112814511267,2.785530166699864,0,-2.785530166699864,52.92507316729741
,los angeles lakers,2.29,0.560286825665735,0.28305683077453303,2.646253658364871,1,3.4136672192906836,56.3387403865881
,portland trail blazers,2.92,0.4314469703962794,0.25982515355713576,2.816937019329405,0,-2.816937019329405,53.5218033672587
,los angeles clippers,1.25,0.7092353340637519,-0.11345583242031007,0.0,1,0.0,53.5218033672587
,charlotte hornets,2.73,0.4260534644085481,0.16312595783533623,2.676090168362935,1,4.629635991267878,58.151439358526574
,detroit pistons,3.57,0.256104088765992,-0.08570840310540861,0.0,0,-0.0,58.151439358526574
,phoenix suns,2.61,0.44215448422194625,0.1540232038192797,2.9075719679263288,0,-2.9075719679263288,55.24386739060024
,golden state warriors,1.11,0.8668129012173483,-0.037837679648743267,0.0,0,-0.0,55.24386739060024
,denver nuggets,1.1,0.8387903973605805,-0.0773305629033614,0.0,1,0.0,55.24386739060024
,los angeles clippers,2.89,0.6737724571829098,0.9472024012586093,2.7621933695300123,0,-2.7621933695300123,52.48167402107023
,atlanta hawks,2.75,0.42325168518455475,0.16394213425752546,2.624083701053512,0,-2.624083701053512,49.85759032001672
,miami heat,1.12,0.8418094651109511,-0.057173399075734654,0.0,0,-0.0,49.85759032001672
,new york knicks,1.3,0.7326550487361048,-0.04754843664306377,0.0,0,-0.0,49.85759032001672
,orlando magic,1.89,0.6840744943823606,0.29290079438266137,2.492879516000836,0,-2.492879516000836,47.364710804015886
,sacramento kings,1.31,0.7282801411719695,-0.04595301506471994,0.0,0,-0.0,47.364710804015886
,cleveland cavaliers,1.31,0.8314301188589195,0.08917345570518459,2.368235540200794,0,-2.368235540200794,44.99647526381509
,memphis grizzlies,6.87,0.2027896877228108,0.3931651546557102,2.2498237631907547,0,-2.2498237631907547,42.74665150062434
,minnesota timberwolves,2.5,0.4806654852642676,0.201663713160669,2.137332575031217,0,-2.137332575031217,40.60931892559312
,charlotte hornets,2.47,0.4385429589325011,0.08320110856327789,2.0304659462796564,0,-2.0304659462796564,38.57885297931347
,cleveland cavaliers,2.78,0.6823997905355169,0.897071417688737,1.9289426489656734,0,-1.9289426489656734,36.649910330347794
,chicago bulls,2.23,0.5207809544973669,0.1613415285291283,1.8324955165173897,0,-1.8324955165173897,34.8174148138304
,golden state warriors,1.45,0.7428270944400533,0.07709928693807733,1.7408707406915203,1,0.783391833311184,35.60080664714159
,toronto raptors,7.9,0.13354167783534848,0.05497925489925304,0.28366751061916223,0,-0.28366751061916223,35.31713913652243
,boston celtics,1.13,0.890730640997151,0.0065256243267805825,1.7658569568261215,1,0.2295614043873956,35.546700540909825
,new york knicks,1.39,0.7345288468219722,0.02099509708254127,1.7773350270454913,1,0.6931606605477414,36.239861201457565
,memphis grizzlies,2.01,0.7248844498139163,0.4570177441259716,1.8119930600728784,1,1.8301129906736069,38.06997419213117
,oklahoma city thunder,1.41,0.7601936529309931,0.07187305063270016,1.9034987096065585,0,-1.9034987096065585,36.16647548252461
,houston rockets,1.61,0.6038781850093066,-0.02775612213501638,0.0,1,0.0,36.16647548252461
,boston celtics,1.35,0.8152786809480203,0.1006262192798274,1.8083237741262306,1,0.6329133209441808,36.799388803468794
,minnesota timberwolves,2.7,0.4119113507348574,0.1121606469841151,1.8399694401734399,1,3.127948048294848,39.92733685176364
,toronto raptors,2.17,0.5658745351162485,0.22794774120225925,1.9963668425881822,0,-1.9963668425881822,37.93097000917546
,orlando magic,1.36,0.7552968537183006,0.02720372105688884,1.8965485004587732,1,0.6827574601651586,38.61372746934062
,indiana pacers,1.42,0.5821481615105218,-0.17334961065505902,0.0,0,-0.0,38.61372746934062
,memphis grizzlies,2.05,0.7019530361583654,0.43900372412464883,1.930686373467031,0,-1.930686373467031,36.683041095873584
,cleveland cavaliers,2.51,0.4608626692047785,0.1567652997039939,1.8341520547936794,1,2.7695696027384553,39.45261069861204
,golden state warriors,3.33,0.39805648989972076,0.3255281113660702,1.9726305349306021,0,-1.9726305349306021,37.47998016368144
,portland trail blazers,2.35,0.4175802884143928,-0.018686322226176832,0.0,1,0.0,37.47998016368144
,sacramento kings,2.03,0.6309745024525182,0.28087823997861183,1.873999008184072,1,1.9302189784295938,39.41019914211103
,boston celtics,1.38,0.7938350100441807,0.09549231386096924,1.9705099571055518,1,0.7487937837001095,40.15899292581114
,chicago bulls,2.74,0.44361676863520205,0.2155099460604537,2.007949646290557,0,-2.007949646290557,38.151043279520586
,houston rockets,1.24,0.8015210290246788,-0.0061139240093982805,0.0,1,0.0,38.151043279520586
,milwaukee bucks,1.3,0.7295905818165952,-0.051532243638426206,0.0,1,0.0,38.151043279520586
,dallas mavericks,4.22,0.30935358823113857,0.30547214233540465,1.9075521639760293,0,-1.9075521639760293,36.24349111554456
,portland trail blazers,5.13,0.304321260172024,0.561168064682483,1.812174555777228,0,-1.812174555777228,34.43131655976733
,charlotte hornets,4.33,0.2518603167631587,0.09055517158447712,0.9363164501348887,0,-0.9363164501348887,33.49500010963244
,detroit pistons,3.24,0.32458072283593914,0.05164154198844295,0.7722024350734308,0,-0.7722024350734308,32.72279767455901
,toronto raptors,3.1,0.33846716079627226,0.04924819846844408,0.7673994449140108,0,-0.7673994449140108,31.955398229645
,los angeles clippers,2.77,0.45091083789924086,0.24902302098089713,1.5977699114822501,0,-1.5977699114822501,30.35762831816275
,denver nuggets,1.14,0.830235177539336,-0.053531897605157086,0.0,1,0.0,30.35762831816275
,utah jazz,1.89,0.5697650264549962,0.07685589999994269,1.5178814159081375,1,1.3509144601582423,31.708542778320993
,houston rockets,2.48,0.4583296255148237,0.13665747127676275,1.5854271389160497,1,2.3464321655957536,34.05497494391675
,brooklyn nets,3.28,0.34304016129946274,0.12517172906223772,1.7027487471958374,0,-1.7027487471958374,32.352226196720906
,charlotte hornets,4.1,0.21767273348901214,-0.10754179269505026,0.0,0,-0.0,32.352226196720906
,portland trail blazers,5.77,0.16601755965100506,-0.04207868081370081,0.0,0,-0.0,32.352226196720906
,chicago bulls,1.2,0.809110426532306,-0.029067488161232807,0.0,1,0.0,32.352226196720906
,memphis grizzlies,4.33,0.32200022141095,0.3942609587094137,1.6176113098360454,0,-1.6176113098360454,30.73461488688486
,los angeles lakers,1.71,0.5409483647054977,-0.07497829635359898,0.0,0,-0.0,30.73461488688486
,utah jazz,3.21,0.34874358534792493,0.11946690896683898,1.536730744344243,0,-1.536730744344243,29.197884142540616
,sacramento kings,1.59,0.6714396620815989,0.0675890627097423,1.4598942071270309,0,-1.4598942071270309,27.737989935413584
,milwaukee bucks,2.1,0.6636168844862377,0.39359545742109914,1.3868994967706794,1,1.5255894464477475,29.26357938186133
,miami heat,1.41,0.7474874577057952,0.05395731536517112,1.4631789690930666,1,0.5999033773281571,29.863482759189488
,toronto raptors,4.72,0.19240856304097675,-0.09183158244658973,0.0,0,-0.0,29.863482759189488
,boston celtics,1.05,0.9098146284892858,-0.04469464008624982,0.0,1,0.0,29.863482759189488
,brooklyn nets,1.94,0.6156047948890943,0.19427330208484284,1.4931741379594745,0,-1.4931741379594745,28.370308621230013
,atlanta hawks,3.97,0.2710221201841528,0.07595781713108651,0.7255712842437294,1,2.1549467142038763,30.52525533543389
,cleveland cavaliers,2.83,0.5579877712084947,0.5791053925200401,1.5262627667716946,1,2.7930608631922014,33.31831619862609
,boston celtics,1.04,0.9454032993060176,-0.016780568721741627,0.0,1,0.0,33.31831619862609
,miami heat,2.07,0.42651499312418006,-0.11711396423294734,0.0,0,-0.0,33.31831619862609
,chicago bulls,1.24,0.7731362634353178,-0.04131103334020589,0.0,1,0.0,33.31831619862609
,minnesota timberwolves,1.48,0.6558356816420847,-0.029363191169714642,0.0,1,0.0,33.31831619862609
,new york knicks,2.75,0.5032882559022325,0.38404270373113936,1.6659158099313047,1,2.9153526673797834,36.23366886600588
,memphis grizzlies,4.55,0.2256076344409808,0.02651473670646254,0.27062709574402677,0,-0.27062709574402677,35.96304177026185
,atlanta hawks,3.83,0.3353474087517134,0.2843805755190625,1.7981520885130928,0,-1.7981520885130928,34.16488968174876
,orlando magic,1.09,0.823736452462007,-0.10212726681641231,0.0,1,0.0,34.16488968174876
,washington wizards,4.08,0.3375486456876304,0.3771984744055321,1.7082444840874382,0,-1.7082444840874382,32.456645197661324
,brooklyn nets,2.93,0.39595149472021546,0.1601378795302313,1.6228322598830662,0,-1.6228322598830662,30.83381293777826
,san antonio spurs,3.46,0.27441042259049725,-0.05053993783687949,0.0,0,-0.0,30.83381293777826
,minnesota timberwolves,3.0,0.6110086928856725,0.8330260786570175,1.541690646888913,0,-1.541690646888913,29.292122290889345
,cleveland cavaliers,1.63,0.7562499247109109,0.2326873772787847,1.4646061145444673,0,-1.4646061145444673,27.82751617634488
,detroit pistons,4.68,0.3215379516854972,0.5047976138881269,1.391375808817244,0,-1.391375808817244,26.436140367527635
,milwaukee bucks,4.3,0.2919054675801472,0.2551935105946328,1.321807018376382,0,-1.321807018376382,25.114333349151252
,toronto raptors,4.65,0.33967921996795414,0.5795083728509869,1.2557166674575626,0,-1.2557166674575626,23.85861668169369
,utah jazz,6.8,0.1525819319148483,0.03755713702096841,0.15449333376640217,0,-0.15449333376640217,23.704123347927286
,golden state warriors,1.13,0.7757140356456779,-0.12344313972038409,0.0,1,0.0,23.704123347927286
,philadelphia 76ers,3.97,0.28124338891641415,0.11653625399816414,0.930097555312413,0,-0.930097555312413,22.77402579261487
,portland trail blazers,4.52,0.30250364926985496,0.36731649469974426,1.1387012896307436,0,-1.1387012896307436,21.635324502984126
,washington wizards,4.38,0.21986842751028007,-0.03697628750497339,0.0,1,0.0,21.635324502984126
,houston rockets,1.54,0.6116133144965973,-0.05811549567524016,0.0,1,0.0,21.635324502984126
,brooklyn nets,4.07,0.24550086326316692,-0.0008114865189106091,0.0,0,-0.0,21.635324502984126
,utah jazz,6.1,0.2074581043039774,0.26549443625426217,1.0817662251492064,0,-1.0817662251492064,20.55355827783492
,new york knicks,3.56,0.30860187298955044,0.0986226678427996,0.7918151371181787,0,-0.7918151371181787,19.761743140716742
,atlanta hawks,3.63,0.256472855539859,-0.06900353439031193,0.0,0,-0.0,19.761743140716742
,boston celtics,1.09,0.9130482355864994,-0.004777423210715587,0.0,1,0.0,19.761743140716742
,toronto raptors,7.15,0.2179320470045898,0.558214136082817,0.9880871570358372,0,-0.9880871570358372,18.773655983680904
,cleveland cavaliers,3.03,0.4078302066437104,0.2357255261304424,0.9386827991840452,0,-0.9386827991840452,17.83497318449686
,memphis grizzlies,2.8,0.550599523434361,0.5416786656162108,0.891748659224843,1,1.6051475866047173,19.440120771101576
,golden state warriors,1.46,0.6167207623175146,-0.09958768701642873,0.0,0,-0.0,19.440120771101576
,portland trail blazers,6.48,0.2827355870482245,0.8321266040724948,0.9720060385550788,0,-0.9720060385550788,18.468114732546496
,los angeles lakers,1.27,0.7284983539021248,-0.07480709054430149,0.0,1,0.0,18.468114732546496
,new york knicks,1.3,0.8528741207241836,0.10873635694143868,0.9234057366273248,1,0.2770217209881975,18.745136453534695
,orlando magic,1.61,0.6833528710954545,0.10019812246368182,0.9372568226767348,0,-0.9372568226767348,17.80787963085796
,atlanta hawks,1.29,0.8133832404158474,0.04926438013644319,0.8903939815428981,1,0.25821425464744047,18.066093885505403
,toronto raptors,2.64,0.3948077884880565,0.04229256160846917,0.46589109065678375,0,-0.46589109065678375,17.60020279484862
,boston celtics,1.39,0.7473629659466569,0.038834522665852966,0.880010139742431,1,0.343203954499548,17.943406749348167
,utah jazz,4.1,0.25077206974914734,0.028165485971504034,0.1630273455095989,0,-0.1630273455095989,17.78037940383857
,san antonio spurs,4.12,0.23203310161905785,-0.044023621329481566,0.0,0,-0.0,17.78037940383857
,denver nuggets,1.16,0.7967546286622673,-0.07576463075176998,0.0,1,0.0,17.78037940383857
,detroit pistons,6.75,0.20227431153485853,0.3653516028602951,0.8890189701919285,0,-0.8890189701919285,16.891360433646643
,philadelphia 76ers,3.7,0.27821901461434895,0.029410354073091116,0.183992922640648,1,0.49678089112974966,17.38814132477639
,cleveland cavaliers,2.21,0.5247890665855899,0.15978383715415356,0.8694070662388196,0,-0.8694070662388196,16.51873425853757
,milwaukee bucks,1.63,0.644078458772934,0.04984788779988236,0.8259367129268785,1,0.5203401291439333,17.039074387681502
,minnesota timberwolves,1.63,0.7326948034663724,0.1942925296501869,0.8519537193840752,1,0.5367308432119673,17.57580523089347
,los angeles lakers,1.65,0.6895984846530724,0.13783749967756936,0.8787902615446734,1,0.5712136700040377,18.147018900897507
,cleveland cavaliers,1.13,0.854580499874314,-0.034324035142025325,0.0,1,0.0,18.147018900897507
,atlanta hawks,4.45,0.38472960570157744,0.7120467453720196,0.9073509450448753,1,3.13036076040482,21.277379661302326
,new york knicks,1.03,0.8904347387201579,-0.08285221911823736,0.0,1,0.0,21.277379661302326
,toronto raptors,2.81,0.49533847726973096,0.39190112112794395,1.0638689830651165,0,-1.0638689830651165,20.21351067823721
,washington wizards,5.37,0.1764452565614256,-0.052488972265144485,0.0,1,0.0,20.21351067823721
,portland trail blazers,6.33,0.20238240267881843,0.2810806089569208,1.0106755339118605,0,-1.0106755339118605,19.20283514432535
,san antonio spurs,4.85,0.2257431794105576,0.09485442014120427,0.47311007602132976,1,1.8214737926821194,21.02430893700747
,denver nuggets,1.07,0.8580713312576085,-0.08186367555435886,0.0,1,0.0,21.02430893700747
,utah jazz,3.25,0.35331021087632564,0.14825818534805835,1.0512154468503734,0,-1.0512154468503734,19.973093490157094
,sacramento kings,1.29,0.756635338108461,-0.023940413840085356,0.0,1,0.0,19.973093490157094
,indiana pacers,2.72,0.34773930479046516,-0.0541490909699347,0.0,1,0.0,19.973093490157094
,miami heat,2.51,0.6332887289697136,0.5895547097139809,0.9986546745078547,0,-0.9986546745078547,18.97443881564924
,los angeles lakers,3.83,0.3837001901647101,0.4695717283308396,0.9487219407824621,1,2.684883092414368,21.659321908063607
,new orleans pelicans,1.86,0.6545804571251537,0.21751965025278586,1.0829660954031803,0,-1.0829660954031803,20.576355812660427
,sacramento kings,1.79,0.6171096606960679,0.10462629264596152,1.0288177906330214,0,-1.0288177906330214,19.547538022027407
,charlotte hornets,3.93,0.26317802343427155,0.03428963209668723,0.228763784017517,1,0.6702778871713249,20.21781590919873
,orlando magic,1.52,0.6973817838684534,0.06002031148004916,1.0108907954599367,0,-1.0108907954599367,19.206925113738794
,washington wizards,2.23,0.4787188754285303,0.0675430922056226,0.9603462556869398,0,-0.9603462556869398,18.246578858051855
,portland trail blazers,4.75,0.21390923240149792,0.01606885390711521,0.07818709599325128,0,-0.07818709599325128,18.168391762058604
,philadelphia 76ers,2.78,0.4754117822515274,0.321644754659246,0.9084195881029302,0,-0.9084195881029302,17.259972173955674
,toronto raptors,5.92,0.24625726554587776,0.4578430120315963,0.8629986086977838,0,-0.8629986086977838,16.39697356525789
,chicago bulls,2.12,0.5528444864924007,0.17203031136388958,0.8198486782628946,1,0.9182305196544421,17.315204084912335
,los angeles lakers,1.49,0.6532501744249845,-0.026657240106773172,0.0,1,0.0,17.315204084912335
,minnesota timberwolves,1.03,0.9183060953064668,-0.05414472183433919,0.0,1,0.0,17.315204084912335
,oklahoma city thunder,1.46,0.7615580301242005,0.11187472398133275,0.8657602042456167,0,-0.8657602042456167,16.449443880666717
,utah jazz,1.53,0.6602100033235067,0.010121305084965226,0.3141317735740418,0,-0.3141317735740418,16.135312107092677
,denver nuggets,1.38,0.7671236748543605,0.05863067129901739,0.8067656053546339,0,-0.8067656053546339,15.328546501738042
,atlanta hawks,6.37,0.3827293538083149,1.4379859837589661,0.7664273250869021,1,4.115714735716665,19.444261237454707
,new orleans pelicans,1.98,0.6743388844875319,0.33519099128531316,0.9722130618727354,1,0.9527688006352807,20.397030038089987
,charlotte hornets,5.1,0.26143588813766766,0.333323029502105,1.0198515019044994,0,-1.0198515019044994,19.37717853618549
,orlando magic,1.9,0.6412372882079845,0.21835084759517054,0.9688589268092745,0,-0.9688589268092745,18.408319609376214
,washington wizards,1.55,0.6078938164493576,-0.0577645845034957,0.0,0,-0.0,18.408319609376214
,chicago bulls,1.59,0.6358165308031662,0.010948283977034401,0.3415923908872233,0,-0.3415923908872233,18.066727218488992
,cleveland cavaliers,1.31,0.7342036428405573,-0.03819322787886992,0.0,1,0.0,18.066727218488992
,portland trail blazers,5.88,0.1806212922042559,0.062053198161024725,0.22973323856763864,0,-0.22973323856763864,17.836993979921353
,oklahoma city thunder,1.93,0.6868891525083517,0.32569606434111875,0.8918496989960677,1,0.8294202200663429,18.666414199987695
,new york knicks,1.23,0.8126050743984785,-0.000495758489871434,0.0,0,-0.0,18.666414199987695
,denver nuggets,1.59,0.6506618602807935,0.03455235784646177,0.9333207099993848,0,-0.9333207099993848,17.73309348998831
,utah jazz,3.25,0.3481874832273303,0.13160932048882346,0.8866546744994155,0,-0.8866546744994155,16.846438815488895
,sacramento kings,1.82,0.5812607070813547,0.05789448688806559,0.8423219407744448,0,-0.8423219407744448,16.00411687471445
,new orleans pelicans,2.66,0.5271882911971972,0.4023208545845447,0.8002058437357227,0,-0.8002058437357227,15.203911030978729
,orlando magic,1.09,0.8386627910176955,-0.08585755779071187,0.0,1,0.0,15.203911030978729
,atlanta hawks,2.41,0.5477023233740022,0.3199625993313453,0.7601955515489365,0,-0.7601955515489365,14.443715479429793
,denver nuggets,1.46,0.7670691296749278,0.11992092932539455,0.7221857739714896,1,0.3322054560268852,14.775920935456679
,brooklyn nets,2.82,0.36956373240707363,0.04216972538794761,0.3423607297814473,0,-0.3423607297814473,14.433560205675231
,charlotte hornets,6.3,0.24322519036446577,0.5323186992961344,0.7216780102837617,0,-0.7216780102837617,13.71188219539147
,toronto raptors,3.76,0.3404541991210749,0.28010778869524144,0.6855941097695735,0,-0.6855941097695735,13.026288085621896
,washington wizards,4.68,0.35372391144447357,0.6554279055601363,0.6513144042810949,0,-0.6513144042810949,12.374973681340801
,new york knicks,1.93,0.6801712423316462,0.3127304977000771,0.6187486840670401,0,-0.6187486840670401,11.756224997273762
,houston rockets,2.21,0.5415303699045303,0.19678211748901198,0.5878112498636882,0,-0.5878112498636882,11.168413747410074
,minnesota timberwolves,1.21,0.8083325197257807,-0.02191765113180541,0.0,0,-0.0,11.168413747410074
,san antonio spurs,4.02,0.2579136926407283,0.036813044415727525,0.1361401693167646,0,-0.1361401693167646,11.03227357809331
,utah jazz,5.62,0.21548458332141185,0.21102335826633456,0.5039106969182253,0,-0.5039106969182253,10.528362881175084
,charlotte hornets,7.72,0.13540203766428646,0.04530373076829153,0.07097829127970687,0,-0.07097829127970687,10.457384589895378
,memphis grizzlies,2.05,0.4368728919976907,-0.10441057140473409,0.0,1,0.0,10.457384589895378
,brooklyn nets,5.0,0.2502253927579699,0.25112696378984944,0.5228692294947689,0,-0.5228692294947689,9.93451536040061
,portland trail blazers,7.23,0.131773811801718,-0.04727534067357886,0.0,0,-0.0,9.93451536040061
,chicago bulls,1.66,0.6006956220521237,-0.0028452673934747374,0.0,0,-0.0,9.93451536040061
,new orleans pelicans,1.71,0.7018676060167667,0.200193606288671,0.49672576802003054,0,-0.49672576802003054,9.437789592380579
,oklahoma city thunder,2.07,0.6277297808625654,0.2994006463855102,0.47188947961902894,0,-0.47188947961902894,8.965900112761549
,toronto raptors,5.8,0.22347252999230321,0.2961406739553587,0.44829500563807745,0,-0.44829500563807745,8.517605107123472
,washington wizards,5.98,0.2570364193982655,0.5370777880016278,0.42588025535617363,1,2.1208836716737447,10.638488778797218
,new york knicks,2.01,0.5838545053310579,0.17354755571542624,0.5319244389398609,0,-0.5319244389398609,10.106564339857357
,dallas mavericks,1.79,0.6481429206412336,0.16017582794780816,0.5053282169928679,1,0.3992092914243657,10.505773631281723
,minnesota timberwolves,1.29,0.7637591572701681,-0.014750687121483141,0.0,1,0.0,10.505773631281723
,denver nuggets,1.05,0.9077226026294034,-0.04689126723912638,0.0,1,0.0,10.505773631281723
,utah jazz,3.9,0.3761375827749494,0.4669365728223025,0.5252886815640861,0,-0.5252886815640861,9.980484949717637
,sacramento kings,1.61,0.6256949598624837,0.007368885378598811,0.12056565511032749,1,0.07354504961729978,10.054029999334936
,charlotte hornets,1.72,0.5813657138728554,-5.0972138688709645e-05,0.0,0,-0.0,10.054029999334936
,washington wizards,5.6,0.2580020459698204,0.44481145743099426,0.5027014999667468,0,-0.5027014999667468,9.55132849936819
,atlanta hawks,1.11,0.8642736783677806,-0.040656217011763474,0.0,1,0.0,9.55132849936819
,oklahoma city thunder,5.17,0.28911503159278057,0.4947247133346755,0.4775664249684095,0,-0.4775664249684095,9.073762074399779
,brooklyn nets,2.88,0.41115204469074557,0.1841178887093471,0.45368810371998897,1,0.8529336349935792,9.926695709393359
,milwaukee bucks,1.09,0.8850671981950037,-0.03527675396744592,0.0,0,-0.0,9.926695709393359
,minnesota timberwolves,1.03,0.9158609395919964,-0.05666323222024365,0.0,1,0.0,9.926695709393359
,new orleans pelicans,1.44,0.7159127685498792,0.030914386711825947,0.49633478546966797,0,-0.49633478546966797,9.430360923923692
,cleveland cavaliers,2.66,0.3693966974060206,-0.017404784899985204,0.0,0,-0.0,9.430360923923692
,miami heat,1.59,0.7556317051411203,0.2014544111743814,0.4715180461961846,0,-0.4715180461961846,8.958842877727507
,new york knicks,1.54,0.7115196659530593,0.0957402855677113,0.4479421438863754,1,0.2418887576986427,9.20073163542615
,houston rockets,2.11,0.5322373144039194,0.12302073339226993,0.4600365817713075,0,-0.4600365817713075,8.740695053654843
,los angeles clippers,2.11,0.457726911949346,-0.034196215786880035,0.0,1,0.0,8.740695053654843
,charlotte hornets,5.0,0.2683258220444998,0.34162911022249887,0.43703475268274217,1,1.7481390107309687,10.488834064385811
,oklahoma city thunder,2.77,0.5418155781019622,0.5008291513424354,0.5244417032192906,0,-0.5244417032192906,9.96439236116652
,washington wizards,1.63,0.6133165967270027,-0.00029394733498572245,0.0,0,-0.0,9.96439236116652
,boston celtics,1.2,0.8732777299978761,0.04793327599745131,0.49821961805832604,1,0.09964392361166519,10.064036284778187
,new york knicks,1.75,0.5859557525343518,0.025422566935115687,0.3411381814496086,0,-0.3411381814496086,9.722898103328578
,houston rockets,2.19,0.5596456167184276,0.22562390061335647,0.48614490516642894,0,-0.48614490516642894,9.23675319816215
,memphis grizzlies,1.76,0.6575427074009537,0.15727516502567845,0.46183765990810755,1,0.35099662153016176,9.587749819692311
,milwaukee bucks,1.08,0.8855247540725515,-0.04363326560164432,0.0,0,-0.0,9.587749819692311
,new orleans pelicans,1.1,0.8819186717992664,-0.029889461020806862,0.0,0,-0.0,9.587749819692311
,atlanta hawks,4.87,0.27915413356599,0.35948063046637135,0.4793874909846156,0,-0.4793874909846156,9.108362328707695
