date,game_id,team,odds,prob,ev,stake,won,gain,bankroll,comment
2022-10-18,22200001,boston celtics,1.63,0.6193385457208697,0.009521829525017456,0.0,1,0.0,1000.0,ev trop bas (0.010)
2022-10-18,22200002,golden state warriors,1.28,0.7385046003013277,-0.05471411161430051,0.0,1,0.0,1000.0,ev trop bas (-0.055)
2022-10-19,22200003,orlando magic,2.15,0.400831978763941,-0.13821124565752685,0.0,0,0.0,1000.0,ev trop bas (-0.138)
2022-10-19,22200004,indiana pacers,2.06,0.4887618575749091,0.006849426604312647,0.0,0,0.0,1000.0,ev trop bas (0.007)
2022-10-19,22200005,atlanta hawks,1.19,0.8251215100884934,-0.018105402994692876,0.0,1,0.0,1000.0,ev trop bas (-0.018)
2022-10-19,22200006,brooklyn nets,1.65,0.5907986965627654,-0.025182150671437142,0.0,0,0.0,1000.0,ev trop bas (-0.025)
2022-10-19,22200007,chicago bulls,3.27,0.2957258875110603,-0.03297634783883274,0.0,1,0.0,1000.0,ev trop bas (-0.033)
2022-10-19,22200008,cleveland cavaliers,2.1,0.4302275969923131,-0.09652204631614247,0.0,0,0.0,1000.0,ev trop bas (-0.097)
2022-10-19,22200009,memphis grizzlies,1.5,0.6890278015955149,0.03354170239327248,50.0,1,25.0,1025.0,bet placed
2022-10-19,22200010,minnesota timberwolves,1.14,0.8415653502900081,-0.04061550066939079,0.0,1,0.0,1025.0,ev trop bas (-0.041)
2022-10-19,22200011,charlotte hornets,1.85,0.5582576775524731,0.0327767034720754,0.0,1,0.0,1025.0,diff proba trop faible (0.025)
2022-10-19,22200012,utah jazz,3.01,0.3195925200906149,-0.038026514527249256,0.0,1,0.0,1025.0,ev trop bas (-0.038)
2022-10-19,22200013,dallas mavericks,2.35,0.4409718224271883,0.03628378270389243,27.54879797888129,0,-27.54879797888129,997.4512020211187,bet placed
2022-10-19,22200014,portland trail blazers,2.17,0.4630773896134835,0.004877935461259142,0.0,1,0.0,997.4512020211187,ev trop bas (0.005)
2022-10-20,22200015,philadelphia 76ers,1.53,0.6365686319511964,-0.02604999311466949,0.0,0,0.0,997.4512020211187,ev trop bas (-0.026)
2022-10-20,22200016,los angeles clippers,1.47,0.6771830684293915,-0.004540889408794602,0.0,1,0.0,997.4512020211187,ev trop bas (-0.005)
2022-10-21,22200017,charlotte hornets,2.99,0.3255403096674383,-0.026634474094359373,0.0,0,0.0,997.4512020211187,ev trop bas (-0.027)
2022-10-21,22200018,san antonio spurs,1.93,0.5279291113500475,0.01890318490559162,0.0,1,0.0,997.4512020211187,diff proba trop faible (0.032)
2022-10-21,22200019,washington wizards,1.7,0.5511734299745276,-0.06300516904330322,0.0,1,0.0,997.4512020211187,ev trop bas (-0.063)
2022-10-21,22200020,atlanta hawks,1.22,0.7914964064563119,-0.03437438412329952,0.0,1,0.0,997.4512020211187,ev trop bas (-0.034)
2022-10-21,22200021,brooklyn nets,1.64,0.6346303400044381,0.040793757607278325,49.87256010105594,1,31.918438464675795,1029.3696404857944,bet placed
2022-10-21,22200022,miami heat,2.0,0.463138717626483,-0.07372256474703398,0.0,0,0.0,1029.3696404857944,ev trop bas (-0.074)
2022-10-21,22200023,new york knicks,1.3,0.7073663724434138,-0.080423715823562,0.0,1,0.0,1029.3696404857944,ev trop bas (-0.080)
