date,game_id,team,odds,prob,ev,stake,won,gain,bankroll,comment
2022-10-18,22200001.0,boston celtics,1.63,0.6911047457842333,0.12650073562830033,0.0,1,0.0,1000.0,ev below min (0.127)
2022-10-18,22200002.0,golden state warriors,1.28,0.782134357155969,0.0011319771596403072,0.0,1,0.0,1000.0,ev below min (0.001)
2022-10-19,22200003.0,detroit pistons,1.61,0.5455952311602869,-0.12159167783193814,0.0,1,0.0,1000.0,ev below min (-0.122)
2022-10-19,22200004.0,indiana pacers,2.06,0.5780525394333754,0.19078823123275335,20.0,0,-20.0,980.0,bet placed
2022-10-19,22200005.0,houston rockets,4.25,0.22829615338487583,-0.029741348114277755,0.0,0,0.0,980.0,odds too high
2022-10-19,22200006.0,brooklyn nets,1.65,0.6462227340515267,0.06626751118501906,0.0,0,0.0,980.0,ev below min (0.066)
2022-10-19,22200007.0,miami heat,1.3,0.6828539376489089,-0.11228988105641846,0.0,0,0.0,980.0,ev below min (-0.112)
2022-10-19,22200008.0,toronto raptors,1.66,0.6550361744953163,0.08736004966222488,0.0,1,0.0,980.0,ev below min (0.087)
2022-10-19,22200009.0,memphis grizzlies,1.5,0.7591161686793226,0.13867425301898395,0.0,1,0.0,980.0,ev below min (0.139)
2022-10-19,22200010.0,oklahoma city thunder,5.08,0.1783052577915041,-0.09420929041915915,0.0,0,0.0,980.0,odds too high
2022-10-19,22200011.0,san antonio spurs,1.86,0.5967761011014567,0.1100035480487096,0.0,0,0.0,980.0,ev below min (0.110)
2022-10-19,22200012.0,utah jazz,3.01,0.6880085314834461,1.0709056797651728,19.6,1,39.396,1019.396,bet placed
2022-10-19,22200013.0,dallas mavericks,2.35,0.40731051551744485,-0.04282028853400455,0.0,0,0.0,1019.396,ev below min (-0.043)
2022-10-19,22200014.0,sacramento kings,1.6,0.6298256407210263,0.007721025153642147,0.0,0,0.0,1019.396,ev below min (0.008)
2022-10-20,22200015.0,philadelphia 76ers,1.53,0.6045796606001199,-0.07499311928181651,0.0,0,0.0,1019.396,ev below min (-0.075)
2022-10-20,22200016.0,los angeles lakers,2.45,0.5197526864002542,0.27339408168062285,20.38792,0,-20.38792,999.00808,bet placed
2022-10-21,22200017.0,charlotte hornets,2.99,0.6297499195312223,0.8829522593983548,19.9801616,0,-19.9801616,979.0279184,bet placed
2022-10-21,22200018.0,san antonio spurs,1.93,0.5695705568394225,0.0992711747000854,0.0,1,0.0,979.0279184,prob diff too low (0.038)
2022-10-21,22200019.0,washington wizards,1.7,0.5156823468359869,-0.12334001037882225,0.0,1,0.0,979.0279184,ev below min (-0.123)
2022-10-21,22200020.0,atlanta hawks,1.22,0.7617630933698969,-0.07064902608872581,0.0,1,0.0,979.0279184,ev below min (-0.071)
