gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn
0022000030,1610612756,Phoenix,Suns,PHX,suns,1628969,Mikal,Bridges,M. Bridges,mikal-bridges,F,,25,26:49,5,0,2,6,5,15,5,28,3,0,2,1
0022000030,1610612756,Phoenix,Suns,PHX,suns,203109,Jae,Crowder,J. Crowder,jae-crowder,F,,99,32:44,2,3,0,8,7,19,9,36,0,0,1,2
0022000030,1610612756,Phoenix,Suns,PHX,suns,1629028,Deandre,Ayton,D. Ayton,deandre-ayton,C,,22,29:56,4,3,0,6,7,17,9,36,1,1,5,5
0022000030,1610612756,Phoenix,Suns,PHX,suns,1626164,Devin,Booker,D. Booker,devin-booker,G,,1,38:15,2,2,0,10,7,21,9,46,0,2,5,7
0022000030,1610612756,Phoenix,Suns,PHX,suns,101108,Chris,Paul,C. Paul,chris-paul,G,,3,32:47,4,4,0,8,7,19,9,40,1,3,4,4
0022000030,1610612756,Phoenix,Suns,PHX,suns,1629661,Cameron,Johnson,C. Johnson,cameron-johnson,,,23,25:03,0,0,0,2,2,10,4,40,0,1,1,1
0022000030,1610612756,Phoenix,Suns,PHX,suns,1627745,Damian,Jones,D. Jones,damian-jones,,,30,15:27,0,0,0,2,0,6,0,24,0,1,2,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,1626166,Cameron,Payne,C. Payne,cameron-payne,,,15,15:13,0,2,0,4,0,6,0,22,0,1,2,1
0022000030,1610612756,Phoenix,Suns,PHX,suns,1630188,Jalen,Smith,J. Smith,jalen-smith,,,10,4:05,0,0,0,0,0,0,0,8,0,0,0,1
0022000030,1610612756,Phoenix,Suns,PHX,suns,1628975,Jevon,Carter,J. Carter,jevon-carter,,,4,7:18,0,2,0,0,0,2,0,12,0,0,0,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,204038,Langston,Galloway,L. Galloway,langston-galloway,,,2,9:46,0,0,0,0,0,8,0,16,0,0,0,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,1626163,Frank,Kaminsky,F. Kaminsky,frank-kaminsky,,,8,2:37,0,0,0,0,0,2,0,2,0,0,1,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,1630234,Ty-Shon,Alexander,T. Alexander,ty-shon-alexander,,DNP - Coach's Decision,0,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,202734,E'Twaun,Moore,E. Moore,etwaun-moore,,DNP - Coach's Decision,55,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612756,Phoenix,Suns,PHX,suns,203967,Dario,Šarić,D. Šarić,dario-šarić,,DNP - Injury/Illness,20,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,40,34:08,2,0,2,10,15,12,2,30,1,3,0,2
0022000030,1610612758,Sacramento,Kings,SAC,kings,1628963,Marvin,Bagley III,M. Bagley III,marvin-bagley-iii,F,,35,20:42,1,7,3,10,11,9,2,20,0,0,3,6
0022000030,1610612758,Sacramento,Kings,SAC,kings,1626158,Richaun,Holmes,R. Holmes,richaun-holmes,C,,22,24:02,2,6,0,6,11,2,2,18,0,0,4,3
0022000030,1610612758,Sacramento,Kings,SAC,kings,1627741,Buddy,Hield,B. Hield,buddy-hield,G,,24,34:41,2,3,2,4,15,12,2,30,0,0,3,4
0022000030,1610612758,Sacramento,Kings,SAC,kings,1628368,De'Aaron,Fox,D. Fox,deaaron-fox,G,,5,34:54,0,3,2,6,13,14,2,34,2,0,2,4
0022000030,1610612758,Sacramento,Kings,SAC,kings,202709,Cory,Joseph,C. Joseph,cory-joseph,,,9,19:08,0,0,0,0,4,6,0,24,1,0,2,1
0022000030,1610612758,Sacramento,Kings,SAC,kings,202355,Hassan,Whiteside,H. Whiteside,hassan-whiteside,,,20,15:16,0,2,0,8,2,7,0,18,2,0,2,1
0022000030,1610612758,Sacramento,Kings,SAC,kings,202357,Nemanja,Bjelica,N. Bjelica,nemanja-bjelica,,,8,15:39,0,2,0,10,2,4,0,16,1,1,3,1
0022000030,1610612758,Sacramento,Kings,SAC,kings,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,,,0,26:09,0,0,0,0,6,9,0,28,1,0,2,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,203922,Glenn,Robinson III,G. Robinson III,glenn-robinson-iii,,,30,15:21,0,2,0,8,6,5,0,12,1,1,1,1
0022000030,1610612758,Sacramento,Kings,SAC,kings,1629657,Kyle,Guy,K. Guy,kyle-guy,,DNP - Coach's Decision,7,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,1629713,Justin,James,J. James,justin-james,,DNP - Coach's Decision,10,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,1629002,Chimezie,Metu,C. Metu,chimezie-metu,,DNP - Coach's Decision,25,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,203953,Jabari,Parker,J. Parker,jabari-parker,,DNP - Coach's Decision,33,,0,0,0,0,0,0,0,0,0,0,0,0
0022000030,1610612758,Sacramento,Kings,SAC,kings,1630218,Robert,Woodard II,R. Woodard II,robert-woodard-ii,,DNP - Coach's Decision,13,,0,0,0,0,0,0,0,0,0,0,0,0
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1629006,Josh,Okogie,J. Okogie,josh-okogie,F,,20,31:33,2,6,0,8,9,10,5,36,1,0,3,1
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1627774,Jake,Layman,J. Layman,jake-layman,F,,10,13:36,0,0,0,0,0,1,2,16,0,0,2,0
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1626157,Karl-Anthony,Towns,K. Towns,karl-anthony-towns,C,,32,29:54,0,2,0,10,4,9,8,32,4,2,3,5
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1627736,Malik,Beasley,M. Beasley,malik-beasley,G,,5,38:42,7,4,4,10,7,12,8,38,0,1,3,1
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1626156,D'Angelo,Russell,D. Russell,dangelo-russell,G,,0,34:11,4,0,5,4,11,17,5,36,0,0,4,7
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1629633,Jarrett,Culver,J. Culver,jarrett-culver,,,23,19:45,3,6,3,4,2,12,6,18,0,0,3,1
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,1630162,Anthony,Edwards,A. Edwards,anthony-edwards,,,1,22:20,5,0,4,12,6,14,9,22,0,0,4,0
0022000028,1610612750,Minnesota,Timberwolves,MIN,timberwolves,201937,Ricky,Rubio,R. Rubio,ricky-rubio,,,9,26:42,0,0,0,4,7,17,9,30,0,0,4,4
