GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0020000254,1610612751,NJN,New Jersey,446,Lucious Harris,Lucious,F,,22:11,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,-14.0
0020000254,1610612751,NJN,New Jersey,2030,Kenyon Martin,Kenyon,F,,33:54,3.0,15.0,0.2,0.0,0.0,0.0,2.0,4.0,0.5,2.0,7.0,9.0,3.0,2.0,0.0,4.0,3.0,8.0,-15.0
0020000254,1610612751,NJN,New Jersey,1425,Aaron Williams,Aaron,G,,31:27,5.0,11.0,0.455,0.0,0.0,0.0,5.0,7.0,0.714,5.0,6.0,11.0,3.0,0.0,1.0,1.0,4.0,15.0,-9.0
0020000254,1610612751,NJN,New Jersey,383,Kendall Gill,Kendall,G,,22:39,0.0,9.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,-20.0
0020000254,1610612751,NJN,New Jersey,428,Sherman Douglas,Sherman,G,,29:58,4.0,12.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,9.0,-16.0
0020000254,1610612751,NJN,New Jersey,271,Johnny Newman,Johnny,G,,13:17,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-16.0
0020000254,1610612751,NJN,New Jersey,1536,Stephen Jackson,Stephen,G,,31:14,5.0,13.0,0.385,1.0,4.0,0.25,3.0,4.0,0.75,2.0,2.0,4.0,2.0,3.0,0.0,3.0,2.0,14.0,-13.0
0020000254,1610612751,NJN,New Jersey,1915,Evan Eschmeyer,Evan,F,,10:20,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-4.0
0020000254,1610612751,NJN,New Jersey,1563,Kevin Ollie,Kevin,F,,18:02,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,-8.0
0020000254,1610612751,NJN,New Jersey,2066,Soumaila Samake,Soumaila,F,,17:40,1.0,5.0,0.2,0.0,0.0,0.0,1.0,4.0,0.25,3.0,2.0,5.0,0.0,0.0,1.0,0.0,5.0,3.0,-4.0
0020000254,1610612751,NJN,New Jersey,29,Jim McIlvaine,Jim,,,9:18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0
0020000254,1610612751,NJN,New Jersey,1673,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,1324,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,1876,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,1776,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,1789,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,1303,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,2009,,,, ,,,,,,,,,,,,,,,,,,,,
0020000254,1610612751,NJN,New Jersey,950,Stephon Marbury,Stephon,,DND - Sprained Lt Ankle,,,,,,,,,,,,,,,,,,,,
0020000254,1610612754,IND,Indiana,147,Jalen Rose,Jalen,G,,31:33,9.0,14.0,0.643,1.0,1.0,1.0,2.0,2.0,1.0,0.0,7.0,7.0,3.0,0.0,1.0,4.0,1.0,21.0,12.0
0020000254,1610612754,IND,Indiana,1506,Austin Croshere,Austin,G,,31:51,4.0,10.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,1.0,9.0,10.0,0.0,1.0,5.0,4.0,2.0,9.0,22.0
0020000254,1610612754,IND,Indiana,979,Jermaine O'Neal,Jermaine,G,,28:39,3.0,7.0,0.429,0.0,0.0,0.0,4.0,6.0,0.667,2.0,8.0,10.0,0.0,1.0,2.0,2.0,3.0,10.0,24.0
0020000254,1610612754,IND,Indiana,397,Reggie Miller,Reggie,G,,30:14,5.0,10.0,0.5,1.0,2.0,0.5,5.0,5.0,1.0,0.0,6.0,6.0,5.0,2.0,1.0,3.0,1.0,16.0,16.0
0020000254,1610612754,IND,Indiana,696,Travis Best,Travis,G,,40:38,7.0,14.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,3.0,0.0,1.0,5.0,14.0,22.0
